,學年度,設立別 ,學校類別,學校代碼,學校名稱,縣市別,校舍總樓地板面積,校地面積總計,可使用校地,校舍基地,露天運動場地,其他校地,無法使用校地
,105,公立,一般大學,14,國立高雄師範大學,高雄市,231815,646564,646564,111723,19197,515644,0
,105,公立,一般大學,15,國立彰化師範大學,臺中市,577,517,517,288,0,229,0
,105,公立,一般大學,15,國立彰化師範大學,彰化縣,218236,516254,516254,45863,21281,449110,0
,105,公立,一般大學,16,國立陽明大學,臺北市,207048,489174,489174,47917,28740,412517,0
,105,公立,一般大學,17,國立臺北大學,新北市,223097,545284,545284,28940,23158,493186,0
,105,公立,一般大學,17,國立臺北大學,臺北市,70287,46274,46219,12843,4074,29302,55
,105,公立,一般大學,18,國立嘉義大學,嘉義縣,101265,200405,200405,25006,32900,142499,0
,105,公立,一般大學,18,國立嘉義大學,嘉義市,283082,1542136,1437510,69905,77305,1290300,104626
,105,公立,一般大學,19,國立高雄大學,高雄市,218111,825197,825197,62475,30500,732222,0
,105,公立,一般大學,20,國立東華大學,新北市,165,32,32,32,0,0,0
,105,公立,一般大學,20,國立東華大學,花蓮縣,404695,2469616,2469616,367274,77725,2024617,0
,105,公立,一般大學,21,國立暨南國際大學,南投縣,212364,1484596,1484596,61509,53400,1369687,0
,105,公立,一般大學,28,國立臺北藝術大學,臺北市,116490,370501,128966,40189,15136,73641,241535
,105,公立,一般大學,29,國立臺灣藝術大學,新北市,77674,118504,92036,20936,10350,60750,26468
,105,公立,一般大學,30,國立臺東大學,臺東縣,239652,718677,653063,66970,37100,548993,65614
,105,公立,一般大學,31,國立宜蘭大學,宜蘭縣,186191,308540,308540,45938,4977,257625,0
,105,公立,一般大學,32,國立聯合大學,苗栗縣,211135,769619,769619,46328,21766,701525,0
,105,公立,一般大學,35,國立臺南藝術大學,臺南市,97732,575457,325457,35337,10144,279976,250000
,105,公立,一般大學,36,國立臺南大學,臺南市,103980,110089,110089,30304,13788,65997,0
,105,公立,一般大學,37,國立臺北教育大學,臺北市,97330,80787,80376,23174,12666,44536,411
,105,公立,一般大學,38,國立新竹教育大學,新竹市,95242,82297,82297,17167,15813,49317,0
,105,公立,一般大學,39,國立臺中教育大學,臺中市,125143,100417,100417,29741,16083,54593,0
,105,公立,一般大學,44,國立體育大學,桃園市,139114,617319,605397,47862,92107,465428,11922
,105,公立,一般大學,48,國立金門大學,金門縣,83917,202169,202169,21870,7500,172799,0
,105,公立,一般大學,49,國立臺灣體育運動大學,臺中市,81087,158405,158405,31104,86711,40590,0
,105,公立,一般大學,52,國立屏東大學,屏東縣,232934,513546,424123,54541,59743,309839,89423
,105,公立,一般大學,52,國立屏東大學,,0,0,0,0,0,0,0
,105,公立,一般大學,3002,臺北市立大學,臺北市,233918,102494,102494,34181,6635,61678,0
,105,公立,技專校院,22,國立臺灣科技大學,新北市,0,56693,56693,0,0,56693,0
,105,公立,技專校院,22,國立臺灣科技大學,臺北市,218243,120264,97672,30644,14261,52767,22592
,105,公立,技專校院,22,國立臺灣科技大學,新竹縣,0,39501,39501,0,0,39501,0
,105,公立,技專校院,22,國立臺灣科技大學,基隆市,0,98959,98959,0,0,98959,0
,105,公立,技專校院,23,國立雲林科技大學,雲林縣,268871,581447,581447,79588,58002,443857,0
,105,公立,技專校院,24,國立屏東科技大學,臺北市,135,51,51,51,0,0,0
,105,公立,技專校院,24,國立屏東科技大學,屏東縣,317188,5668206,2638069,134999,48219,2454851,3030137
,105,公立,技專校院,24,國立屏東科技大學,臺東縣,181,5760622,181,181,0,0,5760441
,105,公立,技專校院,25,國立臺北科技大學,新北市,1925,1574018,51250,0,0,51250,1522768
,105,公立,技專校院,25,國立臺北科技大學,臺北市,212481,96518,96518,30095,11744,54679,0
,105,公立,技專校院,25,國立臺北科技大學,桃園市,0,1767,1767,0,1767,0,0
,105,公立,技專校院,25,國立臺北科技大學,基隆市,0,309146,0,0,0,0,309146
,105,公立,技專校院,26,國立高雄第一科技大學,高雄市,212721,734409,734409,57267,36134,641008,0
,105,公立,技專校院,27,國立高雄應用科技大學,高雄市,222519,1195291,274755,50119,23070,201566,920536
,105,公立,技專校院,33,國立虎尾科技大學,雲林縣,189076,372763,372763,57019,37290,278454,0
,105,公立,技專校院,34,國立高雄海洋科技大學,高雄市,169230,231980,231980,54306,37229,140445,0
,105,公立,技專校院,42,國立澎湖科技大學,澎湖縣,100106,457979,457979,20794,16552,420633,0
,105,公立,技專校院,43,國立勤益科技大學,臺中市,151629,327477,301705,26708,30653,244344,25772
,105,公立,技專校院,46,國立臺北護理健康大學,臺北市,74997,82828,82828,20582,15399,46847,0
,105,公立,技專校院,47,國立高雄餐旅大學,高雄市,105357,150044,150044,18402,8578,123064,0
,105,公立,技專校院,50,國立臺中科技大學,臺中市,169403,146295,145649,22552,11928,111169,646
,105,公立,技專校院,51,國立臺北商業大學,臺北市,63866,19955,19955,7839,2369,9747,0
,105,公立,技專校院,51,國立臺北商業大學,桃園市,37276,49451,49451,7053,7874,34524,0
,105,公立,技專校院,144,國立臺灣戲曲學院,臺北市,65174,51930,49778,15556,2271,31951,2152
,105,公立,技專校院,221,國立臺南護理專科學校,臺南市,48909,16897,16897,6779,0,10118,0
,105,公立,技專校院,222,國立臺東專科學校,臺東縣,92550,256088,256088,32880,92346,130862,0
,105,私立,一般大學,1001,東海大學,臺中市,324265,1356529,1356529,110260,72377,1173892,0
,105,私立,一般大學,1002,輔仁大學,新北市,331913,343456,343456,71488,45120,226848,0
,105,私立,一般大學,1003,東吳大學,臺北市,155923,158154,114424,24654,16155,73615,43730
,105,私立,一般大學,1004,中原大學,桃園市,283695,349263,349263,56054,49725,243484,0
,105,私立,一般大學,1005,淡江大學,新北市,215961,217126,217126,32723,28158,156245,0
,105,私立,一般大學,1005,淡江大學,臺北市,13633,3249,3249,3249,0,0,0
,105,私立,一般大學,1005,淡江大學,宜蘭縣,48220,404553,404553,10402,19392,374759,0
,105,私立,一般大學,1006,中國文化大學,新北市,0,918310,918310,0,0,918310,0
,105,私立,一般大學,1006,中國文化大學,臺北市,233250,234639,234639,113005,4376,117258,0
,105,私立,一般大學,1007,逢甲大學,臺中市,324644,213548,213548,45287,35496,132765,0
,105,私立,一般大學,1008,靜宜大學,臺中市,199029,302871,302871,41433,50000,211438,0
,105,私立,一般大學,1009,長庚大學,桃園市,410500,371309,371309,61751,42229,267329,0
,105,私立,一般大學,1010,元智大學,桃園市,200324,239100,239100,29283,18670,191147,0
,105,私立,一般大學,1011,中華大學,新竹市,108831,189283,189283,28774,40800,119709,0
,105,私立,一般大學,1012,大葉大學,彰化縣,207476,308062,308062,32643,27334,248085,0
,105,私立,一般大學,1013,華梵大學,新北市,60019,306760,300296,126506,10525,163265,6464
,105,私立,一般大學,1014,義守大學,高雄市,470010,289033,289033,54674,43708,190651,0
,105,私立,一般大學,1015,世新大學,新北市,16529,200734,200734,4235,0,196499,0
,105,私立,一般大學,1015,世新大學,臺北市,76338,77626,77626,14426,8948,54252,0
,105,私立,一般大學,1016,銘傳大學,新北市,3103,0,0,0,0,0,0
,105,私立,一般大學,1016,銘傳大學,臺北市,65050,42315,42315,14083,8262,19970,0
,105,私立,一般大學,1016,銘傳大學,桃園市,139078,188464,188464,19036,15062,154366,0
,105,私立,一般大學,1016,銘傳大學,金門縣,7427,300000,150000,3843,0,146157,150000
,105,私立,一般大學,1017,實踐大學,新北市,0,339484,0,0,0,0,339484
,105,私立,一般大學,1017,實踐大學,臺北市,111309,55838,47171,16073,2000,29098,8667
,105,私立,一般大學,1017,實踐大學,高雄市,76333,154304,154304,19553,2025,132726,0
,105,私立,一般大學,1019,高雄醫學大學,高雄市,167843,100856,100856,29410,17700,53746,0
,105,私立,一般大學,1019,高雄醫學大學,屏東縣,0,17711,17711,0,0,17711,0
,105,私立,一般大學,1020,南華大學,嘉義縣,119405,629214,629214,19248,21540,588426,0
,105,私立,一般大學,1021,真理大學,新北市,82447,85698,85698,19253,36913,29532,0
,105,私立,一般大學,1021,真理大學,臺南市,87163,227619,227619,19262,17643,190714,0
,105,私立,一般大學,1021,真理大學,高雄市,390,37,37,37,0,0,0
,105,私立,一般大學,1022,大同大學,臺北市,96593,57895,57895,8254,14240,35401,0
,105,私立,一般大學,1027,慈濟大學,花蓮縣,287045,565219,565219,82380,60258,422581,0
,105,私立,一般大學,1028,臺北醫學大學,臺北市,98479,73857,71567,27307,12170,32090,2290
,105,私立,一般大學,1029,中山醫學大學,臺中市,141418,92099,92062,24711,21678,45673,37
,105,私立,一般大學,1029,中山醫學大學,苗栗縣,0,418028,0,0,0,0,418028
,105,私立,一般大學,1033,長榮大學,臺南市,163749,273715,273715,31578,37046,205091,0
,105,私立,一般大學,1035,中國醫藥大學,臺中市,102969,31442,31442,9763,3114,18565,0
,105,私立,一般大學,1035,中國醫藥大學,雲林縣,16377,18723,18723,3043,2160,13520,0
,105,私立,一般大學,1039,玄奘大學,新竹市,96168,165321,165321,20409,17970,126942,0
,105,私立,一般大學,1048,亞洲大學,臺中市,181089,271977,271977,30327,18669,222981,0
,105,私立,一般大學,1049,開南大學,桃園市,99120,160392,141347,21109,29898,90340,19045
,105,私立,一般大學,1050,佛光大學,宜蘭縣,114852,578249,255071,25792,10400,218879,323178
,105,私立,一般大學,1058,明道大學,彰化縣,87367,411278,411278,22757,59316,329205,0
,105,私立,一般大學,1067,台灣首府大學,臺南市,99126,165287,109262,15360,10200,83702,56025
,105,私立,一般大學,1079,康寧大學,臺北市,40351,73581,21176,6395,770,14011,52405
,105,私立,一般大學,1079,康寧大學,臺南市,74309,191687,191687,13562,52162,125963,0
,105,私立,一般大學,1125,中信金融管理學院,臺南市,53314,255048,255048,13624,75000,166424,0
,105,私立,一般大學,1176,稻江科技暨管理學院,嘉義縣,55882,351053,351053,18012,47800,285241,0
,105,私立,一般大學,1195,馬偕醫學院,新北市,65251,192236,192236,14425,11726,166085,0
,105,私立,一般大學,1196,法鼓文理學院,新北市,65798,299113,220970,135451,21956,63563,78143
,105,私立,一般大學,1196,法鼓文理學院,臺北市,2853,529,529,529,0,0,0
,105,私立,一般大學,1R02,基督教台灣浸會神學院,臺北市,8313,24100,24100,13442,0,10658,0
,105,私立,一般大學,1R03,臺北基督學院,新北市,17442,37503,37503,7027,3925,26551,0
,105,私立,一般大學,1R04,一貫道天皇學院,高雄市,22021,41911,27710,10525,0,17185,14201
,105,私立,一般大學,1R05,台神學校財團法人台灣神學研究學院,臺北市,10226,65191,65191,5460,608,59123,0
,105,私立,一般大學,1R06,一貫道崇德學院,南投縣,4850,20541,19100,4100,0,15000,1441
,105,私立,技專校院,1018,朝陽科技大學,臺中市,157428,663900,663900,23966,23854,616080,0
,105,私立,技專校院,1023,南臺科技大學,臺南市,244233,164598,164598,38868,21830,103900,0
,105,私立,技專校院,1024,崑山科技大學,臺南市,196668,163694,162801,31905,47686,83210,893
,105,私立,技專校院,1025,嘉南藥理大學,臺南市,276691,270093,270093,55620,32190,182283,0
,105,私立,技專校院,1026,樹德科技大學,高雄市,171805,376356,373184,30801,34320,308063,3172
,105,私立,技專校院,1030,龍華科技大學,桃園市,91200,70855,70855,17027,4145,49683,0
,105,私立,技專校院,1031,輔英科技大學,高雄市,133545,172745,170561,29064,42759,98738,2184
,105,私立,技專校院,1032,明新科技大學,新竹縣,154934,232666,232666,42195,45270,145201,0
,105,私立,技專校院,1034,弘光科技大學,臺中市,130400,99114,99114,22573,18942,57599,0
,105,私立,技專校院,1036,健行科技大學,桃園市,133380,48437,48437,17121,7180,24136,0
,105,私立,技專校院,1037,正修科技大學,高雄市,218337,88770,88770,40060,9026,39684,0
,105,私立,技專校院,1038,萬能科技大學,桃園市,92277,90760,90760,17075,21300,52385,0
,105,私立,技專校院,1040,建國科技大學,彰化縣,100637,97626,97626,17747,14608,65271,0
,105,私立,技專校院,1041,明志科技大學,新北市,190435,619031,619031,38210,22479,558342,0
,105,私立,技專校院,1042,高苑科技大學,高雄市,145268,109917,109917,27610,28338,53969,0
,105,私立,技專校院,1043,大仁科技大學,屏東縣,58572,298689,298689,23927,31997,242765,0
,105,私立,技專校院,1044,聖約翰科技大學,新北市,102911,112393,112393,21861,23341,67191,0
,105,私立,技專校院,1045,嶺東科技大學,臺中市,111128,200154,200154,18772,18657,162725,0
,105,私立,技專校院,1046,中國科技大學,臺北市,63104,54139,54139,10571,8674,34894,0
,105,私立,技專校院,1046,中國科技大學,新竹縣,87062,141629,141629,11590,17162,112877,0
,105,私立,技專校院,1047,中臺科技大學,臺中市,132545,97888,97888,18695,10072,69121,0
,105,私立,技專校院,1051,台南應用科技大學,臺南市,163174,144365,144365,32582,31621,80162,0
,105,私立,技專校院,1052,遠東科技大學,臺南市,133703,120636,120636,26064,16620,77952,0
,105,私立,技專校院,1053,元培醫事科技大學,新竹市,85970,126024,81328,44606,14219,22503,44696
,105,私立,技專校院,1054,景文科技大學,新北市,83387,116191,116191,14494,25243,76454,0
,105,私立,技專校院,1055,中華醫事科技大學,臺南市,140806,92001,92001,20967,11325,59709,0
,105,私立,技專校院,1056,東南科技大學,新北市,92292,109251,109251,14535,10446,84270,0
,105,私立,技專校院,1057,德明財經科技大學,臺北市,69940,60832,60832,37840,11855,11137,0
,105,私立,技專校院,1060,南開科技大學,南投縣,86045,92030,92030,15832,15135,61063,0
,105,私立,技專校院,1061,中華科技大學,臺北市,69052,54147,54147,21529,5600,27018,0
,105,私立,技專校院,1061,中華科技大學,新竹縣,16066,87770,21489,16066,4423,1000,66281
,105,私立,技專校院,1061,中華科技大學,雲林縣,8635,296028,290575,2935,3124,284516,5453
,105,私立,技專校院,1062,僑光科技大學,臺中市,110437,55759,55759,14966,7959,32834,0
,105,私立,技專校院,1063,育達科技大學,新北市,0,79034,79034,79034,0,0,0
,105,私立,技專校院,1063,育達科技大學,苗栗縣,99312,119651,119651,47627,21428,50596,0
,105,私立,技專校院,1064,美和科技大學,屏東縣,96996,50574,50574,15542,4951,30081,0
,105,私立,技專校院,1065,吳鳳科技大學,嘉義縣,139351,132856,132856,25889,28320,78647,0
,105,私立,技專校院,1066,環球科技大學,雲林縣,94364,298463,298463,21528,32673,244262,0
,105,私立,技專校院,1068,中州科技大學,彰化縣,57492,59947,59947,13917,4348,41682,0
,105,私立,技專校院,1069,修平科技大學,臺中市,81172,96463,96463,17433,12372,66658,0
,105,私立,技專校院,1070,長庚科技大學,桃園市,199199,139046,139046,30826,20886,87334,0
,105,私立,技專校院,1070,長庚科技大學,嘉義縣,133639,156216,156216,21863,12415,121938,0
,105,私立,技專校院,1071,臺北城市科技大學,臺北市,144079,86984,86984,27035,9689,50260,0
,105,私立,技專校院,1072,大華科技大學,新竹縣,78906,148856,103353,18451,7113,77789,45503
,105,私立,技專校院,1073,醒吾科技大學,新北市,62311,55762,55762,14737,16500,24525,0
,105,私立,技專校院,1074,南榮科技大學,臺南市,89910,72144,72144,19133,10254,42757,0
,105,私立,技專校院,1075,文藻外語大學,高雄市,91925,56870,56870,20687,28240,7943,0
,105,私立,技專校院,1076,華夏科技大學,新北市,56309,59646,59646,10634,1457,47555,0
,105,私立,技專校院,1077,慈濟科技大學,花蓮縣,109829,187928,187928,16670,16992,154266,0
,105,私立,技專校院,1078,致理科技大學,新北市,79687,60256,60256,9785,30265,20206,0
,105,私立,技專校院,1148,大漢技術學院,花蓮縣,62319,189052,189052,20644,73443,94965,0
,105,私立,技專校院,1159,和春技術學院,高雄市,147350,112497,112497,33297,19674,59526,0
,105,私立,技專校院,1166,亞東技術學院,新北市,110071,50215,44577,9956,5169,29452,5638
,105,私立,技專校院,1168,南亞技術學院,桃園市,93361,50101,50101,13577,14120,22404,0
,105,私立,技專校院,1179,德霖技術學院,新北市,58094,125660,122444,19089,13206,90149,3216
,105,私立,技專校院,1182,蘭陽技術學院,宜蘭縣,85802,82796,76922,18780,14420,43722,5874
,105,私立,技專校院,1183,黎明技術學院,新北市,58231,74952,74952,50525,11192,13235,0
,105,私立,技專校院,1184,東方設計學院,高雄市,85569,90144,90144,90144,0,0,0
,105,私立,技專校院,1185,經國管理暨健康學院,基隆市,55943,121675,121675,8712,12000,100963,0
,105,私立,技專校院,1187,崇右技術學院,新北市,0,202726,0,0,0,0,202726
,105,私立,技專校院,1187,崇右技術學院,基隆市,32631,50129,50129,37095,12100,934,0
,105,私立,技專校院,1188,大同技術學院,嘉義縣,23998,98179,98179,4787,47401,45991,0
,105,私立,技專校院,1188,大同技術學院,嘉義市,36371,24309,24309,7432,1980,14897,0
,105,私立,技專校院,1189,亞太創意技術學院,苗栗縣,58263,128063,45049,13895,24542,6612,83014
,105,私立,技專校院,1192,臺灣觀光學院,花蓮縣,39488,140340,140340,8382,24651,107307,0
,105,私立,技專校院,1197,台北海洋技術學院,新北市,62141,41071,41071,10483,1296,29292,0
,105,私立,技專校院,1197,台北海洋技術學院,臺北市,25420,34264,34264,8775,6608,18881,0
,105,私立,技專校院,1282,馬偕醫護管理專科學校,新北市,44190,122732,85648,7523,4349,73776,37084
,105,私立,技專校院,1282,馬偕醫護管理專科學校,臺北市,27141,14547,14544,5200,814,8530,3
,105,私立,技專校院,1283,仁德醫護管理專科學校,苗栗縣,77673,60786,60786,16000,7671,37115,0
,105,私立,技專校院,1284,樹人醫護管理專科學校,高雄市,90142,148095,148095,18248,22834,107013,0
,105,私立,技專校院,1285,慈惠醫護管理專科學校,屏東縣,60062,195875,195875,11670,35881,148324,0
,105,私立,技專校院,1286,耕莘健康管理專科學校,新北市,35254,19875,19875,4908,3211,11756,0
,105,私立,技專校院,1286,耕莘健康管理專科學校,桃園市,92,0,0,0,0,0,0
,105,私立,技專校院,1286,耕莘健康管理專科學校,宜蘭縣,39155,94618,94618,12778,17645,64195,0
,105,私立,技專校院,1286,耕莘健康管理專科學校,基隆市,0,53630,53630,0,0,53630,0
,105,私立,技專校院,1287,敏惠醫護管理專科學校,臺南市,34392,122972,110347,29661,3327,77359,12625
,105,私立,技專校院,1288,高美醫護管理專科學校,高雄市,16524,39584,39584,11672,9141,18771,0
,105,私立,技專校院,1289,育英醫護管理專科學校,高雄市,17354,74491,74491,4523,6359,63609,0
,105,私立,技專校院,1290,崇仁醫護管理專科學校,嘉義縣,34297,98000,98000,5868,5720,86412,0
,105,私立,技專校院,1290,崇仁醫護管理專科學校,嘉義市,15435,23215,23215,3022,4712,15481,0
,105,私立,技專校院,1291,聖母醫護管理專科學校,宜蘭縣,35080,41772,41772,8500,3241,30031,0
,105,私立,技專校院,1292,新生醫護管理專科學校,桃園市,103962,116226,116226,26891,7780,81555,0
