學年度,設立別,學校類別,學校統計處代碼,學校名稱,學校財團法人名稱,類別,性別,姓名,屆數,任期起迄年月日
109,私立,宗教研修學院,1R06,一貫道崇德學院,財團法人一貫道發一宗教發展基金會,董事,男,謝坤德,3,2020/01/01~2022/12/31
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事長,男,周信典,7,2019/08/01~2020/12/31
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,監察人,女,李愫真,,2019/08/01~2020/12/31
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,女,洪梅芬,7,2019/08/01~2020/12/31
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,張東山,7,2019/08/01~2020/12/31
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,得日賽.達分勒安,7,2019/08/01~2020/12/31
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,女,莊仁愛,7,2019/08/01~2020/12/31
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,莊孝盛,7,2019/08/01~2020/12/31
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,陳金泉,7,2019/08/01~2020/12/31
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,女,陳恩惠,7,2019/08/01~2020/12/31
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,黃明宗,7,2019/08/01~2020/12/31
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,女,楊惠馨,7,2019/08/01~2020/12/31
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,蔡崇偉,7,2019/08/01~2020/12/31
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,鄭文仁,7,2019/08/01~2020/12/31
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,女,謝淑華,7,2019/08/01~2020/12/31
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,謝智偉,7,2019/08/01~2020/12/31
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,財團法人台灣基督長老教會南神神學院基金會,董事,男,魏健祥,7,2019/08/01~2020/12/31
110,私立,一般大學,1001,東海大學,財團法人東海大學,董事長,男,吳清邁,34,2018/04/11~2022/04/10
110,私立,一般大學,1001,東海大學,財團法人東海大學,監察人,男,許高威,,2020/07/29~2024/07/28
110,私立,一般大學,1001,東海大學,財團法人東海大學,監察人,男,陳允恭,,2020/09/19~2024/09/18
110,私立,一般大學,1001,東海大學,財團法人東海大學,董事,男,李基正,34,2018/04/11~2022/04/10
110,私立,一般大學,1001,東海大學,財團法人東海大學,董事,男,杜書伍,34,2018/04/11~2022/04/10
110,私立,一般大學,1001,東海大學,財團法人東海大學,董事,男,周德璋,34,2018/04/11~2022/04/10
110,私立,一般大學,1001,東海大學,財團法人東海大學,董事,男,林稟彬,34,2018/04/11~2022/04/10
110,私立,一般大學,1001,東海大學,財團法人東海大學,董事,男,邱上嘉,34,2018/04/11~2022/04/10
110,私立,一般大學,1001,東海大學,財團法人東海大學,董事,男,施壽全,34,2018/04/11~2022/04/10
110,私立,一般大學,1001,東海大學,財團法人東海大學,董事,女,莊淑芬,34,2018/04/11~2022/04/10
110,私立,一般大學,1001,東海大學,財團法人東海大學,董事,男,陳錦生,34,2018/04/11~2022/04/10
110,私立,一般大學,1001,東海大學,財團法人東海大學,董事,女,游文卿,34,2018/04/11~2022/04/10
110,私立,一般大學,1001,東海大學,財團法人東海大學,董事,男,楊金山,34,2018/04/11~2022/04/10
110,私立,一般大學,1001,東海大學,財團法人東海大學,董事,男,楊濬中,34,2018/04/11~2022/04/10
110,私立,一般大學,1001,東海大學,財團法人東海大學,董事,男,趙元旗,34,2018/04/11~2022/04/10
110,私立,一般大學,1001,東海大學,財團法人東海大學,董事,女,趙淑妙,34,2018/04/11~2022/04/10
110,私立,一般大學,1001,東海大學,財團法人東海大學,董事,男,劉語安,34,2018/04/11~2022/04/10
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事長,男,劉振忠,20,2020/11/13~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,監察人,男,吳  習,,2020/12/19~2024/12/18
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,女,吳韻樂,20,2020/11/13~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,男,李克勉,20,2020/11/13~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,男,李若望,20,2021/04/23~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,男,周守仁,20,2020/11/13~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,女,林思伶,20,2020/11/13~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,男,林恒毅,20,2020/11/13~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,男,柏殿宏,20,2020/11/13~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,男,洪山川,20,2020/11/13~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,男,馬漢光,20,2020/11/13~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,男,張日亮,20,2020/11/13~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,男,陳建仁,20,2020/11/13~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,男,黃兆明,20,2020/11/13~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,男,楊百川,20,2020/11/13~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,女,葉紫華,20,2020/11/13~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,男,詹德隆,20,2020/11/13~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,女,鄒國英,20,2020/11/13~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,男,劉志明,20,2020/11/13~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,男,鍾安住,20,2020/11/13~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,女,羅麥瑞,20,2020/11/13~2024/11/12
110,私立,一般大學,1002,輔仁大學,輔仁大學學校財團法人,董事,男,蘇耀文,20,2020/11/13~2024/11/12
110,私立,一般大學,1003,東吳大學,財團法人東吳大學,董事長,男,王紹堉,28,2021/07/24~2025/07/23
110,私立,一般大學,1003,東吳大學,財團法人東吳大學,監察人,女,馬君梅,,2019/01/16~2023/01/15
110,私立,一般大學,1003,東吳大學,財團法人東吳大學,監察人,男,劉吉人,,2021/02/07~2025/02/06
110,私立,一般大學,1003,東吳大學,財團法人東吳大學,監察人,男,潘懷宗,,2019/12/11~2023/12/10
110,私立,一般大學,1003,東吳大學,財團法人東吳大學,董事,男,王榮周,28,2021/07/24~2025/07/23
110,私立,一般大學,1003,東吳大學,財團法人東吳大學,董事,男,何壽川,28,2021/07/24~2025/07/23
110,私立,一般大學,1003,東吳大學,財團法人東吳大學,董事,男,吳東進,28,2021/07/24~2025/07/23
110,私立,一般大學,1003,東吳大學,財團法人東吳大學,董事,女,李鍾桂,28,2021/07/24~2025/07/23
110,私立,一般大學,1003,東吳大學,財團法人東吳大學,董事,男,林錦川,28,2021/07/24~2025/07/23
110,私立,一般大學,1003,東吳大學,財團法人東吳大學,董事,男,唐松章,28,2021/07/24~2025/07/23
110,私立,一般大學,1003,東吳大學,財團法人東吳大學,董事,女,張芬芬,28,2021/07/24~2025/07/23
110,私立,一般大學,1003,東吳大學,財團法人東吳大學,董事,男,陳金讓,28,2021/07/24~2025/07/23
110,私立,一般大學,1003,東吳大學,財團法人東吳大學,董事,男,曾紀鴻,28,2021/07/24~2025/07/23
110,私立,一般大學,1003,東吳大學,財團法人東吳大學,董事,男,鄧振中,28,2021/07/24~2025/07/23
110,私立,一般大學,1003,東吳大學,財團法人東吳大學,公益監察人,女,吳琮璠,,2021/01/01~2021/12/31
110,私立,一般大學,1004,中原大學,財團法人中原大學,董事長,男,張光正,13,2021/06/29~2022/11/15
110,私立,一般大學,1004,中原大學,財團法人中原大學,監察人,男,朱寶奎,,2018/09/29~2022/09/28
110,私立,一般大學,1004,中原大學,財團法人中原大學,董事,男,吳志揚,13,2018/11/16~2022/11/15
110,私立,一般大學,1004,中原大學,財團法人中原大學,董事,男,吳運東,13,2018/11/16~2022/11/15
110,私立,一般大學,1004,中原大學,財團法人中原大學,董事,男,沈正,13,2018/11/16~2022/11/15
110,私立,一般大學,1004,中原大學,財團法人中原大學,董事,男,林木連,13,2018/11/16~2022/11/15
110,私立,一般大學,1004,中原大學,財團法人中原大學,董事,男,胡為真,13,2021/05/27~2022/11/15
110,私立,一般大學,1004,中原大學,財團法人中原大學,董事,男,許智偉,13,2018/11/16~2022/11/15
110,私立,一般大學,1004,中原大學,財團法人中原大學,董事,男,陳建信,13,2018/11/16~2022/11/15
110,私立,一般大學,1004,中原大學,財團法人中原大學,董事,男,陳朝洋,13,2018/11/16~2022/11/15
110,私立,一般大學,1004,中原大學,財團法人中原大學,董事,女,彭蒙惠,13,2018/11/16~2022/11/15
110,私立,一般大學,1004,中原大學,財團法人中原大學,董事,男,程萬里,13,2018/11/16~2022/11/15
110,私立,一般大學,1004,中原大學,財團法人中原大學,董事,男,樓思仁,13,2018/11/16~2022/11/15
110,私立,一般大學,1004,中原大學,財團法人中原大學,董事,女,鍾張培士,13,2018/11/16~2022/11/15
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,財團法人淡江大學,董事長,女,張家宜,13,2018/09/30~2022/09/29
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,財團法人淡江大學,監察人,女,陳叡智,,2020/09/03~2024/09/02
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,財團法人淡江大學,董事,男,李坤炎,13,2018/09/30~2022/09/29
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,財團法人淡江大學,董事,男,李承泰,13,2018/09/30~2022/09/29
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,財團法人淡江大學,董事,男,李述德,13,2018/09/30~2022/09/29
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,財團法人淡江大學,董事,男,林嘉政,13,2018/09/30~2022/09/29
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,財團法人淡江大學,董事,男,洪宏翔,13,2018/09/30~2022/09/29
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,財團法人淡江大學,董事,女,張室宜,13,2018/09/30~2022/09/29
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,財團法人淡江大學,董事,男,戴萬欽,13,2018/09/30~2022/09/29
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,財團法人淡江大學,董事,男,簡宜彬,13,2018/09/30~2022/09/29
110,私立,一般大學,1006,中國文化大學,財團法人中國文化大學,董事長,男,陳泰然,19,2022/02/17~2026/01/16
110,私立,一般大學,1006,中國文化大學,財團法人中國文化大學,董事,男,王寶輝,19,2022/01/17~2026/01/16
110,私立,一般大學,1006,中國文化大學,財團法人中國文化大學,董事,男,白省三,19,2022/01/17~2026/01/16
110,私立,一般大學,1006,中國文化大學,財團法人中國文化大學,董事,男,吳清基,19,2022/01/17~2026/01/16
110,私立,一般大學,1006,中國文化大學,財團法人中國文化大學,董事,男,周燦德,19,2022/01/17~2026/01/16
110,私立,一般大學,1006,中國文化大學,財團法人中國文化大學,董事,女,張海燕,19,2022/01/17~2026/01/16
110,私立,一般大學,1006,中國文化大學,財團法人中國文化大學,董事,男,彭誠浩,19,2022/01/17~2026/01/16
110,私立,一般大學,1006,中國文化大學,財團法人中國文化大學,董事,男,黃永琛,19,2022/01/17~2026/01/16
110,私立,一般大學,1006,中國文化大學,財團法人中國文化大學,董事,男,管中閔,19,2022/01/17~2026/01/16
110,私立,一般大學,1006,中國文化大學,財團法人中國文化大學,董事,男,蔡政文,19,2022/01/17~2026/01/16
110,私立,一般大學,1006,中國文化大學,財團法人中國文化大學,董事,女,蘇慧貞,19,2022/01/17~2026/01/16
110,私立,一般大學,1006,中國文化大學,財團法人中國文化大學,公益監察人,男,李惠宗,,2022/01/01~2022/12/31
110,私立,一般大學,1007,逢甲大學,財團法人逢甲大學,董事長,男,高承恕,20,2020/09/11~2024/09/10
110,私立,一般大學,1007,逢甲大學,財團法人逢甲大學,監察人,男,陳貴端,,2020/04/18~2024/04/17
110,私立,一般大學,1007,逢甲大學,財團法人逢甲大學,董事,女,宋文琪,20,2020/09/11~2024/09/10
110,私立,一般大學,1007,逢甲大學,財團法人逢甲大學,董事,男,張 珩,20,2020/09/11~2024/09/10
110,私立,一般大學,1007,逢甲大學,財團法人逢甲大學,董事,男,許士軍,20,2020/09/11~2024/09/10
110,私立,一般大學,1007,逢甲大學,財團法人逢甲大學,董事,女,郭麗群,20,2020/09/11~2024/09/10
110,私立,一般大學,1007,逢甲大學,財團法人逢甲大學,董事,男,陳金讓,20,2020/09/11~2024/09/10
110,私立,一般大學,1007,逢甲大學,財團法人逢甲大學,董事,男,劉安之,20,2020/09/11~2024/09/10
110,私立,一般大學,1007,逢甲大學,財團法人逢甲大學,董事,男,劉招明,20,2020/09/11~2024/09/10
110,私立,一般大學,1007,逢甲大學,財團法人逢甲大學,董事,男,盧志遠,20,2020/09/11~2024/09/10
110,私立,一般大學,1007,逢甲大學,財團法人逢甲大學,董事,男,蕭瑞芬,20,2020/09/11~2024/09/10
110,私立,一般大學,1007,逢甲大學,財團法人逢甲大學,董事,男,謝明傑,20,2020/09/11~2024/09/10
110,私立,一般大學,1008,靜宜大學,財團法人靜宜大學,董事長,男,蘇耀文,10,2018/07/01~2022/06/30
110,私立,一般大學,1008,靜宜大學,財團法人靜宜大學,監察人,女,林思伶,,2018/04/03~2022/04/02
110,私立,一般大學,1008,靜宜大學,財團法人靜宜大學,董事,女,王德蘭,10,2018/07/01~2022/06/30
110,私立,一般大學,1008,靜宜大學,財團法人靜宜大學,董事,男,白正龍,10,2018/07/01~2022/06/30
110,私立,一般大學,1008,靜宜大學,財團法人靜宜大學,董事,男,林吉男,10,2018/07/01~2022/06/30
110,私立,一般大學,1008,靜宜大學,財團法人靜宜大學,董事,男,徐世昭,10,2018/07/01~2022/06/30
110,私立,一般大學,1008,靜宜大學,財團法人靜宜大學,董事,女,馬玉潔,10,2018/07/01~2022/06/30
110,私立,一般大學,1008,靜宜大學,財團法人靜宜大學,董事,女,傅雅蘭,10,2018/07/01~2022/06/30
110,私立,一般大學,1008,靜宜大學,財團法人靜宜大學,董事,男,黃清富,10,2018/07/01~2022/06/30
110,私立,一般大學,1008,靜宜大學,財團法人靜宜大學,董事,女,廖玲馨,10,2018/07/01~2022/06/30
110,私立,一般大學,1008,靜宜大學,財團法人靜宜大學,董事,男,劉丹桂,10,2018/07/01~2022/06/30
110,私立,一般大學,1008,靜宜大學,財團法人靜宜大學,董事,男,劉志明,10,2018/07/01~2022/06/30
110,私立,一般大學,1008,靜宜大學,財團法人靜宜大學,董事,男,劉振忠,10,2018/07/01~2022/06/30
110,私立,一般大學,1008,靜宜大學,財團法人靜宜大學,董事,女,蔡瑛雲,10,2018/07/01~2022/06/30
110,私立,一般大學,1008,靜宜大學,財團法人靜宜大學,董事,男,鄭文宏,10,2018/07/01~2022/06/30
110,私立,一般大學,1008,靜宜大學,財團法人靜宜大學,董事,男,鍾安住,10,2018/07/01~2022/06/30
110,私立,一般大學,1009,長庚大學,財團法人長庚大學,董事長,男,王文淵,11,2018/11/20~2022/11/19
110,私立,一般大學,1009,長庚大學,財團法人長庚大學,監察人,男,黃銘隆,,2018/12/31~2022/12/30
110,私立,一般大學,1009,長庚大學,財團法人長庚大學,董事,男,王文潮,11,2018/11/20~2022/11/19
110,私立,一般大學,1009,長庚大學,財團法人長庚大學,董事,女,王貴雲,11,2018/11/20~2022/11/19
110,私立,一般大學,1009,長庚大學,財團法人長庚大學,董事,女,王瑞瑜,11,2018/11/20~2022/11/19
110,私立,一般大學,1009,長庚大學,財團法人長庚大學,董事,男,吳嘉昭,11,2018/11/20~2022/11/19
110,私立,一般大學,1009,長庚大學,財團法人長庚大學,董事,男,林健男,11,2018/11/20~2022/11/19
110,私立,一般大學,1009,長庚大學,財團法人長庚大學,董事,男,洪福源,11,2018/11/20~2022/11/19
110,私立,一般大學,1009,長庚大學,財團法人長庚大學,董事,男,翁文能,11,2018/11/20~2022/11/19
110,私立,一般大學,1009,長庚大學,財團法人長庚大學,董事,男,張承能,11,2018/11/20~2022/11/19
110,私立,一般大學,1009,長庚大學,財團法人長庚大學,董事,男,陳昱瑞,11,2018/11/20~2022/11/19
110,私立,一般大學,1009,長庚大學,財團法人長庚大學,董事,男,陳徹,11,2018/11/20~2022/11/19
110,私立,一般大學,1009,長庚大學,財團法人長庚大學,董事,男,陳寳郎,11,2018/11/20~2022/11/19
110,私立,一般大學,1009,長庚大學,財團法人長庚大學,董事,男,黃振青,11,2018/11/20~2022/11/19
110,私立,一般大學,1009,長庚大學,財團法人長庚大學,董事,男,楊政達,11,2018/11/20~2022/11/19
110,私立,一般大學,1009,長庚大學,財團法人長庚大學,董事,男,龔文華,11,2018/11/20~2022/11/19
110,私立,一般大學,1010,元智大學,財團法人元智大學,董事長,男,徐旭東,11,2020/09/11~2024/09/10
110,私立,一般大學,1010,元智大學,財團法人元智大學,監察人,女,董麗貞,,2019/08/25~2023/08/24
110,私立,一般大學,1010,元智大學,財團法人元智大學,董事,男,王孝一,11,2020/09/11~2024/09/10
110,私立,一般大學,1010,元智大學,財團法人元智大學,董事,男,王景益,11,2020/09/11~2024/09/10
110,私立,一般大學,1010,元智大學,財團法人元智大學,董事,男,朱樹勳,11,2020/09/11~2024/09/10
110,私立,一般大學,1010,元智大學,財團法人元智大學,董事,女,吳妍華,11,2021/06/28~2024/09/10
110,私立,一般大學,1010,元智大學,財團法人元智大學,董事,男,林芳郁,11,2020/09/11~2024/09/10
110,私立,一般大學,1010,元智大學,財團法人元智大學,董事,女,施富金,11,2020/09/11~2024/09/10
110,私立,一般大學,1010,元智大學,財團法人元智大學,董事,男,徐旭平,11,2020/09/11~2024/09/10
110,私立,一般大學,1010,元智大學,財團法人元智大學,董事,男,徐國安,11,2020/09/11~2024/09/10
110,私立,一般大學,1010,元智大學,財團法人元智大學,董事,女,徐雪芳,11,2020/09/11~2024/09/10
110,私立,一般大學,1010,元智大學,財團法人元智大學,董事,男,郭為藩,11,2020/09/11~2024/09/10
110,私立,一般大學,1010,元智大學,財團法人元智大學,董事,男,陳長文,11,2020/09/11~2024/09/10
110,私立,一般大學,1010,元智大學,財團法人元智大學,董事,男,曾志朗,11,2020/09/11~2024/09/10
110,私立,一般大學,1010,元智大學,財團法人元智大學,董事,男,鄭澄宇,11,2020/09/11~2024/09/10
110,私立,一般大學,1010,元智大學,財團法人元智大學,董事,男,戴立寧,11,2020/09/11~2024/09/10
110,私立,一般大學,1011,中華大學學校財團法人中華大學,中華大學學校財團法人,董事長,男,彭鈺博,10,2018/06/14~2021/11/06
110,私立,一般大學,1011,中華大學學校財團法人中華大學,中華大學學校財團法人,監察人,男,黃義宏,,2018/06/08~2022/06/07
110,私立,一般大學,1011,中華大學學校財團法人中華大學,中華大學學校財團法人,董事,男,王瑜哲,10,2017/11/07~2021/11/06
110,私立,一般大學,1011,中華大學學校財團法人中華大學,中華大學學校財團法人,董事,男,林立元,10,2018/07/20~2021/11/06
110,私立,一般大學,1011,中華大學學校財團法人中華大學,中華大學學校財團法人,董事,女,林貝珊,10,2017/11/07~2021/11/06
110,私立,一般大學,1011,中華大學學校財團法人中華大學,中華大學學校財團法人,董事,男,郭麗姝,10,2017/11/07~2021/11/06
110,私立,一般大學,1011,中華大學學校財團法人中華大學,中華大學學校財團法人,董事,女,陳瑞竹,10,2017/11/07~2021/11/06
110,私立,一般大學,1011,中華大學學校財團法人中華大學,中華大學學校財團法人,董事,男,傅碩林,10,2017/11/07~2021/11/06
110,私立,一般大學,1011,中華大學學校財團法人中華大學,中華大學學校財團法人,董事,男,黃河鑫,10,2017/11/07~2021/11/06
110,私立,一般大學,1011,中華大學學校財團法人中華大學,中華大學學校財團法人,董事,男,黃細玉,10,2017/11/07~2021/11/06
110,私立,一般大學,1011,中華大學學校財團法人中華大學,中華大學學校財團法人,董事,男,楊玉全,10,2017/11/07~2021/11/06
110,私立,一般大學,1011,中華大學學校財團法人中華大學,中華大學學校財團法人,董事,男,楊洪秋霞,10,2017/11/07~2021/11/06
110,私立,一般大學,1011,中華大學學校財團法人中華大學,中華大學學校財團法人,董事,男,楊振隆,10,2017/11/07~2021/11/06
110,私立,一般大學,1011,中華大學學校財團法人中華大學,中華大學學校財團法人,董事,男,楊祥興,10,2017/11/07~2021/11/06
110,私立,一般大學,1011,中華大學學校財團法人中華大學,中華大學學校財團法人,董事,女,蔡宛芸,10,2017/11/07~2021/11/06
110,私立,一般大學,1011,中華大學學校財團法人中華大學,中華大學學校財團法人,董事,男,蔡建豐,10,2017/11/07~2021/11/06
110,私立,一般大學,1012,大葉大學,財團法人大葉大學,董事長,女,葉林月昭,10,2018/04/29~2022/04/28
110,私立,一般大學,1012,大葉大學,財團法人大葉大學,監察人,男,陳宏杰,,2018/12/02~2022/12/01
110,私立,一般大學,1012,大葉大學,財團法人大葉大學,董事,男,方文昌,10,2018/04/29~2022/04/28
110,私立,一般大學,1012,大葉大學,財團法人大葉大學,董事,男,吳清基,10,2018/04/29~2022/04/28
110,私立,一般大學,1012,大葉大學,財團法人大葉大學,董事,女,侯文萱,10,2021/10/05~2022/04/28
110,私立,一般大學,1012,大葉大學,財團法人大葉大學,董事,男,張世良,10,2018/04/29~2022/04/28
110,私立,一般大學,1012,大葉大學,財團法人大葉大學,董事,男,郭光雄,10,2018/04/29~2022/04/28
110,私立,一般大學,1012,大葉大學,財團法人大葉大學,董事,男,黃營杉,10,2018/04/29~2022/04/28
110,私立,一般大學,1012,大葉大學,財團法人大葉大學,董事,男,葉育恩,10,2018/04/29~2022/04/28
110,私立,一般大學,1012,大葉大學,財團法人大葉大學,董事,男,蘇炎坤,10,2018/04/29~2022/04/28
110,私立,一般大學,1013,華梵大學,財團法人華梵大學,董事長,女,釋悟觀(李淑華),11,2020/12/26~2024/12/25
110,私立,一般大學,1013,華梵大學,財團法人華梵大學,監察人,女,蔡玉玲,,2018/12/11~2022/12/10
110,私立,一般大學,1013,華梵大學,財團法人華梵大學,董事,男,李復甸,11,2020/12/26~2024/12/25
110,私立,一般大學,1013,華梵大學,財團法人華梵大學,董事,男,姚昭智,11,2020/12/26~2024/12/25
110,私立,一般大學,1013,華梵大學,財團法人華梵大學,董事,男,莊南田,11,2020/12/26~2024/12/25
110,私立,一般大學,1013,華梵大學,財團法人華梵大學,董事,男,陳榮基,11,2020/12/26~2024/12/25
110,私立,一般大學,1013,華梵大學,財團法人華梵大學,董事,男,陳德華,11,2020/12/26~2024/12/25
110,私立,一般大學,1013,華梵大學,財團法人華梵大學,董事,女,釋仁朗(楊子玄),11,2020/12/26~2024/12/25
110,私立,一般大學,1013,華梵大學,財團法人華梵大學,董事,女,釋仁華(蔡采杏),11,2020/12/26~2024/12/25
110,私立,一般大學,1013,華梵大學,財團法人華梵大學,董事,女,釋修慈(王淑雲),11,2020/12/26~2024/12/25
110,私立,一般大學,1013,華梵大學,財團法人華梵大學,董事,女,釋修熏(温敏琴),11,2020/12/26~2024/12/25
110,私立,一般大學,1013,華梵大學,財團法人華梵大學,董事,女,釋修禪(林恩慧),11,2020/12/26~2024/12/25
110,私立,一般大學,1013,華梵大學,財團法人華梵大學,董事,女,釋道淨 (賴昱蓉),11,2020/12/26~2024/12/25
110,私立,一般大學,1013,華梵大學,財團法人華梵大學,董事,女,釋慧空 (Karma Lekshe Tsomo),11,2020/12/26~2024/12/25
110,私立,一般大學,1014,義守大學,財團法人義守大學,董事長,男,林義守,11,2020/10/09~2024/10/08
110,私立,一般大學,1014,義守大學,財團法人義守大學,監察人,男,葉煌財,,2019/03/04~2023/03/03
110,私立,一般大學,1014,義守大學,財團法人義守大學,董事,男,李伯皇,11,2020/10/09~2024/10/08
110,私立,一般大學,1014,義守大學,財團法人義守大學,董事,男,林志龍,11,2020/10/09~2024/10/08
110,私立,一般大學,1014,義守大學,財團法人義守大學,董事,男,林其和,11,2020/10/09~2024/10/08
110,私立,一般大學,1014,義守大學,財團法人義守大學,董事,男,林宗慶,11,2020/10/09~2024/10/08
110,私立,一般大學,1014,義守大學,財團法人義守大學,董事,男,張天吉,11,2020/10/09~2024/10/08
110,私立,一般大學,1014,義守大學,財團法人義守大學,董事,男,許祺祥,11,2020/10/09~2024/10/08
110,私立,一般大學,1014,義守大學,財團法人義守大學,董事,男,陳欽博,11,2020/10/09~2024/10/08
110,私立,一般大學,1014,義守大學,財團法人義守大學,董事,男,黃景聰,11,2020/10/09~2024/10/08
110,私立,一般大學,1014,義守大學,財團法人義守大學,公益監察人,女,林嬋娟,,2021/01/01~2021/12/31
110,私立,一般大學,1015,世新大學,財團法人世新大學,董事長,男,周成虎,19,2017/11/08~2021/11/07
110,私立,一般大學,1015,世新大學,財團法人世新大學,監察人,男,徐仁輝,,2020/10/28~2024/10/27
110,私立,一般大學,1015,世新大學,財團法人世新大學,董事,男,Johnathan Pak,19,2017/11/08~2021/11/07
110,私立,一般大學,1015,世新大學,財團法人世新大學,董事,男,Kevin Yung(容敬思),19,2017/11/08~2021/11/07
110,私立,一般大學,1015,世新大學,財團法人世新大學,董事,男,王子文,19,2017/11/08~2021/11/07
110,私立,一般大學,1015,世新大學,財團法人世新大學,董事,男,成天明,19,2017/11/08~2021/11/07
110,私立,一般大學,1015,世新大學,財團法人世新大學,董事,男,李柏園,19,2017/11/08~2021/11/07
110,私立,一般大學,1015,世新大學,財團法人世新大學,董事,女,李燕鳳,19,2017/11/08~2021/11/07
110,私立,一般大學,1015,世新大學,財團法人世新大學,董事,女,周鳳子,19,2017/11/08~2021/11/07
110,私立,一般大學,1015,世新大學,財團法人世新大學,董事,男,林壯松,19,2017/11/08~2021/11/07
110,私立,一般大學,1015,世新大學,財團法人世新大學,董事,男,馬述健,19,2017/11/08~2021/11/07
110,私立,一般大學,1015,世新大學,財團法人世新大學,董事,男,高思復,19,2017/11/08~2021/11/07
110,私立,一般大學,1015,世新大學,財團法人世新大學,董事,男,陳柏華,19,2017/11/08~2021/11/07
110,私立,一般大學,1015,世新大學,財團法人世新大學,董事,男,黃東烈,19,2017/11/08~2021/11/07
110,私立,一般大學,1015,世新大學,財團法人世新大學,董事,女,黃珍琪,19,2017/11/08~2021/11/07
110,私立,一般大學,1015,世新大學,財團法人世新大學,董事,男,羅鵬,19,2017/11/08~2021/11/07
