學年度,設立別 ,學校類別,學校代碼,學校名稱,"日間/
進修",學制,"新生
註冊率","系所招生
特色說明",,
105,私立,技專校院,1185,經國管理暨健康學院,日,五專,92.8,本校五專招生科別為護理科、幼兒保育科、美容流行設計科、餐飲管理科及餐飲廚藝科，以健康、關懷、美善建立科風，積極培育產業界所需要的人才。護理科：培育具護理專業核心素養及關懷生命的護理人員。課程設計多元且注重市場趨勢。教學醫院建教合作，學生畢業後具有考護理師執照與就業能力。幼兒保育科：培育具專業知能與人文關懷之教保人員為目標。教學課程與產業需求緊密結合。提升學生專業能力，並輔導學生升學及就業機會。美容流行設計科：培育美容流行設計專業技術人員。聘請具教學特色及實務經驗之專業教師，輔導學生考取美容服務相關專業證照。餐飲管理科：培育餐飲職場基礎技術人才為目標，使學生具備職場倫理、敬業精神、人文關懷及國際視野之素養，發展高品質之餐飲文化。餐飲廚藝科：經由中餐、西餐、烘培、餐飲服務及飲料調酒等各項專業技藝與知識的訓練，再至業界體驗實習，以培養出具有創業開發與創意廚藝為主的優秀人才。,,
105,私立,技專校院,1185,經國管理暨健康學院,日,四技,65.5,本校原名為德育護理專科學校，創立於民國56年，是以「配合社會需要，適應世界潮流，培植優秀之護理人才，以服務群眾」為辦學宗旨，以「博愛」為校訓，首設護理助產科（後改為護理科）。在成立後的十多年中，一直以五年一貫技職教育，培育優秀的護理人才，提昇國內護理教育水準為興學目標。是當時北台灣，除台北護專之外，唯一一所私立護理專科學校，為國家培育出許多優秀的護理人才。民國91年8月改制為技術學院，同年11月，本校為紀念經國先生勤懇務實深耕台灣四十年，締造經濟奇蹟的貢獻，並建立新形象，邁向國際化，打造特色，更改校名為「經國管理暨健康學院」，確立了以民生科技、健康促進及健康照護為增設系科之主軸的新發展方向。陸續成立四技日間部系科為護理系、食品保健系、幼兒保育系、美容流行設計系、餐旅管理系、餐飲廚藝系、資訊多媒體應用系、觀光休閒與健康系、老人服務事業管理系。,,
105,私立,技專校院,1185,經國管理暨健康學院,日,二技,75,民國91年8月1日本校改制為技術學院，設立二技化妝品應用系。民國100學年度由「化妝品應用系」正式改名為「美容流行設計系」，以美容專業人才為培育目標，將化妝品核心知能納入專業核心課程，強調由內而外的美容知能及技術，發展出健康美容及形象造型兩個課程模組，有別於「化妝品系(科)」以化妝品產業上下游，從研發製造到行銷人才之培育方向。針對美容服務業之能力需求，融入服務管理技能及銜接就業力課程，以職能本位規劃系本位課程，搭配就業學程、產業實習(校外)，建立學習檔案，進行系(科)能力本位連結專業認證、進行就業力分析及就業輔導。民國92學年度設立護理系二技，教育目標明確，且配合全校的發展目標與社會潮流需求，由全系教師討論訂定。結合學校重視人文、生態、健康的整體營造，本系不斷朝課程領域規劃、跨領域研究計畫與增聘新進師資的方向努力，持續提昇本系科之成長動力，在學生的學習獲得相當不錯的助益與成果。,,
105,私立,技專校院,1185,經國管理暨健康學院,日,碩士班,100,本研究所為全國第一所以健康產業管理為主題的研究所，也是基隆地區第一所私立大學院校獲准成立的研究所。「健康產業管理研究所」以健康為基礎，管理為輔，使學生具備健康與管理整合之能力，並兼備學術研究及實務輔導管理之專業能力，亦禮聘數十位業界大師擔任本所榮譽講座，使學生能充份掌握產業市場脈動，提高產業附加價值，成為具健康產業科技實務諮詢能力的中高階專業管理人才。,,
105,私立,技專校院,1185,經國管理暨健康學院,修,四技,55.56,本校四技進修部性採單獨招生方式，並依教育部核定之系別及名額辦理。報考資格：高中職畢業或具有同等學力者。招生科系為美容流行設計系、餐飲管理系及食品保健系。排課時間為每週一日，部分課程搭配遠距離線上教學，以配合在職學生之工作，修業四年取得學士學位。,,
105,私立,技專校院,1185,經國管理暨健康學院,修,二技,100,進修部二技學制招生科別為護理系，提供在職護理同仁進修，排課時間為每週二日以配合學生工作，修業二年取得護理學士學位。以「配合社會需要，適應世界潮流，培植優秀之護理人才，以服務群眾」為辦學宗旨，積極培育產業界所需之具護理專業核心素養及關懷生命的護理人員。課程設計多元且注重市場趨勢。,,
105,私立,技專校院,1185,經國管理暨健康學院,職,碩士班,100,培育「健康產業管理」中高階主管人才為目標，本研究所整合全校系所各特色師資與資源，提供完備之健康產業管理整合教學環境，以增加學生整體性之產業管理概念與科技整合之能力。提供實務輔導及學術研究，進而提升國內健康產業機構及相關單位之經營管理素質，進而塑造具宏觀規劃的產業體系與架構。實施健康產業市場調查與行銷策略之專業訓練，以掌握國家整體發展需求及消費者特性與動向。,,
105,私立,技專校院,1185,經國管理暨健康學院,修,附設進院,80.34,本校附設進修學院辦理單獨招生，分為甄選入學和申請入學二種入學方式，其入學資格需為專科畢業或同等學力。招生系別為幼兒保育系、美容流行設計系、老人服務事業管理系、觀光休閒與健康系、餐飲管理系及食品保健系。排課時間為每週一日，寒暑假課程依各系科所需，配合排程。部分課程搭配遠距教學，以配合在職學生之工作，修業二年取得學士學位。,,
105,私立,技專校院,1185,經國管理暨健康學院,修,附設進專,63.32,本校附設進修專科學校辦理單獨招生，招收高中職學歷或同等資格之學生，分為甄選入學和申請入學二種入學方式。招生系別為幼兒保育科、美容流行設計科、觀光休閒與健康科、餐飲管理科及食品保健科。排課時間為每週一日，寒暑假課程依各系科所需，配合排程。部分課程搭配遠距教學，以配合在職學生之工作，修業二年取得副學士學位，亦可選擇繼續就讀本校附設進修學院，進修取得學士學位。,,
105,私立,技專校院,1187,崇右技術學院,日,五專,52.76,一、五專部實施『同棟管理，家長安心』措施，特強化輔導學生品德、態度等方面之陶冶。二、鄰近台北市，交通便捷，可快速往返大台北地區，學生對文創設計、表演藝術、流行時尚、休閒觀光旅遊、行銷物流之資訊管道豐富且多元，三大學群重視學理與實務兼具相融，在師資上積極聘請具業界實務經驗師資，優質專業。三、每日有免費專車自基隆火車站發車往返於本校校區。從大台北地區可搭乘大眾交通運輸工具到達基隆火車站，再轉搭免費公車或共乘計程車10分鐘內即可直達本校校區內，交通極為便利。四、本校對於經濟困難學生，提供協助措施： (1)五專高職前三年學生，學費全免。(2)就學貸款－凡家庭年所得114萬以下之同學，可申貸就學貸款，在學期間利息全免。(3)各項學雜費減免，包含低收入戶、中低收入戶、身障人士子女或學生、原住民、軍公教遺族、特殊境遇家庭子女等，均可依規定申請各項減免。,,
105,私立,技專校院,1187,崇右技術學院,日,四技,64.43,一、本校以開拓新視野之前瞻性，設立時代潮流系科，建置三大學群：【設計學群】文化創意設計研究所、視覺傳達設計系、數位媒體設計系、創意商品設計系；【時尚生活學群】時尚造型設計系、休閒事業經營系、觀光旅遊管理系、經營管理系（所）、智慧生活科技學士學位學程；【影藝學群】影視傳播系、演藝事業系、表演藝術系、攝影學士學位學程等系科。二、鄰近台北市，交通便捷，可快速往返大台北地區，學生對文創設計、表演藝術、流行時尚、休閒觀光旅遊、行銷物流之資訊管道豐富且多元，3大學群重視學理與實務兼具相融，在師資上積極聘請具業界實務經驗師資，優質專業。三、『設計學群』在2016年再獲得4座國際級「德國紅點設計獎」、『影藝學群』2015年獲得全國原主民短劇爭霸戰冠軍。另外，學校的社團蓬勃發展，學生課外活動多采多姿，並定期舉辦「影藝學群春萌展演」、「全國超級菁英盃模特兒選拔大賽」等大型活動，為培育技職生之最佳搖籃。,,
105,私立,技專校院,1187,崇右技術學院,日,碩士班,97.78,本校碩士班延續大學部，依據務實致用之技職教育目標，並配合校務發展目標、產業發展趨勢，設置「文化創意研究所」及「經營管理碩士班」。「文化創意研究所」教師均具有產品設計相關學術與實務專長，研究技術專業與所發展目標與重點特色、課程規劃一致。強化學生設計論述、設計手法、設計行銷與設計實作的能力，關懷在地文化、展現創新設計之理論、實作與設計品牌行銷相互為用的價值。「經營管理碩士班」，依據務實致用之技職教育目標，配合校務發展目標、產業發展趨勢，以「網路行銷」及「門市服務」兩大重點經營管理領域，作為系產業人才培育之方向。授課教師皆為相關領域且實務經驗豐碩者，強調學生養成就業職能與跨領域整合能力。,,
105,私立,技專校院,1187,崇右技術學院,修,附設進院,75.75,一、鼓勵在職青年充分運用學校資源，利用工作之餘進修充實本職學能，並結合推廣教育強化社區教育資源整合，提昇職場工作能力，熟練專精領域技術；在教學上注重學術與技藝的提升及基礎理論的強化，並致力職業道德的鞏固。二、充分利用教學資源，提供多元化學習方式，開設遠距教學課程；師生透過網路、電腦視訊頻道等傳輸媒體進行遠距教學，並產生互動教學行為，使知識的獲得及學習更加方便有效率。三、強調學習理論與實務相結合、強化職能與證照之取得、開設多元課程與提升學習效能、及時提供職場資訊與就業市場連結，透過專業的成長，協助個人進行妥善生涯規劃，探索個人興趣及智慧的成長，發展工作領域的生涯機會。四、鄰近台北市，交通便捷，可快速往返大台北地區，學生對文創設計、表演藝術、流行時尚、休閒觀光旅遊、行銷物流之資訊管道豐富且多元，三大學群重視學理與實務兼具相融，在師資上積極聘請具業界實務經驗師資，優質專業。,,
105,私立,技專校院,1187,崇右技術學院,修,附設進專,94.69,一、鼓勵在職青年充分運用學校資源，利用工作之餘進修充實本職學能，並結合推廣教育強化社區教育資源整合，提昇職場工作能力，熟練專精領域技術；在教學上注重學術與技藝的提升及基礎理論的強化，並致力職業道德的鞏固。二、充分利用教學資源，提供多元化學習方式，開設遠距教學課程；師生透過網路、電腦視訊頻道等傳輸媒體進行遠距教學，並產生互動教學行為，使知識的獲得及學習更加方便有效率。三、強調學習理論與實務相結合、強化職能與證照之取得、開設多元課程與提升學習效能、及時提供職場資訊與就業市場連結，透過專業的成長，協助個人進行妥善生涯規劃，探索個人興趣及智慧的成長，發展工作領域的生涯機會。四、鄰近台北市，交通便捷，可快速往返大台北地區，學生對文創設計、表演藝術、流行時尚、休閒觀光旅遊、行銷物流之資訊管道豐富且多元，三大學群重視學理與實務兼具相融，在師資上積極聘請具業界實務經驗師資，優質專業。,,
105,私立,技專校院,1188,大同技術學院,日,五專,80,本校沿革及特色（一）本校創立於民國52年，原名「大同商業專科學校」，為雲嘉南地區最早設立的商業專科學校，92年改制為「大同技術學院」，設有嘉義市校區和太保分部校區。（二）本校是一所以產學實務為導向的學習創新型技術學院，透過「學中做，做中學」的教學方式，訓練學生紮實的技能並激發學生無限的創意，積極地與產官學界的密切結合縮短學用落差，進而提升學生的就業競爭力，以達學生「畢業即能就業、上班即能上手」之目標，共創業界、學校及個人等三贏的局面。學校校務發展及教學資源概況本校為配合社會經濟發展及環境改變，近年來陸續成立餐飲管理、烘焙管理、時尚造型設計、社會工作與服務管理、運動健康與休閒、婚禮企劃與設計、旅遊與休閒娛樂管理、茶文化與事業經營學士學位學程等新系科，除原有商管學群外，朝餐旅、民生、設計等學群的方向發展。本校全部教室皆有冷氣，各科均有設備充實之電腦教室、語言教室、視聽中心、專業教室等可供使用。,,
105,私立,技專校院,1188,大同技術學院,日,四技,69.33,本校沿革及特色（一）本校創立於民國52年，原名「大同商業專科學校」，為雲嘉南地區最早設立的商業專科學校，92年改制為「大同技術學院」，設有嘉義市校區和太保分部校區。（二）本校是一所以產學實務為導向的學習創新型技術學院，透過「學中做，做中學」的教學方式，訓練學生紮實的技能並激發學生無限的創意，積極地與產官學界的密切結合縮短學用落差，進而提升學生的就業競爭力，以達學生「畢業即能就業、上班即能上手」之目標，共創業界、學校及個人等三贏的局面。學校校務發展及教學資源概況本校為配合社會經濟發展及環境改變，近年來陸續成立餐飲管理、烘焙管理、時尚造型設計、社會工作與服務管理、運動健康與休閒、婚禮企劃與設計、旅遊與休閒娛樂管理、茶文化與事業經營學士學位學程等新系科，除原有商管學群外，朝餐旅、民生、設計等學群的方向發展。本校全部教室皆有冷氣，各科均有設備充實之電腦教室、語言教室、視聽中心、專業教室等可供使用。,,
105,私立,技專校院,1188,大同技術學院,修,二專,72,（一）本校創立於民國52年，原名「大同商業專科學校」，為雲嘉南地區最早設立的商業專科學校，92年改制為「大同技術學院」，設有嘉義市校區和太保分部校區。（二）本校是一所以產學實務為導向的學習創新型技術學院，透過「學中做，做中學」的教學方式，訓練學生紮實的技能並激發學生無限的創意，積極地與產官學界的密切結合縮短學用落差，進而提升學生的就業競爭力，以達學生「畢業即能就業、上班即能上手」之目標，共創業界、學校及個人等三贏的局面。(三)本校為配合社會經濟發展及環境改變，近年來陸續成立餐飲管理、烘焙管理、時尚造型設計、社會工作與服務管理、旅遊與休閒娛樂管理、商業經營與設計等新系科，除原有商管學群外，朝餐旅、民生、設計等學群的方向發展。本校全部教室皆有冷氣，各科均有設備充實之電腦教室、語言教室、視聽中心、專業教室等可供使用。,,
105,私立,技專校院,1188,大同技術學院,修,四技,65.52,（一）本校創立於民國52年，原名「大同商業專科學校」，為雲嘉南地區最早設立的商業專科學校，92年改制為「大同技術學院」，設有嘉義市校區和太保分部校區。（二）本校是一所以產學實務為導向的學習創新型技術學院，透過「學中做，做中學」的教學方式，訓練學生紮實的技能並激發學生無限的創意，積極地與產官學界的密切結合縮短學用落差，進而提升學生的就業競爭力，以達學生「畢業即能就業、上班即能上手」之目標，共創業界、學校及個人等三贏的局面。(三)本校為配合社會經濟發展及環境改變，近年來陸續成立餐飲管理、烘焙管理、時尚造型設計、社會工作與服務管理、旅遊與休閒娛樂管理、商業經營與設計等新系科，除原有商管學群外，朝餐旅、民生、設計等學群的方向發展。本校全部教室皆有冷氣，各科均有設備充實之電腦教室、語言教室、視聽中心、專業教室等可供使用。,,
105,私立,技專校院,1188,大同技術學院,修,二技,86.47,（一）本校創立於民國52年，原名「大同商業專科學校」，為雲嘉南地區最早設立的商業專科學校，92年改制為「大同技術學院」，設有嘉義市校區和太保分部校區。（二）本校是一所以產學實務為導向的學習創新型技術學院，透過「學中做，做中學」的教學方式，訓練學生紮實的技能並激發學生無限的創意，積極地與產官學界的密切結合縮短學用落差，進而提升學生的就業競爭力，以達學生「畢業即能就業、上班即能上手」之目標，共創業界、學校及個人等三贏的局面。(三)本校為配合社會經濟發展及環境改變，近年來陸續成立餐飲管理、烘焙管理、時尚造型設計、社會工作與服務管理、旅遊與休閒娛樂管理、商業經營與設計等新系科，除原有商管學群外，朝餐旅、民生、設計等學群的方向發展。本校全部教室皆有冷氣，各科均有設備充實之電腦教室、語言教室、視聽中心、專業教室等可供使用。,,
105,私立,技專校院,1188,大同技術學院,修,附設進專,65.56,（一）本校創立於民國52年，原名「大同商業專科學校」，為雲嘉南地區最早設立的商業專科學校，92年改制為「大同技術學院」，設有嘉義市校區和太保分部校區。（二）本校是一所以產學實務為導向的學習創新型技術學院，透過「學中做，做中學」的教學方式，訓練學生紮實的技能並激發學生無限的創意，積極地與產官學界的密切結合縮短學用落差，進而提升學生的就業競爭力，以達學生「畢業即能就業、上班即能上手」之目標，共創業界、學校及個人等三贏的局面。(三)本校為配合社會經濟發展及環境改變，近年來陸續成立餐飲管理、烘焙管理、時尚造型設計、社會工作與服務管理、旅遊與休閒娛樂管理、商業經營與設計等新系科，除原有商管學群外，朝餐旅、民生、設計等學群的方向發展。本校全部教室皆有冷氣，各科均有設備充實之電腦教室、語言教室、視聽中心、專業教室等可供使用。,,
105,私立,技專校院,1189,亞太創意技術學院,日,四技,46.15,一、結合傳統文化與技術，搭配多元媒材，走向跨領域與實務操作之訓練，並輔以電腦化應用教學。二、採雙向討論之研究方式教學，提升學生思考創造能力。三、鼓勵學生參加國際競賽及專業證照取得。四、規畫育成中心與公私立機構交流，建立建教合作管道提供學生多樣化實習機會。五、創造學生就學即就業管道，讓學業就業無縫接軌。,,
105,私立,技專校院,1189,亞太創意技術學院,日,二技,96,就讀日二技兒童與家庭服務系，可同時具備三種資格：教保員、社工員、家庭教育專員。學生可以選擇修習專業學分取的相關資格，未來在職場上更具有競爭力。,,
105,私立,技專校院,1189,亞太創意技術學院,日,碩士班,86.36,整合各類文創設計、茶陶相關專業人士及設備，為研究生打造最優良的進修空間，學習以系統和科學化的研究方法進行深入探討。本校研究生畢業方式分為理論組與創作組，分別以研究發表或作品展演發表為畢業條件。,,
105,私立,技專校院,1189,亞太創意技術學院,修,二技,93.54,一、結合傳統文化與技術，搭配多元媒材，走向跨領域與實務操作之訓練，並輔以電腦化應用教學。二、採雙向討論之研究方式教學，提升學生思考創造能力。三、鼓勵學生參加國際競賽及專業證照取得。四、規畫育成中心與公私立機構交流，建立建教合作管道提供學生多樣化實習機會。五、創造學生就學即就業管道，讓學業就業無縫接軌。,,
105,私立,技專校院,1189,亞太創意技術學院,修,附設進院,76.64,一、結合傳統文化與技術，搭配多元媒材，走向跨領域與實務操作之訓練，並輔以電腦化應用教學。二、採雙向討論之研究方式教學，提升學生思考創造能力。三、鼓勵學生參加國際競賽及專業證照取得。四、規畫育成中心與公私立機構交流，建立建教合作管道提供學生多樣化實習機會。五、創造學生就學即就業管道，讓學業就業無縫接軌。,,
105,私立,技專校院,1189,亞太創意技術學院,修,附設進專,25.97,一、結合傳統文化與技術，搭配多元媒材，走向跨領域與實務操作之訓練，並輔以電腦化應用教學。二、採雙向討論之研究方式教學，提升學生思考創造能力。三、鼓勵學生參加國際競賽及專業證照取得。四、規畫育成中心與公私立機構交流，建立建教合作管道提供學生多樣化實習機會。五、創造學生就學即就業管道，讓學業就業無縫接軌。,,
105,私立,技專校院,1189,亞太創意技術學院,職,二專,20.31,一、就學同時就業。二、學生可以選擇修習專業學分取的相關資格，未來在職場上更具有競爭力。三、獲取專業證照保障薪資和職位。四、結合產學，開發產學就業保證班。,,
105,私立,技專校院,1192,臺灣觀光學院,日,五專,29.52,魅力台灣，青春創意，唯我觀光-培育具備基礎觀光餐旅專業之實務人力 ●專業設備：多功能餐飲廚藝教室、多功能觀光導覽解說教室 ●實務認證：中、西餐初級檢定認證、飲料調製檢定認證、門市服務初級技能檢定、餐旅服務初級技能檢定。 ●畢業出路：餐旅事業之觀光專業人力、休閒遊憩事業之觀光專業人力或繼續升學。,,
105,私立,技專校院,1192,臺灣觀光學院,日,四技,47.73,觀光旅遊系(培育專業領隊、導遊及領團人員、導覽解說、遊程規劃、旅行社經營、郵輪、航空、巴士情境課程)；旅館管理系(侍酒師專業培訓課程、博弈荷官課程、旅館專業課程)；廚藝管理系(培育中餐、西餐、烘焙、中米麵等廚藝專業及管理人才、擁有最完整中、西餐、烘焙、中米麵等設備及國家認證考場、推廣永續、無毒、低碳健康料理)；餐飲管理系(提升專業餐旅服務，培養餐旅經營知能、國際咖啡師、HACCP、餐旅服務、飲料調製等證照、培育微型創業人才，實現創業夢想)；觀光休閒系(培育度假村活動規劃、體適能促進規劃及SPA芳療養生人才、救生員、健身房指導、國際芳療證照及各項戶外活動認證、救生員、車導、SPA芳療師、獨木舟及溯溪)；銀髮族健康管理系(與新光集團合作青銀計畫，合作打造學習環境，畢業即就業、結合頂級餐旅服務、銀髮事業管理、健康科技應用三大領域、與業界合作聘請專業師資),,
105,私立,技專校院,1192,臺灣觀光學院,日,碩士班,53.33,本所於102學年成立，以培育專業務實觀光餐旅高階人才為使命。【研究與發展重點】 ●建立東部綠色觀光餐旅學術交流平台，以低碳、樂活、環保觀念與生活態度之專業養成，為產業注入新活力。 ●強化國際視野，結合理論與實務，促進國際交流，落實產學合作。 ●促進觀光餐旅產業創新動力並提供諮詢與教育。【畢業進路】 ●政府機關：各級政府觀光旅遊部門單位 ●民間企業：觀光餐旅企業、休閒文化事業、相關財團法人等 ●教學研究：教學發展、研究人員、專案研究等 ●國內外相關研究所博士班深造。,,
105,私立,技專校院,1192,臺灣觀光學院,修,二專,43.33,本校為提供花蓮地區在職青年更多的進修機會，經逐年評估花蓮地區觀光商機及工作機會實際需求，調整進修部之招生科別，招收觀光餐旅科系二專及觀光旅遊科二專學生，培育多元化觀光餐旅人才，並配合上課時間彈性，分為假日班、夜間班。為配合科系發展特色，除充分運用本校日間部各科專業師資外，另聘請相關機關或企業界具有專業素養與實務經驗之人才授課。以實務經驗及實際案例演練，讓社會青年發揮「作中學」的學習機會，效果良好！本校進修部於東華大學美崙校區，結合校園資源，備有多功能廚房、房務教室、飲調教室、冷氣教室及嶄新電子網路教學環境，校園環境優美，讓進修部同學享受花蓮最美的大學校園，能在工作之餘，隨時充電進修。招生科系:觀光餐旅科(假日班)、觀光旅遊科(夜間班)。,,
105,私立,技專校院,1192,臺灣觀光學院,修,四技,31.87,本校為提供花蓮地區在職青年更多的進修機會，經逐年評估花蓮地區觀光商機及工作機會實際需求，調整進修部之招生科別，招收觀光餐旅科系四技學生，培育多元化觀光餐旅人才，並於夜間上課。為配合科系發展特色，除充分運用本校日間部各科專業師資外，另聘請相關機關或企業界具有專業素養與實務經驗之人才授課。以實務經驗及實際案例演練，讓社會青年發揮「作中學」的學習機會，效果良好！本校進修部目前於東華大學美崙校區內，結合校園資源，備有多功能廚房、房務教室、飲調教室、冷氣教室及嶄新電子網路教學環境，校園環境優美，讓進修部同學享受花蓮最美的大學校園，能在工作之餘，隨時充電進修。 招生科系:觀光餐旅系,,
105,私立,技專校院,1192,臺灣觀光學院,修,二技,38.33,本校為提供花蓮地區在職青年更多的進修機會，經逐年評估花蓮地區觀光商機及工作機會實際需求，調整進修部之招生科別，招收觀光餐旅科系二技及餐飲管理系二技學生，培育多元化觀光餐旅人才，並配合上課時間彈性，分為假日班、夜間班。為配合科系發展特色，除充分運用本校日間部各科專業師資外，另聘請相關機關或企業界具有專業素養與實務經驗之人才授課。以實務經驗及實際案例演練，讓社會青年發揮「作中學」的學習機會，效果良好！本校進修部目前於東華大學美崙校區，結合校園資源，備有多功能廚房、房務教室、飲調教室、冷氣教室及嶄新電子網路教學環境，校園環境優美，讓進修部同學享受花蓮最美的大學校園，能在工作之餘，隨時充電進修。招生科系:觀光餐旅系(夜間)、餐飲管理系(假日)。,,
105,私立,技專校院,1197,台北海洋技術學院,日,二專,42.11,航海科教學目標為培養現代商船一等航行員之專業航海人才，期使畢業同學能執行航海、貨物作業、船舶操作及船上人員管理等任務。積極輔導學生考照，務實致用。本校具有專用訓練馬頭及水域，連續榮獲交通部航港局遊艇及動力小船評鑑第一名。輪機工程科旨在培育學生程成為優秀的現代商船一等輪機員，本系設有「鍋爐操作」、「第一壓力容器」技術士技能檢定術科考場，協助學收獲得技術證照。海洋休閒觀光科發展特色為「博覽海洋、觀光領航」。以「海洋觀光產業」及「水域遊憩活動」二大專業領域理論與實務結合之服務管理人才為宗旨，本科榮獲教育部校務評鑑一等、一流師資設備、唯一海洋休閒觀光系所。,,
105,私立,技專校院,1197,台北海洋技術學院,日,五專,73.91,旅遊管理科旨在培育具海洋旅遊服務、旅運經營管理等專業核心能力人才。海空物流與行銷科旨在培養具海運、空運、物流、行銷管理科等四項職能核心能力專業人才，未來二技、四技升學管道暢通。海洋運動休閒科以發展海洋運動特色為主，教育目標已就業為導向的職前訓練為主，畢業後出路寬廣，可投入水域運動休閒產業。視覺傳達設計科以培養文化創意人才為目標，訓練學生具有對設計產業的專業思考、發掘、分析、評估、問題解決的能力。整合創意設計、創新發展與知識管理於文化創意產業數位內容等設計專業，邁進世界潮流。數位遊戲與動畫設計科針對遊戲與動畫產業德人才需求，培育多媒體與遊戲企劃、美術、程式設計之整合性專業技術人才，本科設有日間部二技學制及四技部學制。餐飲管理科著重在基礎教育的養成具備中餐、烘焙、調酒、葡萄酒及餐旅服務等專業教室，並設有中餐烹調及餐旅服務全國技術士技能檢定合格考場。,,
105,私立,技專校院,1197,台北海洋技術學院,日,四技,54.42,航海系目標為培養現代商船一等航行員。輪機工程系培育學生成為優秀輪機員，擔任商船機械操作及管理人才。海洋休閒觀光系培育海洋觀光產業及水域遊憩活動二大專業領域理論與實務結合之人才。海洋運動休閒系以培養海洋運動與休閒遊憩專業為導向。餐飲管理系以培育具備餐飲專業知識及樂活概念之人才。食品科技與行銷系以食品檢驗、及食品行銷之專業為目標。旅遊管理系以旅遊產業管理、城鄉休閒產業管理為主。海空物流與行銷系以海運、空運為主軸，培養海運物流、空運物流之營運管理人才。健康照顧社會社會工作系與健康促進與銀髮保健系以健康照顧及社會工作、高齡保健、養生照顧專業技能為方向。視覺傳達設計系著重創意思考之設計與實務創作能力。數位遊戲與動畫設計系旨在培養數位遊戲與多媒動畫之跨領域整合人才。時尚造型設計管理系課程結合美容、美髮之實務造型設計，強化寵物美容設計與管理能力。表演藝術系課程規劃以表演藝術及演藝行政兩大模組為目標。,,
105,私立,技專校院,1197,台北海洋技術學院,日,二技,71.54,輪機工程系旨在培育學生成為優秀的現在商船一等輪機員，本系設有「鍋爐操作」及「第一種壓力容器」技術士技能檢定術科考場，協助學生獲得技術士證照。海洋休閒觀光系發展特色為「博覽海洋、觀光領航」。以「海洋觀光產業」及「水域遊憩活動」二大專業領域與實務結合之服務管理人才為宗旨，本系榮獲教育部校務評鑑一等、一流師資設備、唯一海洋休閒觀光系所。數位遊戲與動畫設計科具優良師資與設備，課程分為動畫專業課程學習2D與3D動畫相關內容兩大模組，於本系設立認證中心，並搭配數位音效課程，讓學生學習與實作並輔導學生畢業前考取國際證照。本系學生參加Unity世界遊戲大賽榮獲第一名，打敗各國好手。,,
105,私立,技專校院,1197,台北海洋技術學院,日,碩士班,100,食品科技與行銷系碩士班旨在培育食品科技應用能力與食品行銷管理能力之專業人才，本系是勞動部勞動力發展署核可之食品檢驗分析技術士乙級術科國家考場，也是衛福部食藥署核可之HACCP研習班訓練機構，可培育自主檢驗、內部稽核、行銷管理等中高階人才。海洋休閒觀光系碩士班以培育海洋觀光產業及水岸休閒規劃人才為發展重點，訓練學生除基本的研究能力與管理理論外，特別強調海洋觀光政策法規、海洋觀光產業分析、海洋觀光經營管理、水岸休閒規劃及生態觀光等能力。,,
105,私立,技專校院,1197,台北海洋技術學院,修,二專,43.75,航海科教學目標為培養現代商船一等航行員之專業航海人才，期使畢業同學能執行航海、貨物作業、船舶操作及船上人員管理等任務。積極輔導學生考照，務實致用。本校具有專用訓練碼頭及水域，連續榮獲交通部航港局遊艇及動力小船評鑑第一名。輪機工程科旨在培育學生成為優秀的現在商船一等輪機員，設有「鍋爐操作」及「第一種壓力容器」技術士技能檢定術科考場，協助學生獲得技術士證照。,,
105,私立,技專校院,1197,台北海洋技術學院,修,四技,98.21,海洋休閒觀光系發展特色為「博覽海洋、觀光領航」。以「海洋觀光產業」及「水域遊憩活動」二大專業領域理論與實務結合之服務管理人才為宗旨，本科榮獲教育部校務評鑑一等、一流師資設備、唯一海洋休閒觀光系所。餐飲管理系以「活力海洋、樂活餐飲」為發展特色，系科課程規劃以強化調理健康、天然及生機等素材之廚藝技能，厚植專業、優質及創新之經營管理與服務技巧，藉此培育出具備餐飲專業知識及樂活概念之經營管理專業人才。健康促進與銀髮保健系為符合趨勢潮流，因應高齡社會來臨，提供國家健康促進與養生保健等健康管理之基層人才的重要學系，以提倡預防保健與健康促進為主要教育內容。秉持「健康養生、悠活品味、服務創新、優質生活」發展之核心價值，系科特色及發展目標以亞健康及健康族群為主要對象，培育「全方位健康促進、養生保健及銀髮產業」優質專業人才。,,
105,私立,技專校院,1197,台北海洋技術學院,修,二技,74,健康照顧社會工作系秉持「務實致用」之發展定位，落實「精緻、創新、溫馨、關懷」之辦學理念，以培養「社會工作專業人才」為教育目標。為促進畢業學生務實就業，課程規劃包括「社會工作專業課程」輔以「健康照顧技能」。社工專業課程內容符合考選部社會工作師考試規範。未來就業管道包括: 1. 社會服務體系：個人、家庭、社區、學校、企業、非營利組織等社工人員；具社工師資格者可自營服務。 2. 公務人員體系：通過公務人員考試，至政府部門擔任各項行政工作。 3. 長期照護體系：照顧秘書、照顧服務員、照顧管理師、社會工作員，居家服務員或居家督導等。 4. 銀髮事業體系：銀髮事業經營及管理人才、休閒活動企劃、輔具科技研發製造、健康照顧顧問等。跨接就業職能，提高學用合一及實質就業力。,,
