,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,系所名稱,學制,校際選課人次
,101,1,私立,一般大學,1017,實踐大學,時尚與媒體設計研究所,碩士班(日間),1
,101,1,私立,一般大學,1017,實踐大學,企業管理學系,學士班(進修),1
,101,1,私立,一般大學,1017,實踐大學,國際經營與貿易學系,學士班(日間),1
,101,1,私立,一般大學,1017,實踐大學,資訊模擬與設計學系,學士班(日間),1
,101,1,私立,一般大學,1017,實踐大學,食品營養與保健生技學系,學士班(日間),2
,101,1,私立,一般大學,1017,實踐大學,社會工作學系,學士班(日間),1
,101,1,私立,一般大學,1017,實踐大學,家庭研究與兒童發展學系,學士班(進修),1
,101,1,私立,一般大學,1017,實踐大學,家庭研究與兒童發展學系家庭諮商與輔導碩士班,碩士班(日間),7
,101,1,私立,一般大學,1017,實踐大學,家庭研究與兒童發展學系高齡家庭服務事業碩士在職專班,碩士在職專班,1
,101,1,私立,一般大學,1017,實踐大學,觀光管理學系,學士班(日間),1
,101,1,私立,一般大學,1017,實踐大學,服裝設計學系,學士班(日間),2
,101,1,私立,一般大學,1019,高雄醫學大學,心理學系,學士班(日間),3
,101,1,私立,一般大學,1019,高雄醫學大學,心理學系,碩士班(日間),6
,101,1,私立,一般大學,1019,高雄醫學大學,醫務管理暨醫療資訊學系,碩士班(日間),1
,101,1,私立,一般大學,1019,高雄醫學大學,生物醫學暨環境生物學系,碩士班(日間),1
,101,1,私立,一般大學,1019,高雄醫學大學,醫學系(七年制),學士班(日間),3
,101,1,私立,一般大學,1019,高雄醫學大學,香粧品學系,學士班(日間),1
,101,1,私立,一般大學,1019,高雄醫學大學,牙醫學系,學士班(日間),2
,101,1,私立,一般大學,1020,南華大學,外國語文學系,學士班(日間),2
,101,1,私立,一般大學,1020,南華大學,生死學系,碩士班(日間),1
,101,1,私立,一般大學,1020,南華大學,應用社會學系,學士班(日間),1
,101,1,私立,一般大學,1020,南華大學,國際暨大陸事務學系,學士班(日間),1
,101,1,私立,一般大學,1020,南華大學,傳播學系,學士班(日間),2
,101,1,私立,一般大學,1020,南華大學,資訊工程學系,學士班(日間),1
,101,1,私立,一般大學,1020,南華大學,旅遊管理學系(休閒環境),碩士班(日間),1
,101,1,私立,一般大學,1021,真理大學,英美語文學系,學士班(日間),1
,101,1,私立,一般大學,1021,真理大學,宗教文化與組織管理學系,學士班(日間),1
,101,1,私立,一般大學,1021,真理大學,企業管理學系,學士班(日間),1
,101,1,私立,一般大學,1021,真理大學,國際貿易學系,學士班(日間),1
,101,1,私立,一般大學,1021,真理大學,工業管理與經營資訊學系,學士班(日間),2
,101,1,私立,一般大學,1021,真理大學,資訊管理學系,學士班(日間),1
,101,1,私立,一般大學,1021,真理大學,餐旅管理學系,學士班(日間),1
,101,1,私立,一般大學,1021,真理大學,休閒遊憩事業學系,學士班(日間),2
,101,1,私立,一般大學,1021,真理大學,運動健康與休閒學系,學士班(日間),1
,101,1,私立,一般大學,1022,大同大學,事業經營學系,學士班(日間),4
,101,1,私立,一般大學,1022,大同大學,應用數學學系,學士班(日間),5
,101,1,私立,一般大學,1022,大同大學,電機工程學系,學士班(日間),5
,101,1,私立,一般大學,1022,大同大學,電機工程學系,碩士班(日間),1
,101,1,私立,一般大學,1022,大同大學,資訊工程學系,碩士班(日間),2
,101,1,私立,一般大學,1022,大同大學,機械工程學系,碩士班(日間),6
,101,1,私立,一般大學,1022,大同大學,化學工程學系,學士班(日間),1
,101,1,私立,一般大學,1022,大同大學,化學工程學系,碩士班(日間),2
,101,1,私立,一般大學,1022,大同大學,材料工程學系,碩士班(日間),1
,101,1,私立,一般大學,1027,慈濟大學,英美語文學系,學士班(日間),2
,101,1,私立,一般大學,1027,慈濟大學,東方語文學系,學士班(日間),2
,101,1,私立,一般大學,1027,慈濟大學,人類發展學系,學士班(日間),4
,101,1,私立,一般大學,1027,慈濟大學,傳播學系,學士班(日間),2
,101,1,私立,一般大學,1027,慈濟大學,生命科學系,學士班(日間),2
,101,1,私立,一般大學,1027,慈濟大學,公共衛生學系,學士班(日間),1
,101,1,私立,一般大學,1027,慈濟大學,醫學檢驗生物技術學系,學士班(日間),1
,101,1,私立,一般大學,1027,慈濟大學,醫學資訊學系,學士班(日間),2
,101,1,私立,一般大學,1027,慈濟大學,社會工作學系,學士班(日間),2
,101,1,私立,一般大學,1028,臺北醫學大學,醫務管理學系,學士班(日間),3
,101,1,私立,一般大學,1028,臺北醫學大學,醫學系,學士班(日間),19
,101,1,私立,一般大學,1028,臺北醫學大學,公共衛生學系,學士班(日間),16
,101,1,私立,一般大學,1028,臺北醫學大學,公共衛生學系,碩士班(日間),1
,101,1,私立,一般大學,1028,臺北醫學大學,藥學系,學士班(日間),13
,101,1,私立,一般大學,1028,臺北醫學大學,保健營養學系,學士班(日間),4
,101,1,私立,一般大學,1028,臺北醫學大學,護理學系,學士班(日間),7
,101,1,私立,一般大學,1028,臺北醫學大學,護理學研究所,博士班,1
,101,1,私立,一般大學,1028,臺北醫學大學,呼吸治療學系,學士班(日間),8
,101,1,私立,一般大學,1028,臺北醫學大學,老人護理暨管理學系,學士班(日間),4
,101,1,私立,一般大學,1028,臺北醫學大學,醫學檢驗暨生物技術學系(醫學科技學院),學士班(日間),14
,101,1,私立,一般大學,1028,臺北醫學大學,牙醫學系,學士班(日間),6
,101,1,私立,一般大學,1028,臺北醫學大學,牙體技術學系,學士班(日間),3
,101,1,私立,一般大學,1028,臺北醫學大學,口腔衛生學系,學士班(日間),4
,101,1,私立,一般大學,1029,中山醫學大學,應用外國語言學系,學士班(日間),1
,101,1,私立,一般大學,1029,中山醫學大學,生物醫學科學學系,學士班(日間),1
,101,1,私立,一般大學,1029,中山醫學大學,生物醫學科學學系,碩士班(日間),1
,101,1,私立,一般大學,1029,中山醫學大學,醫學系,學士班(日間),8
,101,1,私立,一般大學,1029,中山醫學大學,護理學系,學士班(日間),1
,101,1,私立,一般大學,1033,長榮大學,資訊管理學系,學士班(日間),2
,101,1,私立,一般大學,1039,玄奘大學,新聞學系,學士班(日間),2
,101,1,私立,一般大學,1039,玄奘大學,企業管理學系,學士班(日間),2
,101,1,私立,一般大學,1048,亞洲大學,外國語文學系,學士班(進修),6
,101,1,私立,一般大學,1048,亞洲大學,數位媒體設計學系,學士班(日間),1
,101,1,私立,一般大學,1048,亞洲大學,心理學系,學士班(日間),1
,101,1,私立,一般大學,1048,亞洲大學,資訊傳播學系,學士班(日間),1
,101,1,私立,一般大學,1048,亞洲大學,會計與資訊學系,學士班(日間),2
,101,1,私立,一般大學,1048,亞洲大學,經營管理學系,學士班(日間),1
,101,1,私立,一般大學,1048,亞洲大學,國際企業學系,學士班(進修),1
,101,1,私立,一般大學,1048,亞洲大學,財經法律學系,學士班(日間),1
,101,1,私立,一般大學,1048,亞洲大學,生物與醫學資訊學系,學士班(日間),1
,101,1,私立,一般大學,1048,亞洲大學,資訊多媒體應用學系,學士班(日間),1
,101,1,私立,一般大學,1048,亞洲大學,光電與通訊學系,學士班(日間),4
,101,1,私立,一般大學,1048,亞洲大學,保健營養生技學系,學士班(日間),2
,101,1,私立,一般大學,1048,亞洲大學,社會工作學系,學士班(進修),3
,101,1,私立,一般大學,1050,佛光大學,中國文學與應用學系,博士班,1
,101,1,私立,一般大學,1050,佛光大學,心理學系,學士班(日間),2
,101,1,私立,一般大學,1050,佛光大學,資訊應用學系,學士班(日間),2
,101,1,私立,一般大學,1059,康寧大學,數位應用學系,學士班(日間),1
,101,1,私立,一般大學,1067,台灣首府大學,幼兒教育學系,學士班(日間),1
,101,1,私立,一般大學,1067,台灣首府大學,財務金融學系,學士班(日間),2
,101,1,私立,一般大學,1067,台灣首府大學,資訊與多媒體設計學系,學士班(進修),1
,101,1,私立,一般大學,1067,台灣首府大學,餐旅管理學系,學士班(日間),2
,101,1,私立,一般大學,1125,興國管理學院,珠寶學系,學士班(日間),3
,101,1,私立,一般大學,1125,興國管理學院,企業管理學系,學士班(進修),4
,101,1,私立,一般大學,1125,興國管理學院,財經法律學系,學士班(日間),3
,101,1,私立,一般大學,1125,興國管理學院,網路多媒體設計學系,學士班(日間),1
,101,1,私立,一般大學,1176,稻江科技暨管理學院,動畫遊戲設計學系,學士班(日間),1
,101,1,私立,一般大學,1176,稻江科技暨管理學院,財經法律學系,學士班(進修),1
,101,1,私立,一般大學,1176,稻江科技暨管理學院,老人福祉與社會工作學系,學士班(進修),2
,101,1,私立,一般大學,1176,稻江科技暨管理學院,餐旅管理學系,學士班(日間),2
,101,1,私立,一般大學,1R01,法鼓佛教學院,佛教學系,碩士班(日間),1
,101,1,私立,技專校院,1018,朝陽科技大學,工業設計系,碩士在職專班,1
,101,1,私立,技專校院,1018,朝陽科技大學,傳播藝術系,學士班(日間),2
,101,1,私立,技專校院,1018,朝陽科技大學,會計系,學士班(日間),3
,101,1,私立,技專校院,1018,朝陽科技大學,會計系,學士班(進修),3
,101,1,私立,技專校院,1018,朝陽科技大學,財務金融系,學士班(進修),2
,101,1,私立,技專校院,1018,朝陽科技大學,保險金融管理系,學士班(日間),1
,101,1,私立,技專校院,1018,朝陽科技大學,銀髮產業管理系,學士班(日間),1
,101,1,私立,技專校院,1018,朝陽科技大學,應用化學系,學士班(日間),3
,101,1,私立,技專校院,1018,朝陽科技大學,資訊工程系,學士班(日間),4
,101,1,私立,技專校院,1018,朝陽科技大學,資訊工程系,碩士班(日間),1
,101,1,私立,技專校院,1018,朝陽科技大學,資訊工程系,碩士在職專班,2
,101,1,私立,技專校院,1018,朝陽科技大學,工業工程與管理系,學士班(日間),1
,101,1,私立,技專校院,1018,朝陽科技大學,環境工程與管理系,學士班(日間),1
,101,1,私立,技專校院,1018,朝陽科技大學,景觀及都市設計系,學士班(日間),4
,101,1,私立,技專校院,1018,朝陽科技大學,社會工作系,學士班(進修),2
,101,1,私立,技專校院,1018,朝陽科技大學,幼兒保育系,學士班(進修),1
,101,1,私立,技專校院,1023,南臺科技大學,教育領導與評鑑研究所,碩士班(日間),1
,101,1,私立,技專校院,1023,南臺科技大學,應用英語系,碩士在職專班,1
,101,1,私立,技專校院,1023,南臺科技大學,應用日語系,學士班(日間),2
,101,1,私立,技專校院,1023,南臺科技大學,視覺傳達設計系,學士班(日間),8
,101,1,私立,技專校院,1023,南臺科技大學,視覺傳達設計系,學士班(進修),1
,101,1,私立,技專校院,1023,南臺科技大學,資訊傳播系,學士班(進修),1
,101,1,私立,技專校院,1023,南臺科技大學,會計資訊系,學士班(日間),1
,101,1,私立,技專校院,1023,南臺科技大學,國際企業系,學士班(日間),1
,101,1,私立,技專校院,1023,南臺科技大學,管理與資訊系,學士班(日間),1
,101,1,私立,技專校院,1023,南臺科技大學,生物科技系,學士班(日間),18
,101,1,私立,技專校院,1023,南臺科技大學,資訊管理系,碩士在職專班,1
,101,1,私立,技專校院,1023,南臺科技大學,電機工程系,學士班(日間),3
,101,1,私立,技專校院,1023,南臺科技大學,電機工程系,碩士在職專班,1
,101,1,私立,技專校院,1023,南臺科技大學,光電工程系,學士班(日間),1
,101,1,私立,技專校院,1023,南臺科技大學,光電工程系,學士班(進修),1
,101,1,私立,技專校院,1023,南臺科技大學,機械工程系,學士班(日間),1
,101,1,私立,技專校院,1023,南臺科技大學,機械工程系,碩士班(日間),2
,101,1,私立,技專校院,1023,南臺科技大學,化學工程與材料工程系,學士班(日間),1
,101,1,私立,技專校院,1023,南臺科技大學,餐旅管理系,學士班(日間),2
,101,1,私立,技專校院,1024,崑山科技大學,財務金融科,二專(進修),1
,101,1,私立,技專校院,1024,崑山科技大學,機械工程系,學士班(日間),1
,101,1,私立,技專校院,1024,崑山科技大學,幼兒保育系,學士班(日間),1
,101,1,私立,技專校院,1025,嘉南藥理大學,應用外語系,學士班(日間),1
,101,1,私立,技專校院,1025,嘉南藥理大學,生物科技系,學士班(日間),2
,101,1,私立,技專校院,1025,嘉南藥理大學,資訊管理系,學士班(日間),2
,101,1,私立,技專校院,1025,嘉南藥理大學,藥學系,學士班(日間),5
,101,1,私立,技專校院,1025,嘉南藥理大學,保健營養系,學士班(日間),3
,101,1,私立,技專校院,1025,嘉南藥理大學,社會工作系,學士班(日間),5
,101,1,私立,技專校院,1025,嘉南藥理大學,嬰幼兒保育系,學士班(日間),2
,101,1,私立,技專校院,1025,嘉南藥理大學,觀光事業管理系,學士班(日間),1
,101,1,私立,技專校院,1025,嘉南藥理大學,生活應用與保健系,學士班(日間),4
,101,1,私立,技專校院,1025,嘉南藥理大學,化粧品應用與管理系,學士班(日間),2
,101,1,私立,技專校院,1025,嘉南藥理大學,環境資源管理系,學士班(日間),1
,101,1,私立,技專校院,1026,樹德科技大學,應用外語系,學士班(日間),3
,101,1,私立,技專校院,1026,樹德科技大學,視覺傳達設計系,學士班(日間),1
,101,1,私立,技專校院,1026,樹德科技大學,生活產品設計系,學士班(日間),3
