學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,修讀雙主修人次小計,修讀雙主修人次男,修讀雙主修人次女
105,1,公立,一般大學,0013,國立中正大學,04131033,企業管理學系,學士班(日間),19,8,11
105,1,公立,一般大學,0013,國立中正大學,04211039,法律學系,學士班(日間),9,1,8
105,1,公立,一般大學,0013,國立中正大學,04212040,財經法律學系,學士班(日間),1,1,0
105,1,公立,一般大學,0013,國立中正大學,05121041,生命科學系,學士班(日間),9,6,3
105,1,公立,一般大學,0013,國立中正大學,05311045,化學暨生物化學系,學士班(日間),3,1,2
105,1,公立,一般大學,0013,國立中正大學,05321047,地球與環境科學系,學士班(日間),1,1,0
105,1,公立,一般大學,0013,國立中正大學,05331067,物理學系,學士班(日間),3,3,0
105,1,公立,一般大學,0013,國立中正大學,05411049,數學系,學士班(日間),3,3,0
105,1,公立,一般大學,0013,國立中正大學,06131053,資訊管理學系,學士班(日間),1,1,0
105,1,公立,一般大學,0013,國立中正大學,06131055,資訊工程學系,學士班(日間),1,0,1
105,1,公立,一般大學,0013,國立中正大學,07141054,電機工程學系,學士班(日間),2,2,0
105,1,公立,一般大學,0013,國立中正大學,07151058,機械工程學系,學士班(日間),1,1,0
105,1,公立,一般大學,0013,國立中正大學,09231063,社會福利學系,學士班(日間),16,4,12
105,1,公立,一般大學,0013,國立中正大學,10141064,運動競技學系,學士班(日間),5,4,1
105,1,公立,一般大學,0014,國立高雄師範大學,01111001,教育學系,學士班(日間),24,10,14
105,1,公立,一般大學,0014,國立高雄師範大學,01113010,特殊教育學系,學士班(日間),7,0,7
105,1,公立,一般大學,0014,國立高雄師範大學,01141003,工業科技教育學系,學士班(日間),24,11,13
105,1,公立,一般大學,0014,國立高雄師範大學,01141005,體育學系,學士班(日間),1,0,1
105,1,公立,一般大學,0014,國立高雄師範大學,02123024,工業設計學系,學士班(日間),2,1,1
105,1,公立,一般大學,0014,國立高雄師範大學,02131012,美術學系,學士班(日間),1,0,1
105,1,公立,一般大學,0014,國立高雄師範大學,02311021,英語學系,學士班(日間),10,1,9
105,1,公立,一般大學,0014,國立高雄師範大學,02322019,國文學系,學士班(日間),5,1,4
105,1,公立,一般大學,0014,國立高雄師範大學,04131032,事業經營學系,學士班(日間),1,1,0
105,1,公立,一般大學,0014,國立高雄師範大學,05311036,化學系,學士班(日間),1,1,0
105,1,公立,一般大學,0015,國立彰化師範大學,01113012,特殊教育學系,學士班(日間),10,1,9
105,1,公立,一般大學,0015,國立彰化師範大學,01141007,工業教育與技術學系,學士班(日間),1,1,0
105,1,公立,一般大學,0015,國立彰化師範大學,02311020,英語學系,學士班(日間),4,2,2
105,1,公立,一般大學,0015,國立彰化師範大學,02322019,國文學系,學士班(日間),8,1,7
105,1,公立,一般大學,0015,國立彰化師範大學,03131025,輔導與諮商學系,學士班(日間),2,1,1
105,1,公立,一般大學,0015,國立彰化師範大學,03142027,地理學系,學士班(日間),1,1,0
105,1,公立,一般大學,0015,國立彰化師範大學,04111028,會計學系,學士班(日間),2,0,2
105,1,公立,一般大學,0015,國立彰化師範大學,04131029,企業管理學系,學士班(日間),2,1,1
105,1,公立,一般大學,0015,國立彰化師範大學,05411038,數學系,學士班(日間),4,4,0
105,1,公立,一般大學,0015,國立彰化師範大學,06131040,資訊管理學系,學士班(日間),2,1,1
105,1,公立,一般大學,0015,國立彰化師範大學,07151054,機電工程學系,學士班(日間),1,1,0
105,1,公立,一般大學,0016,國立陽明大學,05121007,生命科學系暨基因體科學研究所,學士班(日間),8,5,3
105,1,公立,一般大學,0016,國立陽明大學,07193021,生物醫學工程學系,學士班(日間),4,3,1
105,1,公立,一般大學,0016,國立陽明大學,09121024,醫學系,學士班(日間),1,1,0
105,1,公立,一般大學,0016,國立陽明大學,09141058,生物醫學影像暨放射科學系,學士班(日間),3,1,2
105,1,公立,一般大學,0017,國立臺北大學,02221005,歷史學系,學士班(日間),67,34,33
105,1,公立,一般大學,0017,國立臺北大學,02311004,應用外語學系,學士班(日間),42,16,26
105,1,公立,一般大學,0017,國立臺北大學,02322002,中國文學系,學士班(日間),41,14,27
105,1,公立,一般大學,0017,國立臺北大學,03111009,經濟學系,學士班(日間),56,25,31
105,1,公立,一般大學,0017,國立臺北大學,03111009,經濟學系,學士班(進修),2,0,2
105,1,公立,一般大學,0017,國立臺北大學,03141011,社會學系,學士班(日間),40,12,28
105,1,公立,一般大學,0017,國立臺北大學,04111017,會計學系,學士班(日間),12,5,7
105,1,公立,一般大學,0017,國立臺北大學,04121022,金融與合作經營學系,學士班(日間),19,5,14
105,1,公立,一般大學,0017,國立臺北大學,04122023,財政學系,學士班(日間),15,4,11
105,1,公立,一般大學,0017,國立臺北大學,04122023,財政學系,學士班(進修),2,0,2
105,1,公立,一般大學,0017,國立臺北大學,04131018,企業管理學系,學士班(日間),35,10,25
105,1,公立,一般大學,0017,國立臺北大學,04131018,企業管理學系,學士班(進修),3,2,1
105,1,公立,一般大學,0017,國立臺北大學,04134013,公共行政暨政策學系,學士班(日間),98,38,60
105,1,公立,一般大學,0017,國立臺北大學,04134013,公共行政暨政策學系,學士班(進修),5,1,4
105,1,公立,一般大學,0017,國立臺北大學,04134024,不動產與城鄉環境學系,學士班(日間),36,16,20
105,1,公立,一般大學,0017,國立臺北大學,04134024,不動產與城鄉環境學系,學士班(進修),4,3,1
105,1,公立,一般大學,0017,國立臺北大學,04211028,法律學系,學士班(日間),27,11,16
105,1,公立,一般大學,0017,國立臺北大學,04211028,法律學系,學士班(進修),8,7,1
105,1,公立,一般大學,0017,國立臺北大學,05421033,統計學系,學士班(日間),7,1,6
105,1,公立,一般大學,0017,國立臺北大學,05421033,統計學系,學士班(進修),1,1,0
105,1,公立,一般大學,0017,國立臺北大學,07141035,電機工程學系,學士班(日間),3,2,1
105,1,公立,一般大學,0017,國立臺北大學,07141036,資訊工程學系,學士班(日間),4,4,0
105,1,公立,一般大學,0017,國立臺北大學,07141037,通訊工程學系,學士班(日間),1,0,1
105,1,公立,一般大學,0017,國立臺北大學,09231041,社會工作學系,學士班(日間),46,20,26
105,1,公立,一般大學,0017,國立臺北大學,09231041,社會工作學系,學士班(進修),4,0,4
105,1,公立,一般大學,0017,國立臺北大學,10152042,休閒運動管理學系,學士班(日間),24,5,19
105,1,公立,一般大學,0018,國立嘉義大學,01111001,教育學系,學士班(日間),2,0,2
105,1,公立,一般大學,0018,國立嘉義大學,01113017,特殊教育學系,學士班(日間),1,0,1
105,1,公立,一般大學,0018,國立嘉義大學,01116021,數位學習設計與管理學系,學士班(日間),5,2,3
105,1,公立,一般大學,0018,國立嘉義大學,01121016,幼兒教育學系,學士班(日間),1,0,1
105,1,公立,一般大學,0018,國立嘉義大學,02221033,應用歷史學系,學士班(日間),1,1,0
105,1,公立,一般大學,0018,國立嘉義大學,02311031,外國語言學系,學士班(日間),6,0,6
105,1,公立,一般大學,0018,國立嘉義大學,04121041,財務金融學系,學士班(日間),1,0,1
105,1,公立,一般大學,0018,國立嘉義大學,04199045,生物事業管理學系,學士班(日間),2,0,2
105,1,公立,一般大學,0018,國立嘉義大學,05111052,生物資源學系,學士班(日間),1,1,0
105,1,公立,一般大學,0018,國立嘉義大學,05199058,微生物免疫與生物藥學系,學士班(日間),1,1,0
105,1,公立,一般大學,0018,國立嘉義大學,05411062,應用數學系,學士班(日間),1,0,1
105,1,公立,一般大學,0018,國立嘉義大學,06131063,資訊管理學系,學士班(日間),1,1,0
105,1,公立,一般大學,0018,國立嘉義大學,07211088,食品科學系,學士班(日間),1,1,0
105,1,公立,一般大學,0018,國立嘉義大學,07312072,景觀學系,學士班(日間),1,0,1
105,1,公立,一般大學,0018,國立嘉義大學,08111074,農藝學系,學士班(日間),2,2,0
105,1,公立,一般大學,0018,國立嘉義大學,08121080,園藝學系,學士班(進修),1,0,1
105,1,公立,一般大學,0018,國立嘉義大學,08192092,生物農業科技學系,學士班(日間),1,0,1
105,1,公立,一般大學,0018,國立嘉義大學,08211106,木質材料與設計學系,學士班(日間),1,1,0
105,1,公立,一般大學,0018,國立嘉義大學,10152113,體育與健康休閒學系,學士班(日間),1,1,0
105,1,公立,一般大學,0019,國立高雄大學,02311002,西洋語文學系,學士班(日間),1,0,1
105,1,公立,一般大學,0019,國立高雄大學,02311003,東亞語文學系,學士班(日間),1,0,1
105,1,公立,一般大學,0019,國立高雄大學,04121011,金融管理學系,學士班(日間),6,1,5
105,1,公立,一般大學,0019,國立高雄大學,04131009,亞太工商管理學系,學士班(日間),3,3,0
105,1,公立,一般大學,0019,國立高雄大學,10141032,運動競技學系,學士班(日間),4,3,1
105,1,公立,一般大學,0019,國立高雄大學,10152033,運動健康與休閒學系,學士班(日間),4,0,4
105,1,公立,一般大學,0020,國立東華大學,01113013,特殊教育學系,學士班(日間),4,0,4
105,1,公立,一般大學,0020,國立東華大學,01114015,教育行政與管理學系,學士班(日間),25,10,15
105,1,公立,一般大學,0020,國立東華大學,01121012,幼兒教育學系,學士班(日間),3,0,3
105,1,公立,一般大學,0020,國立東華大學,01141010,體育與運動科學系,學士班(日間),1,1,0
105,1,公立,一般大學,0020,國立東華大學,02151018,音樂學系,學士班(日間),1,0,1
105,1,公立,一般大學,0020,國立東華大學,02191019,藝術與設計學系,學士班(日間),2,0,2
105,1,公立,一般大學,0020,國立東華大學,02191022,藝術創意產業學系,學士班(日間),11,1,10
105,1,公立,一般大學,0020,國立東華大學,02221033,歷史學系,學士班(日間),43,21,22
105,1,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,學士班(日間),24,10,14
105,1,公立,一般大學,0020,國立東華大學,02311029,英美語文學系,學士班(日間),20,6,14
105,1,公立,一般大學,0020,國立東華大學,02321028,民族語言與傳播學系,學士班(日間),10,2,8
105,1,公立,一般大學,0020,國立東華大學,02322025,中國語文學系,學士班(日間),20,7,13
105,1,公立,一般大學,0020,國立東華大學,02323104,華文文學系,學士班(日間),20,8,12
105,1,公立,一般大學,0020,國立東華大學,03111034,經濟學系,學士班(日間),17,11,6
105,1,公立,一般大學,0020,國立東華大學,03131046,諮商與臨床心理學系,學士班(日間),6,0,6
105,1,公立,一般大學,0020,國立東華大學,03141036,社會學系,學士班(日間),34,20,14
105,1,公立,一般大學,0020,國立東華大學,03143051,臺灣文化學系,學士班(日間),23,7,16
105,1,公立,一般大學,0020,國立東華大學,03199040,民族事務與發展學系,學士班(日間),13,4,9
105,1,公立,一般大學,0020,國立東華大學,04111056,會計學系,學士班(日間),13,5,8
105,1,公立,一般大學,0020,國立東華大學,04121061,財務金融學系,學士班(日間),15,5,10
105,1,公立,一般大學,0020,國立東華大學,04131059,企業管理學系,學士班(日間),26,8,18
105,1,公立,一般大學,0020,國立東華大學,04131060,國際企業學系,學士班(日間),18,6,12
105,1,公立,一般大學,0020,國立東華大學,04134054,公共行政學系,學士班(日間),16,9,7
105,1,公立,一般大學,0020,國立東華大學,04191066,管理學院管理科學與財金國際學士學位學程,學士班(日間),4,2,2
105,1,公立,一般大學,0020,國立東華大學,04211067,法律學士學位學程,學士班(日間),3,1,2
105,1,公立,一般大學,0020,國立東華大學,05121069,生命科學系,學士班(日間),6,3,3
105,1,公立,一般大學,0020,國立東華大學,05211094,自然資源與環境學系,學士班(日間),12,7,5
105,1,公立,一般大學,0020,國立東華大學,05311071,化學系,學士班(日間),1,0,1
105,1,公立,一般大學,0020,國立東華大學,05331072,物理學系,學士班(日間),11,9,2
105,1,公立,一般大學,0020,國立東華大學,05411074,應用數學系,學士班(日間),22,14,8
105,1,公立,一般大學,0020,國立東華大學,06131086,資訊工程學系,學士班(日間),5,3,2
105,1,公立,一般大學,0020,國立東華大學,06134081,資訊管理學系,學士班(日間),9,5,4
105,1,公立,一般大學,0020,國立東華大學,07112090,材料科學與工程學系,學士班(日間),3,3,0
105,1,公立,一般大學,0020,國立東華大學,07141083,電機工程學系,學士班(日間),8,6,2
105,1,公立,一般大學,0020,國立東華大學,07141085,光電工程學系,學士班(日間),3,2,1
105,1,公立,一般大學,0020,國立東華大學,09231041,民族社會工作學士學位學程,學士班(日間),11,6,5
105,1,公立,一般大學,0020,國立東華大學,10151091,觀光暨休閒遊憩學系,學士班(日間),14,3,11
105,1,公立,一般大學,0021,國立暨南國際大學,01111001,國際文教與比較教育學系,學士班(日間),9,1,8
105,1,公立,一般大學,0021,國立暨南國際大學,01114010,教育政策與行政學系,學士班(日間),6,2,4
105,1,公立,一般大學,0021,國立暨南國際大學,02221015,歷史學系,學士班(日間),7,6,1
105,1,公立,一般大學,0021,國立暨南國際大學,02311014,外國語文學系,學士班(日間),13,3,10
105,1,公立,一般大學,0021,國立暨南國際大學,02322013,中國語文學系,學士班(日間),13,3,10
105,1,公立,一般大學,0021,國立暨南國際大學,03141017,原鄉發展跨領域學士學位學程原住民族專班,學士班(日間),4,3,1
105,1,公立,一般大學,0021,國立暨南國際大學,03143019,東南亞學系,學士班(日間),6,1,5
105,1,公立,一般大學,0021,國立暨南國際大學,04121025,財務金融學系,學士班(日間),2,0,2
105,1,公立,一般大學,0021,國立暨南國際大學,04131022,國際企業學系,學士班(日間),1,1,0
105,1,公立,一般大學,0021,國立暨南國際大學,04134020,公共行政與政策學系,學士班(日間),8,2,6
105,1,公立,一般大學,0021,國立暨南國際大學,09231038,社會政策與社會工作學系,學士班(日間),3,1,2
105,1,公立,一般大學,0021,國立暨南國際大學,10151039,觀光休閒與餐旅管理學系,學士班(日間),3,1,2
105,1,公立,技專校院,0022,國立臺灣科技大學,02122005,創意設計學士班,學士班(日間),23,7,16
105,1,公立,技專校院,0022,國立臺灣科技大學,02122006,工商業設計系,學士班(日間),16,7,9
105,1,公立,技專校院,0022,國立臺灣科技大學,02311003,應用外語系,學士班(日間),10,2,8
105,1,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系,學士班(日間),65,11,54
105,1,公立,技專校院,0022,國立臺灣科技大學,04131009,管理學士班,學士班(日間),42,19,23
