學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,合作學校國家(地區)別,合作學校國家(地區)區域別,雙聯合作案件數
108,2,私立,一般大學,1009,長庚大學,05123012,生物醫學研究所,碩士班(日間),美國,北美洲,1
108,2,私立,一般大學,1009,長庚大學,06131018,資訊工程學系,碩士班(日間),美國,北美洲,1
108,2,私立,一般大學,1009,長庚大學,07111025,化工與材料工程學系,碩士班(日間),美國,北美洲,1
108,2,私立,一般大學,1009,長庚大學,07141014,電機工程學系,碩士班(日間),大韓民國(南韓),其他亞洲地區,1
108,2,私立,一般大學,1009,長庚大學,07141016,電子工程學系,碩士班(日間),大韓民國(南韓),其他亞洲地區,1
108,2,私立,一般大學,1009,長庚大學,07141016,電子工程學系,碩士班(日間),美國,北美洲,1
108,2,私立,一般大學,1009,長庚大學,07141052,奈米工程及設計碩士學位學程,碩士班(日間),新加坡共和國,東協,1
108,2,私立,一般大學,1009,長庚大學,09151037,物理治療學系,博士班,美國,北美洲,1
108,2,私立,一般大學,1009,長庚大學,09152038,職能治療學系行為科學碩士班,碩士班(日間),美國,北美洲,1
108,2,私立,一般大學,1010,元智大學,,不分系所,不分學制,越南社會主義共和國,東協,2
108,2,私立,一般大學,1010,元智大學,,不分系所,不分學制,印度尼西亞共和國,東協,1
108,2,私立,一般大學,1010,元智大學,,不分系所,不分學制,孟加拉人民共和國,南亞,2
108,2,私立,一般大學,1010,元智大學,,不分系所,不分學制,大陸地區,大陸地區,8
108,2,私立,一般大學,1010,元智大學,,不分系所,不分學制,美國,北美洲,1
108,2,私立,一般大學,1010,元智大學,02191001,藝術與設計學系,學士班(日間),馬來西亞,東協,1
108,2,私立,一般大學,1010,元智大學,02311007,應用外語學系,學士班(日間),馬來西亞,東協,1
108,2,私立,一般大學,1010,元智大學,02322004,中國語文學系,學士班(日間),馬來西亞,東協,3
108,2,私立,一般大學,1010,元智大學,03141009,社會暨政策科學學系,學士班(日間),馬來西亞,東協,1
108,2,私立,一般大學,1010,元智大學,04121014,管理學院財務金融暨會計碩士班,碩士班(日間),澳大利亞,其他亞洲地區,1
108,2,私立,一般大學,1010,元智大學,04121014,管理學院財務金融暨會計碩士班,碩士班(日間),荷蘭王國,歐洲,1
108,2,私立,一般大學,1010,元智大學,04121014,管理學院財務金融暨會計碩士班,碩士班(日間),德意志聯邦共和國,歐洲,1
108,2,私立,一般大學,1010,元智大學,04121014,管理學院財務金融暨會計碩士班,碩士班(日間),美國,北美洲,3
108,2,私立,一般大學,1010,元智大學,04131019,管理學院經營管理碩士班,碩士班(日間),澳大利亞,其他亞洲地區,2
108,2,私立,一般大學,1010,元智大學,04131019,管理學院經營管理碩士班,碩士班(日間),法國,歐洲,1
108,2,私立,一般大學,1010,元智大學,04131019,管理學院經營管理碩士班,碩士班(日間),荷蘭王國,歐洲,1
108,2,私立,一般大學,1010,元智大學,04131019,管理學院經營管理碩士班,碩士班(日間),德意志聯邦共和國,歐洲,1
108,2,私立,一般大學,1010,元智大學,04131019,管理學院經營管理碩士班,碩士班(日間),美國,北美洲,6
108,2,私立,一般大學,1010,元智大學,04199018,管理學院學士班,學士班(日間),馬來西亞,東協,2
108,2,私立,一般大學,1010,元智大學,04199018,管理學院學士班,學士班(日間),大韓民國(南韓),其他亞洲地區,1
108,2,私立,一般大學,1010,元智大學,04199018,管理學院學士班,學士班(日間),法國,歐洲,1
108,2,私立,一般大學,1010,元智大學,04199018,管理學院學士班,學士班(日間),德意志聯邦共和國,歐洲,1
108,2,私立,一般大學,1010,元智大學,04199018,管理學院學士班,學士班(日間),美國,北美洲,2
108,2,私立,一般大學,1010,元智大學,06131011,資訊管理學系,學士班(日間),馬來西亞,東協,1
108,2,私立,一般大學,1010,元智大學,06131011,資訊管理學系,學士班(日間),大陸地區,大陸地區,1
108,2,私立,一般大學,1010,元智大學,06131011,資訊管理學系,碩士班(日間),澳大利亞,其他亞洲地區,1
108,2,私立,一般大學,1010,元智大學,06131028,資訊工程學系,學士班(日間),馬來西亞,東協,1
108,2,私立,一般大學,1010,元智大學,06131028,資訊工程學系,學士班(日間),大陸地區,大陸地區,1
108,2,私立,一般大學,1010,元智大學,06131028,資訊工程學系,碩士班(日間),大陸地區,大陸地區,4
108,2,私立,一般大學,1010,元智大學,06131028,資訊工程學系,博士班,大陸地區,大陸地區,1
108,2,私立,一般大學,1010,元智大學,06131028,資訊工程學系,學士班(日間),瑞典王國,歐洲,1
108,2,私立,一般大學,1010,元智大學,06133013,資訊傳播學系,學士班(日間),馬來西亞,東協,2
108,2,私立,一般大學,1010,元智大學,07111041,化學工程與材料科學學系,碩士班(日間),大陸地區,大陸地區,1
108,2,私立,一般大學,1010,元智大學,07111041,化學工程與材料科學學系,學士班(日間),瑞典王國,歐洲,1
108,2,私立,一般大學,1010,元智大學,07141033,電機工程學系,碩士班(日間),大陸地區,大陸地區,1
108,2,私立,一般大學,1010,元智大學,07141033,電機工程學系,博士班,大陸地區,大陸地區,1
108,2,私立,一般大學,1010,元智大學,07141033,電機工程學系,學士班(日間),瑞典王國,歐洲,1
108,2,私立,一般大學,1010,元智大學,07151037,機械工程學系,碩士班(日間),大陸地區,大陸地區,2
108,2,私立,一般大學,1010,元智大學,07191043,工業工程與管理學系,碩士班(日間),大陸地區,大陸地區,1
108,2,私立,一般大學,1010,元智大學,07191043,工業工程與管理學系,學士班(日間),瑞典王國,歐洲,1
108,2,私立,一般大學,1011,中華大學學校財團法人中華大學,02311002,應用日語學系,學士班(日間),日本,其他亞洲地區,1
108,2,私立,一般大學,1011,中華大學學校財團法人中華大學,04131007,企業管理學系,碩士班(日間),泰國,東協,1
108,2,私立,一般大學,1011,中華大學學校財團法人中華大學,07151028,機械工程學系,碩士班(日間),捷克共和國,歐洲,1
108,2,私立,一般大學,1011,中華大學學校財團法人中華大學,07194037,工程科學博士學位學程,博士班,英國,歐洲,1
108,2,私立,一般大學,1011,中華大學學校財團法人中華大學,07311038,建築與都市計畫學系,碩士班(日間),捷克共和國,歐洲,1
108,2,私立,一般大學,1011,中華大學學校財團法人中華大學,07311038,建築與都市計畫學系,碩士班(日間),西班牙王國,歐洲,1
108,2,私立,一般大學,1011,中華大學學校財團法人中華大學,07321032,土木工程學系,博士班,斯洛伐克共和國,歐洲,1
108,2,私立,一般大學,1012,大葉大學,02121002,造形藝術學系,碩士班(日間),義大利共和國,歐洲,1
108,2,私立,一般大學,1012,大葉大學,02311004,英語學系,學士班(日間),英國,歐洲,1
108,2,私立,一般大學,1012,大葉大學,02311004,英語學系,學士班(日間),美國,北美洲,1
108,2,私立,一般大學,1012,大葉大學,02311004,英語學系,碩士班(日間),美國,北美洲,2
108,2,私立,一般大學,1012,大葉大學,02311006,應用日語學系,學士班(日間),日本,其他亞洲地區,1
108,2,私立,一般大學,1012,大葉大學,02311016,歐洲文化與旅遊學士學位學程,學士班(日間),瑞士聯邦,歐洲,1
108,2,私立,一般大學,1012,大葉大學,04131021,企業管理學系,碩士班(日間),美國,北美洲,1
108,2,私立,一般大學,1012,大葉大學,04131024,國際企業管理學系,碩士班(日間),美國,北美洲,1
108,2,私立,一般大學,1012,大葉大學,09131065,護理學系,學士班(日間),澳大利亞,其他亞洲地區,1
108,2,私立,一般大學,1012,大葉大學,09161064,藥用植物與保健學系,學士班(日間),美國,北美洲,1
108,2,私立,一般大學,1012,大葉大學,10199074,烘焙暨飲料調製學士學位學程,學士班(日間),英國,歐洲,1
108,2,私立,一般大學,1013,華梵大學,02123008,工業設計學系,碩士班(日間),英國,歐洲,1
108,2,私立,一般大學,1013,華梵大學,02131002,美術與文創學系,碩士班(日間),西班牙王國,歐洲,1
108,2,私立,一般大學,1014,義守大學,02311002,應用英語學系,學士班(日間),馬來西亞,東協,1
108,2,私立,一般大學,1014,義守大學,03211008,大眾傳播學系,學士班(日間),馬來西亞,東協,4
108,2,私立,一般大學,1014,義守大學,04121017,國際財務金融學系,學士班(日間),大陸地區,大陸地區,1
108,2,私立,一般大學,1014,義守大學,04121066,財務金融管理學系,學士班(日間),越南社會主義共和國,東協,1
108,2,私立,一般大學,1014,義守大學,04131010,企業管理學系,學士班(日間),越南社會主義共和國,東協,1
108,2,私立,一般大學,1014,義守大學,04131013,國際企業經營學系,學士班(日間),英國,歐洲,1
108,2,私立,一般大學,1014,義守大學,04141015,國際商務學系,學士班(日間),英國,歐洲,1
108,2,私立,一般大學,1014,義守大學,04199019,工業管理學系,學士班(日間),大陸地區,大陸地區,1
108,2,私立,一般大學,1014,義守大學,06131024,資訊管理學系,學士班(日間),馬來西亞,東協,1
108,2,私立,一般大學,1015,世新大學,02111018,廣播電視電影學系,學士班(日間),馬來西亞,東協,5
108,2,私立,一般大學,1015,世新大學,02311002,英語學系,學士班(日間),馬來西亞,東協,1
108,2,私立,一般大學,1015,世新大學,03212017,新聞學系,學士班(日間),馬來西亞,東協,4
108,2,私立,一般大學,1015,世新大學,03212017,新聞學系,學士班(日間),美國,北美洲,1
108,2,私立,一般大學,1015,世新大學,03214013,資訊傳播學系,學士班(日間),馬來西亞,東協,1
108,2,私立,一般大學,1015,世新大學,03214014,口語傳播學系,學士班(日間),馬來西亞,東協,4
108,2,私立,一般大學,1015,世新大學,03214014,口語傳播學系,碩士班(日間),美國,北美洲,1
108,2,私立,一般大學,1015,世新大學,03214020,圖文傳播暨數位出版學系,學士班(日間),馬來西亞,東協,3
108,2,私立,一般大學,1015,世新大學,04121024,財務金融學系,學士班(日間),美國,北美洲,1
108,2,私立,一般大學,1015,世新大學,04134009,行政管理學系,學士班(日間),美國,北美洲,1
108,2,私立,一般大學,1015,世新大學,04143019,公共關係暨廣告學系,學士班(日間),馬來西亞,東協,4
108,2,私立,一般大學,1015,世新大學,04199025,傳播管理學系,學士班(日間),馬來西亞,東協,3
108,2,私立,一般大學,1015,世新大學,04199025,傳播管理學系,學士班(日間),美國,北美洲,1
108,2,私立,一般大學,1015,世新大學,10151029,觀光學系,學士班(日間),馬來西亞,東協,1
108,2,私立,一般大學,1015,世新大學,10151029,觀光學系,學士班(日間),美國,北美洲,2
108,2,私立,一般大學,1016,銘傳大學,01131042,華語文教學碩士學位學程,碩士班(日間),美國,北美洲,1
108,2,私立,一般大學,1016,銘傳大學,02123073,商品設計學系,學士班(日間),英國,歐洲,1
108,2,私立,一般大學,1016,銘傳大學,03212046,新聞學系,學士班(日間),英國,歐洲,1
108,2,私立,一般大學,1016,銘傳大學,03213064,新媒體暨傳播管理碩士學位學程,碩士班(日間),美國,北美洲,1
108,2,私立,一般大學,1016,銘傳大學,04131017,國際企業與貿易學士學位學程,學士班(日間),美國,北美洲,1
108,2,私立,一般大學,1016,銘傳大學,04131061,國際企業學系,學士班(日間),美國,北美洲,1
108,2,私立,一般大學,1016,銘傳大學,04131061,國際企業學系,碩士班(日間),美國,北美洲,1
108,2,私立,一般大學,1016,銘傳大學,04211039,法律學系,碩士班(日間),大陸地區,大陸地區,2
108,2,私立,一般大學,1016,銘傳大學,07311026,建築學系,碩士班(日間),大陸地區,大陸地區,1
108,2,私立,一般大學,1016,銘傳大學,10151008,旅遊與觀光學士學位學程,學士班(日間),英國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,,不分系所,不分學制,馬來西亞,東協,3
108,2,私立,一般大學,1017,實踐大學,,不分系所,不分學制,泰國,東協,1
108,2,私立,一般大學,1017,實踐大學,,不分系所,不分學制,柬埔寨王國,東協,1
108,2,私立,一般大學,1017,實踐大學,,不分系所,不分學制,印度尼西亞共和國,東協,2
108,2,私立,一般大學,1017,實踐大學,,不分系所,不分學制,日本,其他亞洲地區,1
108,2,私立,一般大學,1017,實踐大學,,不分系所,不分學制,英國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,,不分系所,不分學制,美國,北美洲,1
108,2,私立,一般大學,1017,實踐大學,02311004,應用外語學系,學士班(日間),法國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,02311004,應用外語學系,學士班(日間),英國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,02311004,應用外語學系,學士班(日間),美國,北美洲,1
108,2,私立,一般大學,1017,實踐大學,02311005,應用英語學系,學士班(日間),法國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,02311005,應用英語學系,學士班(日間),瑞士聯邦,歐洲,1
108,2,私立,一般大學,1017,實踐大學,02311005,應用英語學系,學士班(日間),英國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,02311005,應用英語學系,學士班(日間),美國,北美洲,1
108,2,私立,一般大學,1017,實踐大學,02311006,應用日文學系,學士班(日間),日本,其他亞洲地區,1
108,2,私立,一般大學,1017,實踐大學,04111019,會計學系,學士班(日間),芬蘭共和國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04111019,會計學系,學士班(日間),法國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04121029,財務金融學系,學士班(日間),澳大利亞,其他亞洲地區,1
108,2,私立,一般大學,1017,實踐大學,04121029,財務金融學系,學士班(日間),芬蘭共和國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04121029,財務金融學系,學士班(日間),法國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04121029,財務金融學系,學士班(日間),英國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04121029,財務金融學系,碩士班(日間),法國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04121029,財務金融學系,碩士班(日間),美國,北美洲,1
108,2,私立,一般大學,1017,實踐大學,04123033,風險管理與保險學系,學士班(日間),法國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04123033,風險管理與保險學系,學士班(日間),德意志聯邦共和國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04131021,企業管理學系,學士班(日間),印度尼西亞共和國,東協,2
108,2,私立,一般大學,1017,實踐大學,04131021,企業管理學系,學士班(日間),大韓民國(南韓),其他亞洲地區,1
108,2,私立,一般大學,1017,實踐大學,04131021,企業管理學系,學士班(日間),芬蘭共和國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04131021,企業管理學系,學士班(日間),法國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04131021,企業管理學系,學士班(日間),匈牙利共和國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04131021,企業管理學系,學士班(日間),英國,歐洲,2
108,2,私立,一般大學,1017,實踐大學,04131021,企業管理學系,學士班(日間),德意志聯邦共和國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04131021,企業管理學系,學士班(進修),芬蘭共和國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04131021,企業管理學系,學士班(進修),法國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04131021,企業管理學系,學士班(日間),美國,北美洲,2
108,2,私立,一般大學,1017,實踐大學,04131021,企業管理學系,碩士班(日間),美國,北美洲,1
108,2,私立,一般大學,1017,實踐大學,04131022,國際企業管理學系,學士班(日間),法國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04131022,國際企業管理學系,學士班(日間),德意志聯邦共和國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語碩士學位學程,碩士班(日間),泰國,東協,1
108,2,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語碩士學位學程,碩士班(日間),法國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語碩士學位學程,碩士班(日間),美國,北美洲,1
108,2,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語學士學位學程,學士班(日間),印度尼西亞共和國,東協,1
108,2,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語學士學位學程,學士班(日間),芬蘭共和國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語學士學位學程,學士班(日間),法國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語學士學位學程,學士班(日間),匈牙利共和國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語學士學位學程,學士班(日間),荷蘭王國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語學士學位學程,學士班(日間),德意志聯邦共和國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語學士學位學程,學士班(日間),美國,北美洲,3
108,2,私立,一般大學,1017,實踐大學,04141026,國際貿易學系,學士班(日間),美國,北美洲,1
108,2,私立,一般大學,1017,實踐大學,04141028,國際經營與貿易學系,學士班(日間),澳大利亞,其他亞洲地區,1
108,2,私立,一般大學,1017,實踐大學,04141028,國際經營與貿易學系,學士班(日間),芬蘭共和國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04141028,國際經營與貿易學系,學士班(日間),法國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04141028,國際經營與貿易學系,學士班(日間),匈牙利共和國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04141028,國際經營與貿易學系,學士班(日間),英國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04141028,國際經營與貿易學系,學士班(日間),德意志聯邦共和國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04141028,國際經營與貿易學系,學士班(進修),英國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04141028,國際經營與貿易學系,學士班(進修),德意志聯邦共和國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04141028,國際經營與貿易學系,學士班(日間),美國,北美洲,1
108,2,私立,一般大學,1017,實踐大學,04143035,行銷管理學系,學士班(日間),法國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,04143035,行銷管理學系,學士班(日間),德意志聯邦共和國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,06131037,資訊科技與管理學系,學士班(日間),法國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,06131037,資訊科技與管理學系,學士班(日間),德意志聯邦共和國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,06131037,資訊科技與管理學系,學士班(日間),美國,北美洲,1
108,2,私立,一般大學,1017,實踐大學,10131046,餐飲管理學系,學士班(日間),澳大利亞,其他亞洲地區,1
108,2,私立,一般大學,1017,實踐大學,10131046,餐飲管理學系,學士班(日間),西班牙王國,歐洲,1
108,2,私立,一般大學,1017,實踐大學,10131046,餐飲管理學系,學士班(日間),瑞士聯邦,歐洲,1
108,2,私立,一般大學,1017,實踐大學,10131046,餐飲管理學系,學士班(進修),瑞士聯邦,歐洲,1
108,2,私立,一般大學,1017,實踐大學,10131046,餐飲管理學系餐飲產業創新碩士班,碩士班(日間),瑞士聯邦,歐洲,1
108,2,私立,一般大學,1017,實踐大學,10131046,餐飲管理學系餐飲產業創新碩士班,碩士班(日間),美國,北美洲,1
108,2,私立,技專校院,1018,朝陽科技大學,02112003,視覺傳達設計系,學士班(日間),馬來西亞,東協,2
108,2,私立,技專校院,1018,朝陽科技大學,02112003,視覺傳達設計系,學士班(日間),越南社會主義共和國,東協,1
108,2,私立,技專校院,1018,朝陽科技大學,02112003,視覺傳達設計系,學士班(日間),英國,歐洲,1
108,2,私立,技專校院,1018,朝陽科技大學,02123004,工業設計系,學士班(日間),馬來西亞,東協,1
108,2,私立,技專校院,1018,朝陽科技大學,02123004,工業設計系,學士班(日間),英國,歐洲,1
108,2,私立,技專校院,1018,朝陽科技大學,02311001,應用英語系,學士班(日間),越南社會主義共和國,東協,1
108,2,私立,技專校院,1018,朝陽科技大學,02311001,應用英語系,學士班(日間),大韓民國(南韓),其他亞洲地區,1
108,2,私立,技專校院,1018,朝陽科技大學,02311001,應用英語系,學士班(日間),英國,歐洲,1
108,2,私立,技專校院,1018,朝陽科技大學,02311001,應用英語系,碩士班(日間),英國,歐洲,1
108,2,私立,技專校院,1018,朝陽科技大學,02311001,應用英語系,碩士班(日間),美國,北美洲,1
108,2,私立,技專校院,1018,朝陽科技大學,03211006,傳播藝術系,學士班(日間),馬來西亞,東協,5
108,2,私立,技專校院,1018,朝陽科技大學,03211006,傳播藝術系,學士班(日間),越南社會主義共和國,東協,1
108,2,私立,技專校院,1018,朝陽科技大學,03211006,傳播藝術系,學士班(日間),英國,歐洲,1
108,2,私立,技專校院,1018,朝陽科技大學,04111007,會計系,學士班(日間),英國,歐洲,1
108,2,私立,技專校院,1018,朝陽科技大學,04121010,財務金融系,學士班(日間),越南社會主義共和國,東協,1
108,2,私立,技專校院,1018,朝陽科技大學,04131008,企業管理系,學士班(日間),馬來西亞,東協,1
108,2,私立,技專校院,1018,朝陽科技大學,04131008,企業管理系,學士班(日間),越南社會主義共和國,東協,2
108,2,私立,技專校院,1018,朝陽科技大學,04131008,企業管理系,學士班(日間),英國,歐洲,1
108,2,私立,技專校院,1018,朝陽科技大學,04132012,行銷與流通管理系,學士班(日間),越南社會主義共和國,東協,1
108,2,私立,技專校院,1018,朝陽科技大學,04132012,行銷與流通管理系,學士班(日間),英國,歐洲,2
108,2,私立,技專校院,1018,朝陽科技大學,06131019,資訊管理系,碩士班(日間),日本,其他亞洲地區,2
108,2,私立,技專校院,1018,朝陽科技大學,06132023,資訊與通訊系,碩士班(日間),日本,其他亞洲地區,1
108,2,私立,技專校院,1018,朝陽科技大學,06132023,資訊與通訊系,碩士班(日間),德意志聯邦共和國,歐洲,1
108,2,私立,技專校院,1018,朝陽科技大學,07141020,資訊工程系,碩士班(日間),日本,其他亞洲地區,1
108,2,私立,技專校院,1018,朝陽科技大學,09221035,幼兒保育系,學士班(日間),馬來西亞,東協,1
108,2,私立,技專校院,1018,朝陽科技大學,09221035,幼兒保育系,學士班(日間),英國,歐洲,1
108,2,私立,技專校院,1018,朝陽科技大學,10152036,休閒事業管理系,學士班(日間),越南社會主義共和國,東協,1
108,2,私立,技專校院,1018,朝陽科技大學,10152036,休閒事業管理系,學士班(日間),大韓民國(南韓),其他亞洲地區,1
108,2,私立,一般大學,1019,高雄醫學大學,05311017,醫藥暨應用化學系,博士班,法國,歐洲,1
108,2,私立,一般大學,1019,高雄醫學大學,09121011,醫學研究所,博士班,瑞典王國,歐洲,1
108,2,私立,一般大學,1019,高雄醫學大學,09121011,醫學研究所,博士班,美國,北美洲,1
108,2,私立,一般大學,1019,高雄醫學大學,09121018,臨床醫學研究所,博士班,瑞典王國,歐洲,1
108,2,私立,一般大學,1019,高雄醫學大學,09161024,藥學系,博士班,匈牙利共和國,歐洲,1
108,2,私立,一般大學,1019,高雄醫學大學,09161026,天然藥物研究所,博士班,匈牙利共和國,歐洲,1
108,2,私立,一般大學,1019,高雄醫學大學,09161026,天然藥物研究所,博士班,瑞典王國,歐洲,1
108,2,私立,一般大學,1020,南華大學,02311008,外國語文學系,學士班(日間),美國,北美洲,1
108,2,私立,一般大學,1020,南華大學,03122019,國際事務與企業學系,學士班(日間),美國,北美洲,1
108,2,私立,一般大學,1020,南華大學,04121031,財務金融學系,學士班(日間),美國,北美洲,1
108,2,私立,一般大學,1020,南華大學,04131029,企業管理學系,學士班(日間),美國,北美洲,1
108,2,私立,一般大學,1020,南華大學,04141030,管理學院國際企業學士學位學程,學士班(日間),美國,北美洲,1
108,2,私立,一般大學,1020,南華大學,04191028,電子商務管理學系,學士班(日間),美國,北美洲,1
108,2,私立,一般大學,1021,真理大學,02151001,音樂應用學系,學士班(日間),馬來西亞,東協,1
108,2,私立,一般大學,1021,真理大學,02311006,英美語文學系,學士班(日間),英國,歐洲,1
108,2,私立,一般大學,1021,真理大學,03111014,經濟學系,學士班(日間),英國,歐洲,1
108,2,私立,一般大學,1021,真理大學,04199057,運動管理學系,學士班(日間),英國,歐洲,1
108,2,私立,一般大學,1022,大同大學,04131007,事業經營學系,碩士班(日間),德意志聯邦共和國,歐洲,1
108,2,私立,一般大學,1022,大同大學,04131007,事業經營學系,碩士班(日間),美國,北美洲,1
108,2,私立,一般大學,1022,大同大學,06131006,資訊經營學系,碩士班(日間),德意志聯邦共和國,歐洲,1
108,2,私立,一般大學,1022,大同大學,07111021,化學工程與生物科技學系,碩士班(日間),美國,北美洲,1
108,2,私立,一般大學,1022,大同大學,07112016,材料工程學系,碩士班(日間),美國,北美洲,1
108,2,私立,一般大學,1022,大同大學,07141010,電機工程學系,碩士班(日間),美國,北美洲,1
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02311005,應用英語系,學士班(日間),澳大利亞,其他亞洲地區,1
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02311005,應用英語系,碩士班(日間),澳大利亞,其他亞洲地區,1
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131015,企業管理系,碩士班(日間),日本,其他亞洲地區,1
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131015,企業管理系,碩士班(日間),奧地利共和國,歐洲,1
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131015,企業管理系,碩士班(日間),法國,歐洲,1
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131015,企業管理系人力資源管理碩士班,碩士班(日間),法國,歐洲,1
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04132024,行銷與流通管理系,碩士班(日間),日本,其他亞洲地區,2
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04199064,全球經營管理碩士班,碩士班(日間),奧地利共和國,歐洲,1
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04199064,全球經營管理碩士班,碩士班(日間),法國,歐洲,1
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04199064,全球經營管理碩士班,碩士班(日間),德意志聯邦共和國,歐洲,1
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,05121063,生物與食品科技系,碩士班(日間),日本,其他亞洲地區,1
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07111048,化學工程與材料工程系,碩士班(日間),日本,其他亞洲地區,1
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141039,電機工程系,碩士班(日間),日本,其他亞洲地區,2
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141040,電子工程系,碩士班(日間),日本,其他亞洲地區,2
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141042,光電工程系,碩士班(日間),日本,其他亞洲地區,1
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07151045,機械工程系,碩士班(日間),日本,其他亞洲地區,2
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,10152058,休閒事業管理系,碩士班(日間),日本,其他亞洲地區,1
108,2,私立,技專校院,1024,崑山科技大學,02111009,視訊傳播設計系,學士班(日間),英國,歐洲,1
108,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,04133003,醫務管理系,碩士班(日間),美國,北美洲,1
108,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,05191015,保健營養系,碩士班(日間),泰國,東協,1
108,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,05211027,環境資源管理系,碩士班(日間),菲律賓共和國,東協,2
108,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,05211027,環境資源管理系,碩士班(日間),泰國,東協,1
108,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,05211027,環境資源管理系,碩士班(日間),越南社會主義共和國,東協,1
108,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,06134007,應用空間資訊系,碩士班(日間),菲律賓共和國,東協,1
108,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,07121009,環境工程與科學系,碩士班(日間),菲律賓共和國,東協,2
108,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,07121009,環境工程與科學系,碩士班(日間),泰國,東協,5
108,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,10121024,化粧品應用與管理系化粧品科技碩士班,碩士班(日間),泰國,東協,2
