,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,畢業生總人數,男,女
,102,公立,一般大學,2,國立清華大學,521399,原子科學院學士班,學士班(日間),12,10,2
,102,公立,一般大學,2,國立清華大學,529999,工學院學士班,學士班(日間),18,14,4
,102,公立,一般大學,2,國立清華大學,720107,分子醫學研究所,碩士班(日間),24,6,18
,102,公立,一般大學,2,國立清華大學,720107,分子醫學研究所,博士班,7,3,4
,102,公立,一般大學,2,國立清華大學,720117,醫學科學系,學士班(日間),12,7,5
,102,公立,一般大學,3,國立臺灣大學,210401,音樂學研究所,碩士班(日間),5,0,5
,102,公立,一般大學,3,國立臺灣大學,210501,戲劇學系,學士班(日間),21,9,12
,102,公立,一般大學,3,國立臺灣大學,210501,戲劇學系,碩士班(日間),5,2,3
,102,公立,一般大學,3,國立臺灣大學,210703,藝術史研究所,碩士班(日間),9,1,8
,102,公立,一般大學,3,國立臺灣大學,220101,臺灣文學研究所,碩士班(日間),10,5,5
,102,公立,一般大學,3,國立臺灣大學,220201,中國文學系,學士班(日間),62,11,51
,102,公立,一般大學,3,國立臺灣大學,220201,中國文學系國際學生學士班,學士班(日間),15,5,10
,102,公立,一般大學,3,國立臺灣大學,220201,中國文學系,碩士班(日間),22,12,10
,102,公立,一般大學,3,國立臺灣大學,220201,中國文學系,博士班,13,8,5
,102,公立,一般大學,3,國立臺灣大學,220301,外國語文學系,學士班(日間),117,25,92
,102,公立,一般大學,3,國立臺灣大學,220301,外國語文學系,碩士班(日間),15,4,11
,102,公立,一般大學,3,國立臺灣大學,220301,外國語文學系,博士班,3,2,1
,102,公立,一般大學,3,國立臺灣大學,220320,日本語文學系,學士班(日間),61,12,49
,102,公立,一般大學,3,國立臺灣大學,220320,日本語文學系,碩士班(日間),10,1,9
,102,公立,一般大學,3,國立臺灣大學,220701,語言學研究所,碩士班(日間),6,3,3
,102,公立,一般大學,3,國立臺灣大學,220901,歷史學系,學士班(日間),51,19,32
,102,公立,一般大學,3,國立臺灣大學,220901,歷史學系,學士班(進修),3,1,2
,102,公立,一般大學,3,國立臺灣大學,220901,歷史學系,碩士班(日間),20,12,8
,102,公立,一般大學,3,國立臺灣大學,220901,歷史學系,博士班,7,5,2
,102,公立,一般大學,3,國立臺灣大學,221001,人類學系,學士班(日間),25,5,20
,102,公立,一般大學,3,國立臺灣大學,221001,人類學系,碩士班(日間),8,2,6
,102,公立,一般大學,3,國立臺灣大學,221001,人類學系,博士班,1,0,1
,102,公立,一般大學,3,國立臺灣大學,221101,哲學系,學士班(日間),32,14,18
,102,公立,一般大學,3,國立臺灣大學,221101,哲學系,碩士班(日間),8,6,2
,102,公立,一般大學,3,國立臺灣大學,221101,哲學系,博士班,3,2,1
,102,公立,一般大學,3,國立臺灣大學,310101,經濟學系,學士班(日間),148,73,75
,102,公立,一般大學,3,國立臺灣大學,310101,經濟學系,碩士班(日間),38,27,11
,102,公立,一般大學,3,國立臺灣大學,310101,經濟學系,碩士在職專班,19,7,12
,102,公立,一般大學,3,國立臺灣大學,310101,經濟學系,博士班,6,6,0
,102,公立,一般大學,3,國立臺灣大學,310201,政治學系公共行政組,學士班(日間),56,19,37
,102,公立,一般大學,3,國立臺灣大學,310201,政治學系政治理論組,學士班(日間),53,26,27
,102,公立,一般大學,3,國立臺灣大學,310201,政治學系國際關係組,學士班(日間),75,20,55
,102,公立,一般大學,3,國立臺灣大學,310201,政治學系,碩士班(日間),34,18,16
,102,公立,一般大學,3,國立臺灣大學,310201,政治學系,碩士在職專班,24,10,14
,102,公立,一般大學,3,國立臺灣大學,310201,政治學系,博士班,8,7,1
,102,公立,一般大學,3,國立臺灣大學,310301,社會學系,學士班(日間),53,19,34
,102,公立,一般大學,3,國立臺灣大學,310301,社會學系,碩士班(日間),5,0,5
,102,公立,一般大學,3,國立臺灣大學,310501,心理學系,學士班(日間),60,27,33
,102,公立,一般大學,3,國立臺灣大學,310501,心理學系一般心理學組,碩士班(日間),25,12,13
,102,公立,一般大學,3,國立臺灣大學,310501,心理學系臨床心理學組,碩士班(日間),10,5,5
,102,公立,一般大學,3,國立臺灣大學,310501,心理學系一般心理學組,博士班,9,3,6
,102,公立,一般大學,3,國立臺灣大學,310501,心理學系臨床心理學組,博士班,4,2,2
,102,公立,一般大學,3,國立臺灣大學,310602,地理環境資源學系,學士班(日間),35,21,14
,102,公立,一般大學,3,國立臺灣大學,310602,地理環境資源學系,碩士班(日間),25,15,10
,102,公立,一般大學,3,國立臺灣大學,310602,地理環境資源學系,碩士在職專班,1,0,1
,102,公立,一般大學,3,國立臺灣大學,310602,地理環境資源學系,博士班,1,1,0
,102,公立,一般大學,3,國立臺灣大學,311002,國家發展研究所,碩士班(日間),40,20,20
,102,公立,一般大學,3,國立臺灣大學,311002,國家發展研究所,碩士在職專班,30,12,18
,102,公立,一般大學,3,國立臺灣大學,311002,國家發展研究所,博士班,5,4,1
,102,公立,一般大學,3,國立臺灣大學,320201,新聞研究所,碩士班(日間),29,8,21
,102,公立,一般大學,3,國立臺灣大學,320602,圖書資訊學系,學士班(日間),46,1,45
,102,公立,一般大學,3,國立臺灣大學,320602,圖書資訊學系,碩士班(日間),9,2,7
,102,公立,一般大學,3,國立臺灣大學,320602,圖書資訊學系,碩士在職專班,2,0,2
,102,公立,一般大學,3,國立臺灣大學,320602,圖書資訊學系,博士班,2,0,2
,102,公立,一般大學,3,國立臺灣大學,340101,商學研究所,碩士班(日間),61,32,29
,102,公立,一般大學,3,國立臺灣大學,340101,商學研究所,博士班,7,4,3
,102,公立,一般大學,3,國立臺灣大學,340201,會計學系,學士班(日間),129,43,86
,102,公立,一般大學,3,國立臺灣大學,340201,會計學系,碩士班(日間),42,18,24
,102,公立,一般大學,3,國立臺灣大學,340201,會計學系,博士班,3,1,2
,102,公立,一般大學,3,國立臺灣大學,340302,工商管理學系企業管理組,學士班(日間),63,14,49
,102,公立,一般大學,3,國立臺灣大學,340302,工商管理學系科技管理組,學士班(日間),44,23,21
,102,公立,一般大學,3,國立臺灣大學,340307,國際企業學系,學士班(日間),97,40,57
,102,公立,一般大學,3,國立臺灣大學,340307,國際企業學系,碩士班(日間),63,45,18
,102,公立,一般大學,3,國立臺灣大學,340307,國際企業學系,博士班,3,2,1
,102,公立,一般大學,3,國立臺灣大學,340501,財務金融學系,學士班(日間),118,49,69
,102,公立,一般大學,3,國立臺灣大學,340501,財務金融學系,碩士班(日間),69,38,31
,102,公立,一般大學,3,國立臺灣大學,340501,財務金融學系,博士班,6,3,3
,102,公立,一般大學,3,國立臺灣大學,349939,管理學院企業管理碩士專班,碩士班(日間),46,27,19
,102,公立,一般大學,3,國立臺灣大學,349939,管理學院財務金融組,碩士在職專班,22,13,9
,102,公立,一般大學,3,國立臺灣大學,349939,管理學院高階公共管理組,碩士在職專班,2,1,1
,102,公立,一般大學,3,國立臺灣大學,349939,管理學院商學組,碩士在職專班,41,29,12
,102,公立,一般大學,3,國立臺灣大學,349939,管理學院國際企業管理組,碩士在職專班,39,31,8
,102,公立,一般大學,3,國立臺灣大學,349939,管理學院會計與管理決策組,碩士在職專班,23,14,9
,102,公立,一般大學,3,國立臺灣大學,349939,管理學院資訊管理組,碩士在職專班,15,12,3
,102,公立,一般大學,3,國立臺灣大學,349939,臺大－復旦EMBA境外專班,碩士在職專班,53,40,13
,102,公立,一般大學,3,國立臺灣大學,380101,法律學系司法組,學士班(日間),52,20,32
,102,公立,一般大學,3,國立臺灣大學,380101,法律學系法學組,學士班(日間),60,24,36
,102,公立,一般大學,3,國立臺灣大學,380101,法律學系財經法學組,學士班(日間),65,26,39
,102,公立,一般大學,3,國立臺灣大學,380101,法律學系,學士班(進修),1,1,0
,102,公立,一般大學,3,國立臺灣大學,380101,法律學系,碩士班(日間),108,50,58
,102,公立,一般大學,3,國立臺灣大學,380101,法律學系,博士班,4,1,3
,102,公立,一般大學,3,國立臺灣大學,380205,科際整合法律學研究所,碩士班(日間),29,10,19
,102,公立,一般大學,3,國立臺灣大學,420103,生命科學系,學士班(日間),68,41,27
,102,公立,一般大學,3,國立臺灣大學,420103,生命科學系,碩士班(日間),25,14,11
,102,公立,一般大學,3,國立臺灣大學,420103,生命科學系,博士班,4,2,2
,102,公立,一般大學,3,國立臺灣大學,420106,植物科學研究所,碩士班(日間),24,9,15
,102,公立,一般大學,3,國立臺灣大學,420106,植物科學研究所,博士班,4,2,2
,102,公立,一般大學,3,國立臺灣大學,420107,昆蟲學系,學士班(日間),19,13,6
,102,公立,一般大學,3,國立臺灣大學,420107,昆蟲學系,碩士班(日間),10,8,2
,102,公立,一般大學,3,國立臺灣大學,420107,昆蟲學系,碩士在職專班,1,1,0
,102,公立,一般大學,3,國立臺灣大學,420107,昆蟲學系,博士班,4,2,2
,102,公立,一般大學,3,國立臺灣大學,420202,生態學與演化生物學研究所,碩士班(日間),22,14,8
,102,公立,一般大學,3,國立臺灣大學,420202,生態學與演化生物學研究所,博士班,4,2,2
,102,公立,一般大學,3,國立臺灣大學,420302,生物科技研究所,博士班,9,5,4
,102,公立,一般大學,3,國立臺灣大學,420309,生化科學研究所,碩士班(日間),14,8,6
,102,公立,一般大學,3,國立臺灣大學,420309,生化科學研究所,博士班,16,11,5
,102,公立,一般大學,3,國立臺灣大學,420310,生化科技學系,學士班(日間),46,27,19
,102,公立,一般大學,3,國立臺灣大學,420310,生化科技學系,碩士班(日間),46,28,18
,102,公立,一般大學,3,國立臺灣大學,420310,生化科技學系,博士班,7,3,4
,102,公立,一般大學,3,國立臺灣大學,420313,分子與細胞生物學研究所,碩士班(日間),23,12,11
,102,公立,一般大學,3,國立臺灣大學,420313,分子與細胞生物學研究所,博士班,1,1,0
,102,公立,一般大學,3,國立臺灣大學,420401,微生物學研究所寄生蟲學組,碩士班(日間),4,1,3
,102,公立,一般大學,3,國立臺灣大學,420401,微生物學研究所微生物及免疫學組,碩士班(日間),30,14,16
,102,公立,一般大學,3,國立臺灣大學,420401,微生物學研究所,博士班,8,4,4
,102,公立,一般大學,3,國立臺灣大學,420501,生物化學暨分子生物學研究所,碩士班(日間),23,12,11
,102,公立,一般大學,3,國立臺灣大學,420501,生物化學暨分子生物學研究所,博士班,5,2,3
,102,公立,一般大學,3,國立臺灣大學,440101,化學系,學士班(日間),72,54,18
,102,公立,一般大學,3,國立臺灣大學,440101,化學系化學生物學組,碩士班(日間),11,6,5
,102,公立,一般大學,3,國立臺灣大學,440101,化學系化學組,碩士班(日間),83,61,22
,102,公立,一般大學,3,國立臺灣大學,440101,化學系化學生物學組,博士班,3,3,0
,102,公立,一般大學,3,國立臺灣大學,440101,化學系化學組,博士班,28,21,7
,102,公立,一般大學,3,國立臺灣大學,440203,地質科學系,學士班(日間),32,23,9
,102,公立,一般大學,3,國立臺灣大學,440203,地質科學系地質組,碩士班(日間),11,5,6
,102,公立,一般大學,3,國立臺灣大學,440203,地質科學系應用地質組,碩士班(日間),17,10,7
,102,公立,一般大學,3,國立臺灣大學,440203,地質科學系,博士班,9,6,3
,102,公立,一般大學,3,國立臺灣大學,440301,物理學系,學士班(日間),67,64,3
,102,公立,一般大學,3,國立臺灣大學,440301,物理學系,碩士班(日間),59,57,2
,102,公立,一般大學,3,國立臺灣大學,440301,物理學系,博士班,18,17,1
,102,公立,一般大學,3,國立臺灣大學,440302,應用物理學研究所,碩士班(日間),15,14,1
,102,公立,一般大學,3,國立臺灣大學,440302,應用物理學研究所,博士班,4,3,1
,102,公立,一般大學,3,國立臺灣大學,440401,大氣科學系,學士班(日間),30,21,9
,102,公立,一般大學,3,國立臺灣大學,440401,大氣科學系,碩士班(日間),17,10,7
,102,公立,一般大學,3,國立臺灣大學,440401,大氣科學系,博士班,3,1,2
,102,公立,一般大學,3,國立臺灣大學,440508,海洋研究所海洋化學組,碩士班(日間),7,6,1
,102,公立,一般大學,3,國立臺灣大學,440508,海洋研究所海洋生物及漁業組,碩士班(日間),13,9,4
,102,公立,一般大學,3,國立臺灣大學,440508,海洋研究所海洋地質及地球物理組,碩士班(日間),15,9,6
,102,公立,一般大學,3,國立臺灣大學,440508,海洋研究所海洋物理組,碩士班(日間),1,1,0
,102,公立,一般大學,3,國立臺灣大學,440508,海洋研究所,博士班,8,5,3
,102,公立,一般大學,3,國立臺灣大學,440601,天文物理研究所,碩士班(日間),8,5,3
,102,公立,一般大學,3,國立臺灣大學,440601,天文物理研究所,博士班,2,2,0
,102,公立,一般大學,3,國立臺灣大學,460101,數學系,學士班(日間),53,43,10
,102,公立,一般大學,3,國立臺灣大學,460101,數學系,碩士班(日間),35,33,2
,102,公立,一般大學,3,國立臺灣大學,460101,數學系,博士班,6,6,0
,102,公立,一般大學,3,國立臺灣大學,480109,資訊管理學系,學士班(日間),44,25,19
,102,公立,一般大學,3,國立臺灣大學,480109,資訊管理學系,碩士班(日間),47,23,24
,102,公立,一般大學,3,國立臺灣大學,480109,資訊管理學系,博士班,4,4,0
