,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,學制,學生總人數,學期內新增辦理休學人數,男,女,至學期底總休學人數,男,女
,101,1,私立,一般大學,1014,義守大學,學士班(日間),12009,78,62,16,117,89,28
,101,1,私立,一般大學,1014,義守大學,學士班(進修),2669,112,70,42,217,139,78
,101,1,私立,一般大學,1014,義守大學,碩士班(日間),714,6,5,1,21,20,1
,101,1,私立,一般大學,1014,義守大學,碩士在職專班,645,4,0,4,25,17,8
,101,1,私立,一般大學,1014,義守大學,博士班,127,12,10,2,27,20,7
,101,1,私立,一般大學,1015,世新大學,學士班(日間),9528,162,73,89,278,134,144
,101,1,私立,一般大學,1015,世新大學,學士班(進修),251,12,4,8,23,8,15
,101,1,私立,一般大學,1015,世新大學,碩士班(日間),844,105,63,42,171,99,72
,101,1,私立,一般大學,1015,世新大學,碩士在職專班,1124,196,104,92,306,150,156
,101,1,私立,一般大學,1015,世新大學,博士班,72,7,3,4,10,5,5
,101,1,私立,一般大學,1016,銘傳大學,學士班(日間),16902,344,174,170,571,311,260
,101,1,私立,一般大學,1016,銘傳大學,學士班(進修),29,1,0,1,2,1,1
,101,1,私立,一般大學,1016,銘傳大學,碩士班(日間),887,60,32,28,119,63,56
,101,1,私立,一般大學,1016,銘傳大學,碩士在職專班,923,64,21,43,104,37,67
,101,1,私立,一般大學,1016,銘傳大學,博士班,56,7,3,4,12,4,8
,101,1,私立,一般大學,1017,實踐大學,學士班(日間),12279,216,88,128,315,135,180
,101,1,私立,一般大學,1017,實踐大學,學士班(進修),2909,124,45,79,196,64,132
,101,1,私立,一般大學,1017,實踐大學,碩士班(日間),414,40,16,24,69,33,36
,101,1,私立,一般大學,1017,實踐大學,碩士在職專班,187,15,7,8,28,15,13
,101,1,私立,一般大學,1017,實踐大學,博士班,3,0,0,0,0,0,0
,101,1,私立,一般大學,1019,高雄醫學大學,學士班(日間),5589,148,75,73,183,90,93
,101,1,私立,一般大學,1019,高雄醫學大學,學士班(進修),187,8,0,8,13,0,13
,101,1,私立,一般大學,1019,高雄醫學大學,碩士班(日間),632,102,39,63,139,48,91
,101,1,私立,一般大學,1019,高雄醫學大學,碩士在職專班,183,32,11,21,55,19,36
,101,1,私立,一般大學,1019,高雄醫學大學,博士班,344,40,17,23,82,37,45
,101,1,私立,一般大學,1020,南華大學,學士班(日間),3511,114,76,38,224,146,78
,101,1,私立,一般大學,1020,南華大學,學士班(進修),176,7,6,1,16,14,2
,101,1,私立,一般大學,1020,南華大學,碩士班(日間),852,103,54,49,179,88,91
,101,1,私立,一般大學,1020,南華大學,碩士在職專班,590,56,30,26,86,47,39
,101,1,私立,一般大學,1020,南華大學,博士班,25,1,0,1,5,2,3
,101,1,私立,一般大學,1021,真理大學,學士班(日間),7936,165,93,72,297,184,113
,101,1,私立,一般大學,1021,真理大學,學士班(進修),1006,38,18,20,58,25,33
,101,1,私立,一般大學,1021,真理大學,碩士班(日間),166,11,7,4,15,10,5
,101,1,私立,一般大學,1021,真理大學,碩士在職專班,14,2,1,1,2,1,1
,101,1,私立,一般大學,1022,大同大學,學士班(日間),3694,55,46,9,217,174,43
,101,1,私立,一般大學,1022,大同大學,碩士班(日間),659,20,14,6,84,59,25
,101,1,私立,一般大學,1022,大同大學,碩士在職專班,564,41,27,14,246,191,55
,101,1,私立,一般大學,1022,大同大學,博士班,169,23,22,1,65,56,9
,101,1,私立,一般大學,1027,慈濟大學,學士班(日間),2809,48,20,28,19,7,12
,101,1,私立,一般大學,1027,慈濟大學,碩士班(日間),380,44,11,33,44,20,24
,101,1,私立,一般大學,1027,慈濟大學,碩士在職專班,44,2,1,1,3,0,3
,101,1,私立,一般大學,1027,慈濟大學,博士班,110,19,10,9,15,11,4
,101,1,私立,一般大學,1028,臺北醫學大學,學士班(日間),4507,88,38,50,115,52,63
,101,1,私立,一般大學,1028,臺北醫學大學,學士班(進修),324,21,0,21,34,0,34
,101,1,私立,一般大學,1028,臺北醫學大學,碩士班(日間),690,46,18,28,77,24,53
,101,1,私立,一般大學,1028,臺北醫學大學,碩士在職專班,227,14,2,12,27,3,24
,101,1,私立,一般大學,1028,臺北醫學大學,博士班,360,25,18,7,69,40,29
,101,1,私立,一般大學,1029,中山醫學大學,學士班(日間),6490,132,64,68,180,89,91
,101,1,私立,一般大學,1029,中山醫學大學,學士班(進修),349,8,4,4,16,9,7
,101,1,私立,一般大學,1029,中山醫學大學,碩士班(日間),528,37,15,22,57,24,33
,101,1,私立,一般大學,1029,中山醫學大學,碩士在職專班,91,5,4,1,7,4,3
,101,1,私立,一般大學,1029,中山醫學大學,博士班,235,15,8,7,36,20,16
,101,1,私立,一般大學,1033,長榮大學,學士班(日間),8584,241,136,105,264,153,111
,101,1,私立,一般大學,1033,長榮大學,學士班(進修),523,61,35,26,69,39,30
,101,1,私立,一般大學,1033,長榮大學,碩士班(日間),562,84,48,36,84,52,32
,101,1,私立,一般大學,1033,長榮大學,碩士在職專班,233,23,11,12,28,16,12
,101,1,私立,一般大學,1033,長榮大學,博士班,36,12,10,2,14,12,2
,101,1,私立,一般大學,1035,中國醫藥大學,學士班(日間),6458,168,86,82,157,80,77
,101,1,私立,一般大學,1035,中國醫藥大學,學士班(進修),139,15,14,1,19,2,17
,101,1,私立,一般大學,1035,中國醫藥大學,碩士班(日間),561,63,32,31,89,42,47
,101,1,私立,一般大學,1035,中國醫藥大學,碩士在職專班,67,3,2,1,3,2,1
,101,1,私立,一般大學,1035,中國醫藥大學,博士班,317,44,33,11,60,43,17
,101,1,私立,一般大學,1039,玄奘大學,學士班(日間),3650,230,115,115,304,157,147
,101,1,私立,一般大學,1039,玄奘大學,學士班(進修),1518,337,173,164,425,229,196
,101,1,私立,一般大學,1039,玄奘大學,碩士班(日間),463,116,69,47,142,83,59
,101,1,私立,一般大學,1039,玄奘大學,碩士在職專班,350,36,19,17,47,22,25
,101,1,私立,一般大學,1039,玄奘大學,博士班,29,1,1,0,1,1,0
,101,1,私立,一般大學,1048,亞洲大學,學士班(日間),9261,184,108,76,402,239,163
,101,1,私立,一般大學,1048,亞洲大學,學士班(進修),1513,74,44,30,180,114,66
,101,1,私立,一般大學,1048,亞洲大學,碩士班(日間),739,75,44,31,144,83,61
,101,1,私立,一般大學,1048,亞洲大學,碩士在職專班,472,30,14,16,43,22,21
,101,1,私立,一般大學,1048,亞洲大學,博士班,134,10,3,7,19,9,10
,101,1,私立,一般大學,1049,開南大學,學士班(日間),8020,164,108,56,367,240,127
,101,1,私立,一般大學,1049,開南大學,學士班(進修),1344,79,47,32,168,105,63
,101,1,私立,一般大學,1049,開南大學,碩士班(日間),343,14,6,8,55,26,29
,101,1,私立,一般大學,1049,開南大學,碩士在職專班,384,4,2,2,21,12,9
,101,1,私立,一般大學,1050,佛光大學,學士班(日間),2262,63,27,36,105,56,49
,101,1,私立,一般大學,1050,佛光大學,碩士班(日間),835,72,31,41,229,112,117
,101,1,私立,一般大學,1050,佛光大學,碩士在職專班,276,21,13,8,40,23,17
,101,1,私立,一般大學,1050,佛光大學,博士班,32,1,0,1,3,0,3
,101,1,私立,一般大學,1058,明道大學,學士班(日間),3346,70,37,33,120,72,48
,101,1,私立,一般大學,1058,明道大學,學士班(進修),2292,103,64,39,165,106,59
,101,1,私立,一般大學,1058,明道大學,碩士班(日間),265,16,12,4,34,25,9
,101,1,私立,一般大學,1058,明道大學,碩士在職專班,49,3,3,0,8,4,4
,101,1,私立,一般大學,1059,康寧大學,學士班(日間),1121,70,46,24,185,134,51
,101,1,私立,一般大學,1059,康寧大學,學士班(進修),400,29,16,13,154,117,37
,101,1,私立,一般大學,1059,康寧大學,碩士班(日間),223,12,8,4,52,40,12
,101,1,私立,一般大學,1059,康寧大學,碩士在職專班,162,12,7,5,27,15,12
,101,1,私立,一般大學,1067,台灣首府大學,學士班(日間),3722,83,55,28,155,97,58
,101,1,私立,一般大學,1067,台灣首府大學,學士班(進修),1533,70,48,22,114,77,37
,101,1,私立,一般大學,1067,台灣首府大學,碩士班(日間),81,3,2,1,9,4,5
,101,1,私立,一般大學,1125,興國管理學院,學士班(日間),199,5,4,1,5,5,0
,101,1,私立,一般大學,1125,興國管理學院,學士班(進修),1197,6,6,0,4,4,0
,101,1,私立,一般大學,1176,稻江科技暨管理學院,學士班(日間),1562,43,24,19,90,54,36
,101,1,私立,一般大學,1176,稻江科技暨管理學院,學士班(進修),1156,25,17,8,66,38,28
,101,1,私立,一般大學,1176,稻江科技暨管理學院,碩士班(日間),51,7,6,1,16,11,5
,101,1,私立,一般大學,1195,馬偕醫學院,學士班(日間),335,10,5,5,11,5,6
,101,1,私立,一般大學,1195,馬偕醫學院,碩士班(日間),2,1,0,1,1,0,1
,101,1,私立,一般大學,1R01,法鼓佛教學院,學士班(日間),54,0,0,0,0,0,0
,101,1,私立,一般大學,1R01,法鼓佛教學院,碩士班(日間),63,3,1,2,12,5,7
,101,1,私立,一般大學,1R01,法鼓佛教學院,博士班,3,0,0,0,0,0,0
,101,1,私立,一般大學,1R02,基督教台灣浸會神學院,碩士班(日間),39,2,0,2,5,0,5
,101,1,私立,一般大學,1R03,臺北基督學院,學士班(日間),41,1,0,1,1,0,1
,101,1,私立,技專校院,1018,朝陽科技大學,學士班(日間),11041,196,113,83,371,206,165
,101,1,私立,技專校院,1018,朝陽科技大學,學士班(進修),3853,183,78,105,375,182,193
,101,1,私立,技專校院,1018,朝陽科技大學,碩士班(日間),1007,60,29,31,141,82,59
,101,1,私立,技專校院,1018,朝陽科技大學,碩士在職專班,580,19,8,11,88,57,31
,101,1,私立,技專校院,1018,朝陽科技大學,博士班,72,6,5,1,13,12,1
,101,1,私立,技專校院,1023,南臺科技大學,學士班(日間),13094,146,87,59,304,191,113
,101,1,私立,技專校院,1023,南臺科技大學,學士班(進修),4929,180,108,72,941,508,433
,101,1,私立,技專校院,1023,南臺科技大學,碩士班(日間),1257,87,62,25,214,143,71
,101,1,私立,技專校院,1023,南臺科技大學,碩士在職專班,544,39,13,26,160,86,74
,101,1,私立,技專校院,1023,南臺科技大學,博士班,44,3,2,1,8,7,1
,101,1,私立,技專校院,1024,崑山科技大學,學士班(日間),8578,236,136,100,481,310,171
,101,1,私立,技專校院,1024,崑山科技大學,學士班(進修),3560,266,172,94,700,451,249
,101,1,私立,技專校院,1024,崑山科技大學,碩士班(日間),589,36,27,9,94,76,18
,101,1,私立,技專校院,1024,崑山科技大學,碩士在職專班,213,11,8,3,29,25,4
,101,1,私立,技專校院,1024,崑山科技大學,博士班,26,0,0,0,2,2,0
,101,1,私立,技專校院,1025,嘉南藥理大學,學士班(日間),12702,218,86,132,515,252,263
,101,1,私立,技專校院,1025,嘉南藥理大學,學士班(進修),3743,230,116,114,692,410,282
,101,1,私立,技專校院,1025,嘉南藥理大學,碩士班(日間),357,46,31,15,93,68,25
,101,1,私立,技專校院,1025,嘉南藥理大學,碩士在職專班,183,22,10,12,54,25,29
,101,1,私立,技專校院,1026,樹德科技大學,二專(日間),0,1,1,0,1,1,0
,101,1,私立,技專校院,1026,樹德科技大學,學士班(日間),8103,255,163,92,350,218,132
,101,1,私立,技專校院,1026,樹德科技大學,學士班(進修),2352,189,116,73,248,155,93
,101,1,私立,技專校院,1026,樹德科技大學,碩士班(日間),429,49,31,18,69,40,29
,101,1,私立,技專校院,1026,樹德科技大學,碩士在職專班,628,28,15,13,39,23,16
,101,1,私立,技專校院,1026,樹德科技大學,博士班,16,3,2,1,5,4,1
,101,1,私立,技專校院,1030,龍華科技大學,二專(日間),44,0,0,0,0,0,0
,101,1,私立,技專校院,1030,龍華科技大學,學士班(日間),6346,97,69,28,236,174,62
,101,1,私立,技專校院,1030,龍華科技大學,學士班(進修),4111,174,118,56,359,251,108
,101,1,私立,技專校院,1030,龍華科技大學,碩士班(日間),308,7,5,2,23,17,6
,101,1,私立,技專校院,1030,龍華科技大學,碩士在職專班,110,4,3,1,7,5,2
,101,1,私立,技專校院,1031,輔英科技大學,二專(進修),13,1,1,0,1,1,0
,101,1,私立,技專校院,1031,輔英科技大學,五專,3429,61,8,53,109,18,91
,101,1,私立,技專校院,1031,輔英科技大學,學士班(日間),5261,178,95,83,337,203,134
,101,1,私立,技專校院,1031,輔英科技大學,學士班(進修),1509,115,72,43,207,113,94
,101,1,私立,技專校院,1031,輔英科技大學,碩士班(日間),133,19,3,16,38,4,34
,101,1,私立,技專校院,1031,輔英科技大學,碩士在職專班,26,8,1,7,15,1,14
,101,1,私立,技專校院,1032,明新科技大學,二專(日間),9,0,0,0,0,0,0
,101,1,私立,技專校院,1032,明新科技大學,二專(進修),172,0,0,0,0,0,0
,101,1,私立,技專校院,1032,明新科技大學,學士班(日間),8583,173,101,72,745,441,304
,101,1,私立,技專校院,1032,明新科技大學,學士班(進修),4244,242,164,78,382,248,134
,101,1,私立,技專校院,1032,明新科技大學,碩士班(日間),451,35,27,8,121,89,32
,101,1,私立,技專校院,1032,明新科技大學,碩士在職專班,226,22,19,3,30,26,4
,101,1,私立,技專校院,1034,弘光科技大學,五專,391,6,1,5,16,1,15
,101,1,私立,技專校院,1034,弘光科技大學,學士班(日間),7618,132,51,81,307,124,183
,101,1,私立,技專校院,1034,弘光科技大學,學士班(進修),4396,202,79,123,521,209,312
,101,1,私立,技專校院,1034,弘光科技大學,碩士班(日間),223,19,10,9,52,24,28
,101,1,私立,技專校院,1034,弘光科技大學,碩士在職專班,109,14,5,9,34,12,22
,101,1,私立,技專校院,1036,健行科技大學,二專(日間),138,2,2,0,3,3,0
,101,1,私立,技專校院,1036,健行科技大學,學士班(日間),8701,176,129,47,379,288,91
,101,1,私立,技專校院,1036,健行科技大學,學士班(進修),3858,259,185,74,462,330,132
,101,1,私立,技專校院,1036,健行科技大學,碩士班(日間),389,17,15,2,39,32,7
,101,1,私立,技專校院,1036,健行科技大學,碩士在職專班,136,7,6,1,16,12,4
,101,1,私立,技專校院,1037,正修科技大學,二專(日間),114,4,4,0,5,5,0
,101,1,私立,技專校院,1037,正修科技大學,二專(進修),31,4,3,1,17,13,4
,101,1,私立,技專校院,1037,正修科技大學,五專,6,3,2,1,16,14,2
,101,1,私立,技專校院,1037,正修科技大學,學士班(日間),9183,186,117,69,472,325,147
,101,1,私立,技專校院,1037,正修科技大學,學士班(進修),6772,393,233,160,791,494,297
,101,1,私立,技專校院,1037,正修科技大學,碩士班(日間),371,12,9,3,40,34,6
,101,1,私立,技專校院,1037,正修科技大學,碩士在職專班,75,9,4,5,21,12,9
,101,1,私立,技專校院,1037,正修科技大學,博士班,8,1,1,0,3,3,0
,101,1,私立,技專校院,1038,萬能科技大學,二專(日間),21,0,0,0,0,0,0
,101,1,私立,技專校院,1038,萬能科技大學,學士班(日間),5383,108,68,40,430,301,129
,101,1,私立,技專校院,1038,萬能科技大學,學士班(進修),4856,136,80,56,271,174,97
,101,1,私立,技專校院,1038,萬能科技大學,碩士班(日間),131,11,9,2,31,23,8
,101,1,私立,技專校院,1038,萬能科技大學,碩士在職專班,143,2,1,1,2,1,1
,101,1,私立,技專校院,1040,建國科技大學,二專(日間),55,0,0,0,0,0,0
,101,1,私立,技專校院,1040,建國科技大學,二專(進修),88,3,2,1,12,11,1
,101,1,私立,技專校院,1040,建國科技大學,學士班(日間),7007,133,81,52,251,180,71
,101,1,私立,技專校院,1040,建國科技大學,學士班(進修),2039,98,69,29,130,90,40
,101,1,私立,技專校院,1040,建國科技大學,碩士班(日間),225,10,7,3,19,16,3
,101,1,私立,技專校院,1041,明志科技大學,二專(進修),47,4,3,1,5,3,2
,101,1,私立,技專校院,1041,明志科技大學,五專,40,0,0,0,0,0,0
,101,1,私立,技專校院,1041,明志科技大學,學士班(日間),3197,37,27,10,56,43,13
,101,1,私立,技專校院,1041,明志科技大學,學士班(進修),407,27,18,9,34,22,12
,101,1,私立,技專校院,1041,明志科技大學,碩士班(日間),437,22,22,0,34,31,3
,101,1,私立,技專校院,1041,明志科技大學,碩士在職專班,51,7,7,0,9,9,0
,101,1,私立,技專校院,1042,高苑科技大學,二專(日間),70,0,0,0,1,1,0
,101,1,私立,技專校院,1042,高苑科技大學,五專,158,2,2,0,2,2,0
,101,1,私立,技專校院,1042,高苑科技大學,學士班(日間),5376,92,70,22,111,88,23
,101,1,私立,技專校院,1042,高苑科技大學,學士班(進修),1468,56,44,12,75,55,20
,101,1,私立,技專校院,1042,高苑科技大學,碩士班(日間),162,8,5,3,11,7,4
,101,1,私立,技專校院,1042,高苑科技大學,碩士在職專班,263,6,5,1,8,7,1
,101,1,私立,技專校院,1043,大仁科技大學,二專(日間),1,0,0,0,1,1,0
,101,1,私立,技專校院,1043,大仁科技大學,二專(進修),2,1,1,0,18,18,0
,101,1,私立,技專校院,1043,大仁科技大學,五專,326,28,11,17,46,19,27
,101,1,私立,技專校院,1043,大仁科技大學,學士班(日間),6078,179,100,79,395,240,155
,101,1,私立,技專校院,1043,大仁科技大學,學士班(進修),2052,96,49,47,381,226,155
,101,1,私立,技專校院,1043,大仁科技大學,碩士班(日間),93,9,7,2,27,16,11
