學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,在學學生數小計,在學學生數男,在學學生數女
107,私立,技專校院,1031,輔英科技大學,碩士在職專班,111,10,101
107,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(日間),8,7,1
107,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(進修),43,23,20
107,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),8340,5152,3188
107,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(進修),3404,2099,1305
107,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士班(日間),267,179,88
107,私立,技專校院,1032,明新學校財團法人明新科技大學,碩士在職專班,330,257,73
107,私立,技專校院,1032,明新學校財團法人明新科技大學,附設進專,154,89,65
107,私立,技專校院,1032,明新學校財團法人明新科技大學,附設進院,240,119,121
107,私立,一般大學,1033,長榮大學,學士班(日間),8210,3594,4616
107,私立,一般大學,1033,長榮大學,學士班(進修),539,314,225
107,私立,一般大學,1033,長榮大學,碩士班(日間),379,149,230
107,私立,一般大學,1033,長榮大學,碩士在職專班,94,39,55
107,私立,一般大學,1033,長榮大學,博士班,37,26,11
107,私立,技專校院,1034,弘光科技大學,二專(進修),160,28,132
107,私立,技專校院,1034,弘光科技大學,五專,265,23,242
107,私立,技專校院,1034,弘光科技大學,學士班(日間),8067,2752,5315
107,私立,技專校院,1034,弘光科技大學,學士班(進修),4177,1508,2669
107,私立,技專校院,1034,弘光科技大學,碩士班(日間),194,55,139
107,私立,技專校院,1034,弘光科技大學,碩士在職專班,98,24,74
107,私立,技專校院,1034,弘光科技大學,博士班,10,1,9
107,私立,一般大學,1035,中國醫藥大學,學士班(日間),6420,2866,3554
107,私立,一般大學,1035,中國醫藥大學,學士班(進修),38,5,33
107,私立,一般大學,1035,中國醫藥大學,碩士班(日間),508,203,305
107,私立,一般大學,1035,中國醫藥大學,碩士在職專班,74,27,47
107,私立,一般大學,1035,中國醫藥大學,博士班,385,227,158
107,私立,技專校院,1036,健行學校財團法人健行科技大學,五專,26,25,1
107,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),7228,4703,2525
107,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(進修),3728,2399,1329
107,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士班(日間),296,207,89
107,私立,技專校院,1036,健行學校財團法人健行科技大學,碩士在職專班,55,34,21
107,私立,技專校院,1037,正修學校財團法人正修科技大學,二專(進修),314,239,75
107,私立,技專校院,1037,正修學校財團法人正修科技大學,五專,66,51,15
107,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),8959,5200,3759
107,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(進修),7029,4246,2783
107,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士班(日間),349,204,145
107,私立,技專校院,1037,正修學校財團法人正修科技大學,碩士在職專班,210,131,79
107,私立,技專校院,1037,正修學校財團法人正修科技大學,博士班,12,12,0
107,私立,技專校院,1037,正修學校財團法人正修科技大學,附設進專,1333,727,606
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),6270,3360,2910
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(進修),3845,2100,1745
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士班(日間),144,72,72
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,碩士在職專班,121,49,72
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,附設進專,146,37,109
107,私立,一般大學,1039,玄奘大學,學士班(日間),2859,1186,1673
107,私立,一般大學,1039,玄奘大學,學士班(進修),348,141,207
107,私立,一般大學,1039,玄奘大學,碩士班(日間),290,116,174
107,私立,一般大學,1039,玄奘大學,碩士在職專班,172,62,110
107,私立,一般大學,1039,玄奘大學,博士班,5,3,2
107,私立,技專校院,1040,建國科技大學,學士班(日間),5205,3379,1826
107,私立,技專校院,1040,建國科技大學,學士班(進修),2172,1597,575
107,私立,技專校院,1040,建國科技大學,碩士班(日間),168,94,74
107,私立,技專校院,1040,建國科技大學,附設進專,264,171,93
107,私立,技專校院,1040,建國科技大學,附設進院,112,77,35
107,私立,技專校院,1041,明志科技大學,學士班(日間),3587,2580,1007
107,私立,技專校院,1041,明志科技大學,學士班(進修),484,394,90
107,私立,技專校院,1041,明志科技大學,碩士班(日間),439,314,125
107,私立,技專校院,1041,明志科技大學,碩士在職專班,35,27,8
107,私立,技專校院,1041,明志科技大學,博士班,14,12,2
107,私立,技專校院,1042,高苑科技大學,學士班(日間),3067,2257,810
107,私立,技專校院,1042,高苑科技大學,學士班(進修),1347,986,361
107,私立,技專校院,1042,高苑科技大學,碩士班(日間),98,74,24
107,私立,技專校院,1042,高苑科技大學,碩士在職專班,180,124,56
107,私立,技專校院,1042,高苑科技大學,附設進專,228,136,92
107,私立,技專校院,1042,高苑科技大學,附設進院,327,204,123
107,私立,技專校院,1043,大仁科技大學,學士班(日間),4238,2000,2238
107,私立,技專校院,1043,大仁科技大學,學士班(進修),1826,688,1138
107,私立,技專校院,1043,大仁科技大學,碩士班(日間),66,36,30
107,私立,技專校院,1043,大仁科技大學,碩士在職專班,130,60,70
107,私立,技專校院,1043,大仁科技大學,附設進專,144,70,74
107,私立,技專校院,1044,聖約翰科技大學,五專,327,246,81
107,私立,技專校院,1044,聖約翰科技大學,學士班(日間),2980,2038,942
107,私立,技專校院,1044,聖約翰科技大學,學士班(進修),285,203,82
107,私立,技專校院,1044,聖約翰科技大學,碩士班(日間),139,116,23
107,私立,技專校院,1044,聖約翰科技大學,碩士在職專班,76,57,19
107,私立,技專校院,1045,嶺東科技大學,學士班(日間),7280,2797,4483
107,私立,技專校院,1045,嶺東科技大學,學士班(進修),2679,1386,1293
107,私立,技專校院,1045,嶺東科技大學,碩士班(日間),231,108,123
107,私立,技專校院,1045,嶺東科技大學,碩士在職專班,146,98,48
107,私立,技專校院,1045,嶺東科技大學,附設進專,12,7,5
107,私立,技專校院,1046,中國科技大學,二專(進修),24,23,1
107,私立,技專校院,1046,中國科技大學,學士班(日間),7977,3490,4487
107,私立,技專校院,1046,中國科技大學,學士班(進修),1739,948,791
107,私立,技專校院,1046,中國科技大學,碩士班(日間),156,92,64
107,私立,技專校院,1046,中國科技大學,碩士在職專班,76,58,18
107,私立,技專校院,1046,中國科技大學,附設進專,586,298,288
107,私立,技專校院,1046,中國科技大學,附設進院,612,308,304
107,私立,技專校院,1047,中臺科技大學,二專(日間),27,13,14
107,私立,技專校院,1047,中臺科技大學,學士班(日間),5610,2155,3455
107,私立,技專校院,1047,中臺科技大學,學士班(進修),2617,711,1906
107,私立,技專校院,1047,中臺科技大學,碩士班(日間),110,35,75
107,私立,技專校院,1047,中臺科技大學,碩士在職專班,304,62,242
107,私立,技專校院,1047,中臺科技大學,博士班,17,14,3
107,私立,一般大學,1048,亞洲大學,學士班(日間),9616,3524,6092
107,私立,一般大學,1048,亞洲大學,學士班(進修),970,446,524
107,私立,一般大學,1048,亞洲大學,碩士班(日間),581,252,329
107,私立,一般大學,1048,亞洲大學,碩士在職專班,401,190,211
107,私立,一般大學,1048,亞洲大學,博士班,211,132,79
107,私立,一般大學,1049,開南大學,學士班(日間),5119,2508,2611
107,私立,一般大學,1049,開南大學,學士班(進修),991,581,410
107,私立,一般大學,1049,開南大學,碩士班(日間),240,122,118
107,私立,一般大學,1049,開南大學,碩士在職專班,315,183,132
107,私立,一般大學,1050,佛光大學,學士班(日間),2970,1380,1590
107,私立,一般大學,1050,佛光大學,碩士班(日間),492,213,279
107,私立,一般大學,1050,佛光大學,碩士在職專班,175,90,85
107,私立,一般大學,1050,佛光大學,博士班,59,24,35
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,五專,1115,227,888
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(日間),8613,2454,6159
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,學士班(進修),2781,946,1835
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士班(日間),113,28,85
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,碩士在職專班,109,37,72
107,私立,技專校院,1052,遠東科技大學,二專(進修),37,35,2
107,私立,技專校院,1052,遠東科技大學,學士班(日間),4552,2920,1632
107,私立,技專校院,1052,遠東科技大學,學士班(進修),714,509,205
107,私立,技專校院,1052,遠東科技大學,碩士班(日間),217,120,97
107,私立,技專校院,1052,遠東科技大學,碩士在職專班,33,31,2
107,私立,技專校院,1052,遠東科技大學,附設進專,175,92,83
107,私立,技專校院,1052,遠東科技大學,附設進院,210,124,86
107,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,二專(日間),39,31,8
107,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(日間),4453,1979,2474
107,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,學士班(進修),1533,643,890
107,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士班(日間),225,109,116
107,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,碩士在職專班,42,14,28
107,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,附設進專,105,68,37
107,私立,技專校院,1054,景文科技大學,學士班(日間),5181,2351,2830
107,私立,技專校院,1054,景文科技大學,學士班(進修),1760,844,916
107,私立,技專校院,1054,景文科技大學,碩士班(日間),53,38,15
107,私立,技專校院,1054,景文科技大學,碩士在職專班,67,47,20
107,私立,技專校院,1054,景文科技大學,附設進專,222,129,93
107,私立,技專校院,1055,中華醫事科技大學,二專(日間),85,56,29
107,私立,技專校院,1055,中華醫事科技大學,五專,2877,612,2265
107,私立,技專校院,1055,中華醫事科技大學,學士班(日間),4643,1888,2755
107,私立,技專校院,1055,中華醫事科技大學,學士班(進修),1442,500,942
107,私立,技專校院,1055,中華醫事科技大學,碩士班(日間),95,46,49
107,私立,技專校院,1055,中華醫事科技大學,碩士在職專班,20,13,7
107,私立,技專校院,1056,東南科技大學,學士班(日間),5209,3459,1750
107,私立,技專校院,1056,東南科技大學,學士班(進修),538,434,104
107,私立,技專校院,1056,東南科技大學,碩士班(日間),133,98,35
107,私立,技專校院,1056,東南科技大學,碩士在職專班,55,47,8
107,私立,技專校院,1056,東南科技大學,附設進專,3,3,0
107,私立,技專校院,1057,德明財經科技大學,學士班(日間),7233,2878,4355
107,私立,技專校院,1057,德明財經科技大學,學士班(進修),841,412,429
107,私立,技專校院,1057,德明財經科技大學,碩士班(日間),57,31,26
107,私立,技專校院,1057,德明財經科技大學,碩士在職專班,55,32,23
107,私立,技專校院,1057,德明財經科技大學,附設進專,19,7,12
107,私立,技專校院,1057,德明財經科技大學,附設進院,84,29,55
107,私立,一般大學,1058,明道學校財團法人明道大學,學士班(日間),2819,1608,1211
107,私立,一般大學,1058,明道學校財團法人明道大學,學士班(進修),806,514,292
107,私立,一般大學,1058,明道學校財團法人明道大學,碩士班(日間),182,98,84
107,私立,一般大學,1058,明道學校財團法人明道大學,碩士在職專班,80,28,52
107,私立,一般大學,1058,明道學校財團法人明道大學,博士班,26,14,12
107,私立,技專校院,1060,南開科技大學,五專,813,662,151
107,私立,技專校院,1060,南開科技大學,學士班(日間),2953,1969,984
107,私立,技專校院,1060,南開科技大學,學士班(進修),756,483,273
107,私立,技專校院,1060,南開科技大學,碩士班(日間),105,66,39
107,私立,技專校院,1060,南開科技大學,碩士在職專班,99,33,66
107,私立,技專校院,1060,南開科技大學,附設進專,150,80,70
107,私立,技專校院,1060,南開科技大學,附設進院,121,61,60
107,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(日間),4371,2915,1456
107,私立,技專校院,1061,中華學校財團法人中華科技大學,學士班(進修),1142,840,302
107,私立,技專校院,1061,中華學校財團法人中華科技大學,碩士班(日間),200,144,56
107,私立,技專校院,1061,中華學校財團法人中華科技大學,碩士在職專班,97,75,22
107,私立,技專校院,1061,中華學校財團法人中華科技大學,附設進專,167,93,74
107,私立,技專校院,1062,僑光科技大學,二專(進修),5,3,2
107,私立,技專校院,1062,僑光科技大學,學士班(日間),6531,2633,3898
