,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,學制,學生總人數,學生學期內退學人數,男,女
,101,2,私立,一般大學,1029,中山醫學大學,碩士在職專班,91,1,0,1
,101,2,私立,一般大學,1029,中山醫學大學,博士班,235,5,5,0
,101,2,私立,一般大學,1033,長榮大學,學士班(日間),8584,107,52,55
,101,2,私立,一般大學,1033,長榮大學,學士班(進修),523,11,7,4
,101,2,私立,一般大學,1033,長榮大學,碩士班(日間),562,13,8,5
,101,2,私立,一般大學,1033,長榮大學,碩士在職專班,233,3,2,1
,101,2,私立,一般大學,1033,長榮大學,博士班,36,0,0,0
,101,2,私立,一般大學,1035,中國醫藥大學,學士班(日間),6458,16,9,7
,101,2,私立,一般大學,1035,中國醫藥大學,學士班(進修),139,3,1,2
,101,2,私立,一般大學,1035,中國醫藥大學,碩士班(日間),561,11,7,4
,101,2,私立,一般大學,1035,中國醫藥大學,碩士在職專班,67,1,0,1
,101,2,私立,一般大學,1035,中國醫藥大學,博士班,317,4,2,2
,101,2,私立,一般大學,1039,玄奘大學,學士班(日間),3650,111,71,40
,101,2,私立,一般大學,1039,玄奘大學,學士班(進修),1518,52,33,19
,101,2,私立,一般大學,1039,玄奘大學,碩士班(日間),463,18,11,7
,101,2,私立,一般大學,1039,玄奘大學,碩士在職專班,350,5,2,3
,101,2,私立,一般大學,1039,玄奘大學,博士班,29,0,0,0
,101,2,私立,一般大學,1048,亞洲大學,學士班(日間),9261,174,103,71
,101,2,私立,一般大學,1048,亞洲大學,學士班(進修),1513,136,98,38
,101,2,私立,一般大學,1048,亞洲大學,碩士班(日間),739,41,28,13
,101,2,私立,一般大學,1048,亞洲大學,碩士在職專班,472,9,6,3
,101,2,私立,一般大學,1048,亞洲大學,博士班,134,4,2,2
,101,2,私立,一般大學,1049,開南大學,學士班(日間),8020,416,269,147
,101,2,私立,一般大學,1049,開南大學,學士班(進修),1344,129,89,40
,101,2,私立,一般大學,1049,開南大學,碩士班(日間),343,21,12,9
,101,2,私立,一般大學,1049,開南大學,碩士在職專班,384,14,13,1
,101,2,私立,一般大學,1050,佛光大學,學士班(日間),2262,72,40,32
,101,2,私立,一般大學,1050,佛光大學,碩士班(日間),835,46,34,12
,101,2,私立,一般大學,1050,佛光大學,碩士在職專班,276,6,2,4
,101,2,私立,一般大學,1050,佛光大學,博士班,32,0,0,0
,101,2,私立,一般大學,1058,明道大學,學士班(日間),3346,90,54,36
,101,2,私立,一般大學,1058,明道大學,學士班(進修),2292,117,76,41
,101,2,私立,一般大學,1058,明道大學,碩士班(日間),265,4,2,2
,101,2,私立,一般大學,1058,明道大學,碩士在職專班,49,1,0,1
,101,2,私立,一般大學,1059,康寧大學,學士班(日間),1121,62,30,32
,101,2,私立,一般大學,1059,康寧大學,學士班(進修),400,54,32,22
,101,2,私立,一般大學,1059,康寧大學,碩士班(日間),223,21,12,9
,101,2,私立,一般大學,1059,康寧大學,碩士在職專班,162,12,8,4
,101,2,私立,一般大學,1067,台灣首府大學,學士班(日間),3722,139,84,55
,101,2,私立,一般大學,1067,台灣首府大學,學士班(進修),1533,108,67,41
,101,2,私立,一般大學,1067,台灣首府大學,碩士班(日間),81,1,1,0
,101,2,私立,一般大學,1125,興國管理學院,學士班(日間),199,18,12,6
,101,2,私立,一般大學,1125,興國管理學院,學士班(進修),1197,222,108,114
,101,2,私立,一般大學,1176,稻江科技暨管理學院,學士班(日間),1562,185,123,62
,101,2,私立,一般大學,1176,稻江科技暨管理學院,學士班(進修),1156,108,61,47
,101,2,私立,一般大學,1176,稻江科技暨管理學院,碩士班(日間),51,2,1,1
,101,2,私立,一般大學,1195,馬偕醫學院,學士班(日間),335,2,1,1
,101,2,私立,一般大學,1195,馬偕醫學院,碩士班(日間),2,0,0,0
,101,2,私立,一般大學,1R01,法鼓佛教學院,學士班(日間),54,1,0,1
,101,2,私立,一般大學,1R01,法鼓佛教學院,碩士班(日間),63,2,1,1
,101,2,私立,一般大學,1R01,法鼓佛教學院,博士班,3,0,0,0
,101,2,私立,一般大學,1R02,基督教台灣浸會神學院,碩士班(日間),39,5,1,4
,101,2,私立,一般大學,1R03,臺北基督學院,學士班(日間),41,0,0,0
,101,2,私立,技專校院,1018,朝陽科技大學,學士班(日間),11041,134,85,49
,101,2,私立,技專校院,1018,朝陽科技大學,學士班(進修),3853,202,120,82
,101,2,私立,技專校院,1018,朝陽科技大學,碩士班(日間),1007,39,25,14
,101,2,私立,技專校院,1018,朝陽科技大學,碩士在職專班,580,15,11,4
,101,2,私立,技專校院,1018,朝陽科技大學,博士班,72,1,1,0
,101,2,私立,技專校院,1023,南臺科技大學,學士班(日間),13094,151,104,47
,101,2,私立,技專校院,1023,南臺科技大學,學士班(進修),4929,656,332,324
,101,2,私立,技專校院,1023,南臺科技大學,碩士班(日間),1257,45,27,18
,101,2,私立,技專校院,1023,南臺科技大學,碩士在職專班,544,95,56,39
,101,2,私立,技專校院,1023,南臺科技大學,博士班,44,4,4,0
,101,2,私立,技專校院,1024,崑山科技大學,學士班(日間),8578,264,150,114
,101,2,私立,技專校院,1024,崑山科技大學,學士班(進修),3560,158,102,56
,101,2,私立,技專校院,1024,崑山科技大學,碩士班(日間),589,27,19,8
,101,2,私立,技專校院,1024,崑山科技大學,碩士在職專班,213,15,14,1
,101,2,私立,技專校院,1024,崑山科技大學,博士班,26,1,1,0
,101,2,私立,技專校院,1025,嘉南藥理大學,學士班(日間),12702,172,83,89
,101,2,私立,技專校院,1025,嘉南藥理大學,學士班(進修),3743,139,90,49
,101,2,私立,技專校院,1025,嘉南藥理大學,碩士班(日間),357,6,5,1
,101,2,私立,技專校院,1025,嘉南藥理大學,碩士在職專班,183,6,5,1
,101,2,私立,技專校院,1026,樹德科技大學,學士班(日間),8103,242,143,99
,101,2,私立,技專校院,1026,樹德科技大學,學士班(進修),2352,196,117,79
,101,2,私立,技專校院,1026,樹德科技大學,碩士班(日間),429,23,13,10
,101,2,私立,技專校院,1026,樹德科技大學,碩士在職專班,628,20,11,9
,101,2,私立,技專校院,1026,樹德科技大學,博士班,16,3,2,1
,101,2,私立,技專校院,1030,龍華科技大學,二專(日間),44,4,4,0
,101,2,私立,技專校院,1030,龍華科技大學,學士班(日間),6346,102,72,30
,101,2,私立,技專校院,1030,龍華科技大學,學士班(進修),4111,224,160,64
,101,2,私立,技專校院,1030,龍華科技大學,碩士班(日間),308,4,2,2
,101,2,私立,技專校院,1030,龍華科技大學,碩士在職專班,110,3,3,0
,101,2,私立,技專校院,1031,輔英科技大學,二專(進修),13,0,0,0
,101,2,私立,技專校院,1031,輔英科技大學,五專,3429,27,5,22
,101,2,私立,技專校院,1031,輔英科技大學,學士班(日間),5261,114,64,50
,101,2,私立,技專校院,1031,輔英科技大學,學士班(進修),1509,45,30,15
,101,2,私立,技專校院,1031,輔英科技大學,碩士班(日間),133,2,1,1
,101,2,私立,技專校院,1031,輔英科技大學,碩士在職專班,26,1,0,1
,101,2,私立,技專校院,1032,明新科技大學,二專(日間),9,1,0,1
,101,2,私立,技專校院,1032,明新科技大學,二專(進修),172,9,1,8
,101,2,私立,技專校院,1032,明新科技大學,學士班(日間),8583,98,71,27
,101,2,私立,技專校院,1032,明新科技大學,學士班(進修),4244,255,159,96
,101,2,私立,技專校院,1032,明新科技大學,碩士班(日間),451,2,1,1
,101,2,私立,技專校院,1032,明新科技大學,碩士在職專班,226,3,3,0
,101,2,私立,技專校院,1034,弘光科技大學,五專,391,4,0,4
,101,2,私立,技專校院,1034,弘光科技大學,學士班(日間),7618,114,60,54
,101,2,私立,技專校院,1034,弘光科技大學,學士班(進修),4396,194,87,107
,101,2,私立,技專校院,1034,弘光科技大學,碩士班(日間),223,4,2,2
,101,2,私立,技專校院,1034,弘光科技大學,碩士在職專班,109,5,4,1
,101,2,私立,技專校院,1036,健行科技大學,二專(日間),138,9,9,0
,101,2,私立,技專校院,1036,健行科技大學,學士班(日間),8701,238,168,70
,101,2,私立,技專校院,1036,健行科技大學,學士班(進修),3858,182,134,48
,101,2,私立,技專校院,1036,健行科技大學,碩士班(日間),389,23,15,8
,101,2,私立,技專校院,1036,健行科技大學,碩士在職專班,136,4,2,2
,101,2,私立,技專校院,1037,正修科技大學,二專(日間),114,9,6,3
,101,2,私立,技專校院,1037,正修科技大學,二專(進修),31,6,5,1
,101,2,私立,技專校院,1037,正修科技大學,五專,6,0,0,0
,101,2,私立,技專校院,1037,正修科技大學,學士班(日間),9183,204,131,73
,101,2,私立,技專校院,1037,正修科技大學,學士班(進修),6772,371,246,125
,101,2,私立,技專校院,1037,正修科技大學,碩士班(日間),371,9,7,2
,101,2,私立,技專校院,1037,正修科技大學,碩士在職專班,75,2,1,1
,101,2,私立,技專校院,1037,正修科技大學,博士班,8,0,0,0
,101,2,私立,技專校院,1038,萬能科技大學,二專(日間),21,3,3,0
,101,2,私立,技專校院,1038,萬能科技大學,學士班(日間),5383,117,79,38
,101,2,私立,技專校院,1038,萬能科技大學,學士班(進修),4856,297,198,99
,101,2,私立,技專校院,1038,萬能科技大學,碩士班(日間),131,4,2,2
,101,2,私立,技專校院,1038,萬能科技大學,碩士在職專班,143,3,3,0
,101,2,私立,技專校院,1040,建國科技大學,二專(日間),55,0,0,0
,101,2,私立,技專校院,1040,建國科技大學,二專(進修),88,7,6,1
,101,2,私立,技專校院,1040,建國科技大學,學士班(日間),7007,186,118,68
,101,2,私立,技專校院,1040,建國科技大學,學士班(進修),2039,70,46,24
,101,2,私立,技專校院,1040,建國科技大學,碩士班(日間),225,10,9,1
,101,2,私立,技專校院,1041,明志科技大學,二專(進修),47,5,3,2
,101,2,私立,技專校院,1041,明志科技大學,五專,40,0,0,0
,101,2,私立,技專校院,1041,明志科技大學,學士班(日間),3197,32,27,5
,101,2,私立,技專校院,1041,明志科技大學,學士班(進修),407,14,12,2
,101,2,私立,技專校院,1041,明志科技大學,碩士班(日間),437,9,6,3
,101,2,私立,技專校院,1041,明志科技大學,碩士在職專班,51,0,0,0
,101,2,私立,技專校院,1042,高苑科技大學,二專(日間),70,3,2,1
,101,2,私立,技專校院,1042,高苑科技大學,五專,158,6,4,2
,101,2,私立,技專校院,1042,高苑科技大學,學士班(日間),5376,216,151,65
,101,2,私立,技專校院,1042,高苑科技大學,學士班(進修),1468,177,134,43
,101,2,私立,技專校院,1042,高苑科技大學,碩士班(日間),162,11,10,1
,101,2,私立,技專校院,1042,高苑科技大學,碩士在職專班,263,14,14,0
,101,2,私立,技專校院,1043,大仁科技大學,二專(日間),1,0,0,0
,101,2,私立,技專校院,1043,大仁科技大學,二專(進修),2,36,34,2
,101,2,私立,技專校院,1043,大仁科技大學,五專,326,24,15,9
,101,2,私立,技專校院,1043,大仁科技大學,學士班(日間),6078,167,74,93
,101,2,私立,技專校院,1043,大仁科技大學,學士班(進修),2052,119,74,45
,101,2,私立,技專校院,1043,大仁科技大學,碩士班(日間),93,11,7,4
,101,2,私立,技專校院,1043,大仁科技大學,碩士在職專班,141,3,3,0
,101,2,私立,技專校院,1044,聖約翰科技大學,學士班(日間),6068,114,84,30
,101,2,私立,技專校院,1044,聖約翰科技大學,學士班(進修),865,60,42,18
,101,2,私立,技專校院,1044,聖約翰科技大學,碩士班(日間),251,6,6,0
,101,2,私立,技專校院,1044,聖約翰科技大學,碩士在職專班,132,3,2,1
,101,2,私立,技專校院,1045,嶺東科技大學,學士班(日間),7011,100,40,60
,101,2,私立,技專校院,1045,嶺東科技大學,學士班(進修),2994,164,86,78
,101,2,私立,技專校院,1045,嶺東科技大學,碩士班(日間),266,17,12,5
,101,2,私立,技專校院,1045,嶺東科技大學,碩士在職專班,138,2,2,0
,101,2,私立,技專校院,1046,中國科技大學,二專(進修),0,1,1,0
,101,2,私立,技專校院,1046,中國科技大學,五專,8,4,2,2
,101,2,私立,技專校院,1046,中國科技大學,學士班(日間),8300,203,112,91
,101,2,私立,技專校院,1046,中國科技大學,學士班(進修),3369,178,116,62
,101,2,私立,技專校院,1046,中國科技大學,碩士班(日間),161,11,6,5
,101,2,私立,技專校院,1046,中國科技大學,碩士在職專班,13,0,0,0
,101,2,私立,技專校院,1047,中臺科技大學,五專,123,2,2,0
,101,2,私立,技專校院,1047,中臺科技大學,學士班(日間),6355,92,42,50
,101,2,私立,技專校院,1047,中臺科技大學,學士班(進修),3379,71,31,40
,101,2,私立,技專校院,1047,中臺科技大學,碩士班(日間),212,7,5,2
,101,2,私立,技專校院,1047,中臺科技大學,碩士在職專班,348,1,1,0
,101,2,私立,技專校院,1047,中臺科技大學,博士班,14,0,0,0
,101,2,私立,技專校院,1051,台南應用科技大學,二專(進修),28,0,0,0
,101,2,私立,技專校院,1051,台南應用科技大學,五專,1386,33,2,31
,101,2,私立,技專校院,1051,台南應用科技大學,學士班(日間),8487,189,57,132
,101,2,私立,技專校院,1051,台南應用科技大學,學士班(進修),3029,159,57,102
,101,2,私立,技專校院,1051,台南應用科技大學,碩士班(日間),175,15,2,13
,101,2,私立,技專校院,1051,台南應用科技大學,碩士在職專班,180,4,1,3
,101,2,私立,技專校院,1052,遠東科技大學,二專(進修),73,1,1,0
,101,2,私立,技專校院,1052,遠東科技大學,五專,2,1,1,0
,101,2,私立,技專校院,1052,遠東科技大學,學士班(日間),8152,241,175,66
,101,2,私立,技專校院,1052,遠東科技大學,學士班(進修),748,42,38,4
,101,2,私立,技專校院,1052,遠東科技大學,碩士班(日間),180,10,8,2
,101,2,私立,技專校院,1052,遠東科技大學,碩士在職專班,38,1,1,0
,101,2,私立,技專校院,1053,元培醫事科技大學,學士班(日間),6112,229,154,75
,101,2,私立,技專校院,1053,元培醫事科技大學,學士班(進修),1651,82,49,33
,101,2,私立,技專校院,1053,元培醫事科技大學,碩士班(日間),174,3,1,2
,101,2,私立,技專校院,1053,元培醫事科技大學,碩士在職專班,24,0,0,0
,101,2,私立,技專校院,1054,景文科技大學,二專(進修),16,7,7,0
,101,2,私立,技專校院,1054,景文科技大學,學士班(日間),5977,184,107,77
,101,2,私立,技專校院,1054,景文科技大學,學士班(進修),2495,146,94,52
,101,2,私立,技專校院,1054,景文科技大學,碩士班(日間),59,3,2,1
,101,2,私立,技專校院,1054,景文科技大學,碩士在職專班,97,5,4,1
,101,2,私立,技專校院,1055,中華醫事科技大學,二專(日間),109,20,11,9
,101,2,私立,技專校院,1055,中華醫事科技大學,五專,1954,84,41,43
,101,2,私立,技專校院,1055,中華醫事科技大學,學士班(日間),4891,208,95,113
,101,2,私立,技專校院,1055,中華醫事科技大學,學士班(進修),2468,55,23,32
,101,2,私立,技專校院,1055,中華醫事科技大學,碩士班(日間),80,9,7,2
,101,2,私立,技專校院,1056,東南科技大學,二專(日間),83,12,8,4
,101,2,私立,技專校院,1056,東南科技大學,二專(進修),1,3,1,2
,101,2,私立,技專校院,1056,東南科技大學,學士班(日間),6448,206,145,61
,101,2,私立,技專校院,1056,東南科技大學,學士班(進修),615,36,32,4
,101,2,私立,技專校院,1056,東南科技大學,碩士班(日間),119,4,3,1
,101,2,私立,技專校院,1056,東南科技大學,碩士在職專班,68,1,1,0
,101,2,私立,技專校院,1057,德明財經科技大學,二專(日間),4,0,0,0
,101,2,私立,技專校院,1057,德明財經科技大學,二專(進修),3,6,5,1
,101,2,私立,技專校院,1057,德明財經科技大學,學士班(日間),6324,55,25,30
,101,2,私立,技專校院,1057,德明財經科技大學,學士班(進修),2247,74,51,23
,101,2,私立,技專校院,1057,德明財經科技大學,碩士班(日間),97,2,1,1
,101,2,私立,技專校院,1057,德明財經科技大學,碩士在職專班,49,1,1,0
,101,2,私立,技專校院,1060,南開科技大學,二專(進修),2,1,1,0
,101,2,私立,技專校院,1060,南開科技大學,五專,1344,25,17,8
,101,2,私立,技專校院,1060,南開科技大學,學士班(日間),3658,122,88,34
,101,2,私立,技專校院,1060,南開科技大學,學士班(進修),1215,66,43,23
